|title|district|latitude|longitude|area|number_of_rooms|year_of_creation|price_for_m2_in_PLN|type_of_building|garage|balcony|internet|parking|elevator|floor|terrace|basement|garden|type_of_market
561|3 pokoje   Królewskie Wzgórze   widok na Zatokę|Gdańsk Morena, Królewskie Wzgórze|54.3490549|18.5703027|48.64|3|2014|15419|Mieszkanie|0|1|0|1|0|3|0|0|0|secondary
562|Dom wolnostojący   zabianka   natychmiastowe wydan|Gdańsk Żabianka, Jakuba Wejhera|54.4212443|18.5846315237785|158|9|1991|13285|Dom wolnostojący|1|0|1|1|0|nan|0|1|1|secondary
563|Doki śródmieście 2 pokoje   idealne pod inwestycje|Gdańsk Młode Miasto, Ks. Jerzego Popiełuszki|54.3605821|18.652621|27.5|2|2023|27236|Mieszkanie|0|1|1|0|1|3|0|0|0|secondary
564|Kawalerka|Gdańsk Osowa, Wodnika 10|52.39271|16.985762|25|1|1995|16000|Mieszkanie|0|0|0|0|0|4|0|1|0|secondary
565|Sprzedam mieszkanie|Gdynia Chylonia, Młyńska|51.663037|19.451419|41.5|2|1971|8675|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
566|Wysoki standard w stylu modern classic - Chełm!|Gdańsk Chełm, Jana Styp-rekowskiego|54.342138500000004|18.629860307307958|76.8|4|1995|12891|Mieszkanie|0|1|0|0|0|Parter|0|1|0|secondary
567|Przestronne mieszkanie 3 pokojowe -Gdańsk!|Gdańsk Łostowice, Andrzeja Grubby|54.306221|18.593622|64|3|2015|9516|Mieszkanie|0|1|0|0|0|3|0|0|0|secondary
568|Gotowe do zamieszkania! Blisko plaży!|Gdynia Śródmieście, Obrońców Wybrzeża|54.5165249|18.5369651|50.1|2|1960|15150|Mieszkanie|0|1|0|0|0|2|0|1|0|secondary
569|Dwa poziomy, aż 120m2 po podłodze|Gdańsk Ujeścisko, Nieborowska|54.3299616|18.6051167|59.1|2|2005|11168|Mieszkanie|0|1|1|1|0|3|0|1|0|secondary
570|2 pokojowe, funkcjonalne mieszkanie - Matarnia!|Gdańsk Matarnia - Rębiechowo, Mjr. Mieczysława Słabego|54.37354|18.506331|29.7|2|1970|13434|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary
571|Biskupia Gorka mieszaknie 3 pokoje|Gdańsk Śródmieście, Biskupia|54.3451528|18.6406729|65|3|1930|12615|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
572|Mieszkanie 3 pokojowe, ul. Niepołomicka|Gdańsk Łostowice, Niepołomicka 46|54.378291|18.487005|50.77|3|2020|12980|Mieszkanie|1|0|0|0|1|Parter|0|0|1|secondary
573|Nowość!!! 2 pokoje Osiedle Wiczlino Ogród|Gdynia Wiczlino, Stanisława Filipkowskiego|54.4870655|18.4247405|53.4|2|2011|11779|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
574|3 pokoje blisko SKM i obwodnicy!|Gdynia Chylonia, Helska|54.53990865|18.460456788221844|46.9|3|1970|9275|Mieszkanie|0|1|0|0|1|3|0|1|0|secondary
575|Mały kack, apartament do wejścia!|Gdynia Mały Kack, Strzelców|54.4691693|18.5091229|66.69|3|2016|14920|Mieszkanie|0|0|0|1|1|Parter|0|0|1|secondary
576|Kawalerka z potencjałem|Gdańsk Ujeścisko, Przemyska|54.3276513|18.592787258404858|3|1|2000|14031|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
577|Gdańsk, kawalerka gotowa do wejścia!!!|Gdańsk Łostowice, Andrzeja Grubby|54.306221|18.593622|24.8|1|2014|14073|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
578|Kawalerka! 1-sze piętro!|Gdynia Chylonia, Ludwika Zamenhofa|54.53580625|18.481285238561394|26.24|1|1972|10633|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary
579|Mieszkanie - Gdańsk Brzeźno|Gdańsk Brzeźno, Dworska|54.407658|18.6308055329161|61.4|3|1980|13827|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
580|Mieszkanie z ogrodem i kawalerką w bonusie|Gdynia Mały Kack, Lidzka|54.4753488|18.5168559|57.33|3|1960|12559|Mieszkanie|0|1|0|0|0|Parter|0|1|1|secondary
581|Przestronna kawalerka z ładnym widokiem|Gdańsk Zakoniczyn, Kazimierza Porębskiego|54.3187243|18.5813595|33.5|1|2008|13731|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
582|2 pokoje w kapitalnej lokalizacji blisko morza|Gdańsk Przymorze, Chłopska|54.4070557|18.59242040007326|45|2|1969|13978|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary
583|Gdańsk Lawende nowe budwonictwo 2 pokoje ogródek|Gdańsk Jasień, Lawendowe Wzgórze|52.201692|18.259949|37.|2|2017|14643|Mieszkanie|0|0|1|1|1|Parter|0|0|1|secondary
584|Mieszkanie w centrum Gdańska, 3 pokoje, 50m2|Gdańsk Śródmieście, Łagiewniki|54.3596161|18.6485078|50.8|3|1960|13366|Mieszkanie|0|1|0|1|0|3|0|0|0|secondary
585|Dwupokojowe mieszkanie blisko morza!|Gdynia Oksywie, Cypriana Godebskiego|54.5511386|18.539189458918017|34.5|2|1954|11971|Mieszkanie|0|0|0|0|0|Parter|0|1|0|secondary
586|2 pokoje w wysokim standardzie|Gdańsk Św. Wojciech, Czerska|51.818646|20.941478|39.46|2|2017|13913|Mieszkanie|0|1|0|1|1|1|0|0|0|secondary
587|2 pokoje, Gdańsk Śródmieście, idealne pod wynajem!|Gdańsk Śródmieście, Katarzynki|54.3540011|18.652984|49|2|1957|13980|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
588|Apartament w sercu Gdańska!|Gdańsk Stare Przedmieście, Chmielna|52.216403|19.347141|45.33|2|2017|21818|Mieszkanie|0|1|0|1|1|5|0|0|0|secondary
589|3 pokoje w centrum wrzeszcza!|Gdańsk Wrzeszcz, Gen. Józefa Hallera|51.745911|19.810155|65.7|3|1941|12005|Mieszkanie|0|0|0|1|0|2|0|1|1|secondary
590|Apartament nad motławą wysoki standard|Gdańsk Długie Ogrody, Sienna Grobla|54.3623351|18.4920256|40.11|2|2020|19073|Mieszkanie|0|1|0|1|1|1|0|0|0|secondary
591|Idealne 2 pokoje mieszkanie na przymorzu!|Gdańsk Przymorze, Kołobrzeska|54.4016029|18.578342075981595|50|2|1970|13980|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
592|Przestrzeń! Balkon -47,4m2! 2 miejsca w hali!|Gdańsk Łostowice, Wielkopolska|54.3171537|18.590914|77.86|3|2023|8335|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary
593|60m2 z piwnicą na Obłużu!|Gdynia Obłuże, Podgórska|54.554114150000004|18.50682402428704|60|2|1976|10833|Mieszkanie|0|1|0|0|1|1|0|1|1|secondary
594|Granaria - wyspa spichrzów|Gdańsk Śródmieście, Chmielna|54.3490425|18.6577299|47.15|1|2020|22500|Mieszkanie|0|0|0|0|1|1|0|0|0|secondary
595|Sopot Wyścigi,  pod wynajem do zamieszkania|Sopot Wyścigi / Karlikowo, Aleja Niepodległości|50.547437|17.834262|47.39|3|1922|16438|Mieszkanie|0|0|0|1|0|1|0|1|0|secondary
596|2 pokoje z widokiem na morze|Gdynia Kamienna Góra, Ignacego Krasickiego|54.5105785|18.5429911|38.1|2|1970|14409|Mieszkanie|0|0|0|0|1|5|0|0|0|secondary
597|3 przestronne pokoje, Gdynia Pogórze|Gdynia Pogórze, Kmdr. Bolesława Romanowskiego|54.56248|18.490257|60.5|3|1970|9901|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
598|Mieszkanie - Gdańsk Morena Piecki-Migowo|Gdańsk Morena, Wileńska|51.957436|19.371477|54|3|1980|12574|Mieszkanie|0|0|0|0|0|4|0|1|0|secondary
599|Dom z garażem i ogródkiem w centrum Gdyni|Gdynia Działki Leśne, Toruńska|54.5098466|18.53010968481697|138.91|5|1986|13318|Dom wolnostojący|1|1|0|1|0|nan|0|1|1|secondary
600|Willa Poznanianka - ikona architektury gdyńskiej.|Gdynia Kamienna Góra, Franciszka Sędzickiego|54.515718750000005|18.546798768055563|358|8|1921|18715|Dom wolnostojący|0|1|0|1|0|nan|0|0|1|secondary
601|Piękny dom szeregowy z sauną, wysoki st|Gdańsk Osowa, Chirona|54.42602695|18.462399627524494|100.|3|2004|16966|Dom szeregowy|1|0|0|1|0|nan|0|0|1|secondary
602|Zamieszkaj nad morzem|Gdańsk Brzeźno, Władysława Broniewskiego|52.218974|19.365718|58.9|3|1974|11715|Mieszkanie|0|1|0|0|0|Parter|0|1|0|secondary
603|2 pokoje w Nowym Porcie !!!|Gdańsk Nowy Port, Wyzwolenia|54.3980748|18.6657651|46.3|2|1978|10365|Mieszkanie|0|0|1|0|1|8|0|0|0|secondary
604|Mieszkanie - Gdańsk Morena|Gdańsk Jasień, Gen. Władysława Andersa|54.35109585|18.5514744185204|75.73|4|2021|16493|Mieszkanie|0|0|0|1|1|Parter|0|0|1|secondary
605|Mieszkanie z ogrodem , os. Wróbla Staw|Gdańsk Jasień, Jasieńska|54.3412344|18.5610532|33.|1|2011|13554|Mieszkanie|0|0|1|1|0|Parter|0|0|1|secondary
606|Kawalerka w wysokim standardzie|Gdańsk Łostowice, Ofiar Grudnia '70|54.378291|18.487005|27|1|2022|15556|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
607|Zainwestuj w Gdyni|Gdynia Działki Leśne, Śląska|54.5108872|18.5341714|53.68|2|1932|7433|Mieszkanie|0|0|0|0|1|2|0|0|0|secondary
608|2-pokojowe mieszkanie w Gdańsku z pięknym widoki|Gdańsk Suchanino, Kamieńskiego|51.132058|23.509934|42.4|2|1979|13909|Mieszkanie|0|1|1|0|1|9|0|1|0|secondary
609|2 pokoje z ogródkiem - Sopot|Sopot Górny Sopot, Daniela Chodowieckiego|54.4499168|18.5530338|47|2|1930|1487|Mieszkanie|0|0|0|0|0|Parter|0|1|1|secondary
610|Mieszkanie w gdyni chylonia!!!|Gdynia Chylonia, Swarzewska|54.53731915|18.469655925034004|37.08|3|1980|13134|Mieszkanie|0|0|0|0|1|11|0|1|0|secondary
611|Wielkie WOW, gotowe do zamieszkania|Gdańsk Św. Wojciech, Czerska|51.818646|20.941478|64.26|3|2013|10115|Mieszkanie|0|1|0|1|0|3|0|0|0|secondary
612|6-pokojowe na Dąbrowie!|Gdynia Dąbrowa, Lubczykowa|54.4738306|18.470557542281156|140|6|2002|7493|Mieszkanie|0|1|0|1|0|3|0|1|0|secondary
613|3-pokojowe, słoneczne mieszkanie z aneksem kuchen|Gdańsk Chełm, Cieszyńskiego|54.3380525|18.6109202|49.5|3|1987|11919|Mieszkanie|0|1|1|0|0|Parter|0|1|0|secondary
614|Mieszkanie - Gdańsk Morena|Gdańsk Morena, Królewskie Wzgórze|54.3490549|18.5703027|69.36|4|2008|12961|Mieszkanie|0|1|0|1|0|1|0|0|0|secondary
615|To może być Twoje mieszkanie|Gdańsk Łostowice, Andrzeja Grubby|54.306221|18.593622|48.29|2|2015|9298|Mieszkanie|0|1|0|0|0|3|0|0|0|secondary
616|Gdańsk, Jasień, 3 pokojowe przytulne mieszkanie!|Gdańsk Jasień, Rycerza Blizbora|54.3402016|18.563872337024485|61.8|3|1995|11311|Mieszkanie|0|1|0|0|0|2|0|1|0|secondary
617|2 niezależne pokoje w kapitalnej lokalizacji|Gdańsk Wrzeszcz, Grunwaldzka|50.016896349999996|22.680195777355458|45.1|2|1950|13304|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
618|Inwestycja! 2 mieszkania! jedna cena!|Gdańsk Łostowice, Wielkopolska|54.3171537|18.590914|77.86|4|2023|8335|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary
619|Gdańsk, Łostowice, piękny apartament z antresolą|Gdańsk Łostowice, Hokejowa|54.3817696|18.6055111|81.26|4|2015|10694|Mieszkanie|0|1|0|1|0|3|0|1|0|secondary
620|3 bardzo dobrze zarabiające apartamenty|Gdańsk Wrzeszcz, Jana Kilińskiego|54.38435265|18.605881242819947|91.75|4|2018|21689|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
621|Zamieszkaj z rodziną w przyjaznej części Moreny|Gdańsk Morena, Morenowe Wzgórze|54.350319999999996|18.564209923125|71.4|3|2008|11905|Mieszkanie|0|1|0|0|0|1|0|0|0|secondary
622|Duże  słoneczne mieszkanie  3 pokoje Gdańsk|Gdańsk Kowale, Zeusa|54.309030050000004|18.566560139279368|69.1|3|2001|8973|Mieszkanie|0|1|1|0|0|1|0|0|0|secondary
623|2 pokoje  z ogrodem. nowe budownictwo w gdyni!!!|Gdynia Obłuże, Bosmańska|54.5485878|18.5165572|42.83|2|2021|16811|Mieszkanie|0|0|0|0|1|Parter|0|0|0|secondary
624|Sąsiedztwo Starego Miasta! Minimalistyczny Loft!|Gdańsk Długie Ogrody, Św. Barbary|54.3494938|18.6631722|127.73|4|2020|20348|Mieszkanie|0|0|1|1|1|6|0|0|0|secondary
625|Trzy mieszkania w jednym!|Gdynia Śródmieście, Świętojańska|54.5205845|18.5428249|90|4|1950|13878|Mieszkanie|0|1|0|1|1|4|0|1|0|secondary
626|Parter domu z ogrodem 608 m2  Gdańsk|Gdańsk Siedlce, Leona Wyczółkowskiego|52.074752|20.560629|78.8|3|1932|13947|Mieszkanie|1|0|0|1|0|Parter|0|1|1|secondary
627|3 pokojowe mieszkanie Gdańsk Niedźwiednik blisko|Gdańsk Niedźwiednik, Leśna Góra|54.378124|18.572059|67.1|3|1979|11326|Mieszkanie|0|1|0|0|0|Parter|0|1|0|secondary
628|Mieszkanie - Gdańsk Piecki-Migowo|Gdańsk Morena, Ignacego Matuszewskiego|54.36301855000001|18.587455752659352|65.4|3|1979|10688|Mieszkanie|0|0|1|0|0|Parter|0|0|0|secondary
629|Słoneczne mieszkanie na Działkach Leśnych|Gdynia Działki Leśne, Słupecka|54.5181429|18.528057721824688|75.6|3|1939|14150|Mieszkanie|0|0|1|0|0|2|0|0|0|secondary
630|Zamieszkaj na Dolnym Mieście|Gdańsk Dolne Miasto, Łąkowa|54.3433264|18.6623425|113.83|3|1900|9900|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary
631|Wrzeszcz 2 pokoje wysoki standard|Gdańsk Wrzeszcz, Jana Kochanowskiego|54.3780268|18.62570677403609|38.7|2|2019|2195|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary
632|Mieszkanie 3-pokojowe, Dywizji Wołyńskiej|Gdańsk Orunia Górna, Dywizji Wołyńskiej 5|54.3225865|18.6152653|69.15|3|2022|12798|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary
633|Gdańsk, Ujeścisko, 2 pokoje SUPER skomunikowane!|Gdańsk Ujeścisko, Ostrołęcka|54.330248|18.58728785830671|45.5|2|2005|12308|Mieszkanie|0|1|0|0|0|1|0|1|0|secondary
634|Mieszkanie - Gdynia Chylonia|Gdynia Chylonia, Kartuska|54.543789950000004|18.4616818669181|57.81|2|1980|7499|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
635|Gdańsk, Przymorze, piękne mieszkanie do wejścia!|Gdańsk Przymorze, Piastowska|54.4158038|18.5869742|58|2|1980|13259|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
636|Rentowna inwestycja! 5 pokoi Dolny Sopot!|Sopot Dolny Sopot, Gen. Józefa Bema|54.4434454|18.5675987|136.26|5|1910|16615|Mieszkanie|0|1|1|0|0|2|0|0|0|secondary
637|2 ogródki, komórka, wakacyjna promocja ceny|Gdynia Wiczlino, Leona Staniszewskiego|54.4953682|18.436502391721852|44.|2|2007|11968|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
638|Mieszkanie - Gdańsk Śródmieście|Gdańsk Długie Ogrody, Sienna Grobla|54.3623351|18.4920256|27.57|1|2020|24266|Mieszkanie|0|1|1|0|0|5|0|0|0|secondary
639|Piękny dom w spokojnej okolicy|Gdańsk Osowa, Cumowników|54.43221075|18.46710403369141|320|6|1995|4969|Dom wolnostojący|0|1|0|1|0|nan|0|1|1|secondary
640|Bezczynszowe mieszkanie z Ogrodem na Małym Kacku|Gdynia Mały Kack, Lidzka|54.4753488|18.5168559|173.|3|1960|4157|Dom wolnostojący|0|1|0|0|0|nan|0|1|1|secondary
641|Gdańsk, 2 pokoje gotowe do wejścia!|Gdańsk Osowa, Koziorożca|54.425325799999996|18.47043681096458|44|2|2016|13636|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary
642|Mieszkanie - Gdańsk Morena|Gdańsk Morena, Warneńska|54.3565859|18.58492095338056|62.4|3|1980|12019|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
643|3 pokojowe mieszkanie w gdyni!!!|Gdynia Działki Leśne, Śląska|54.5108872|18.5341714|60.51|3|1967|1155|Mieszkanie|0|0|0|0|0|5|0|1|0|secondary
644|Dom (Segment skrajny) - Gdańsk Brzeźno|Gdańsk Brzeźno, Bogumiła Kobieli|50.114025|19.620555|137|4|2023|19343|Dom szeregowy|0|0|0|0|0|nan|0|0|0|secondary
645|3 pokoje, balkon z pięknym widokiem, Gdynia Obłuże|Gdynia Obłuże, Krawiecka|54.5493249|18.5186959|59.5|3|1970|8891|Mieszkanie|0|1|0|0|1|3|0|0|0|secondary
646|2 pokoje, miejsce parkingowe, atrakcyjna cena !|Gdańsk Jasień, Alfonsa Flisykowskiego|54.3217154|18.5602869|28.45|2|2018|14025|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
647|Mieszkanie - Gdynia Witomino|Gdynia Witomino, Narcyzowa|54.49794035|18.517890464894997|36.9|2|1970|11653|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
648|Apartament nad motławą wysoki standard|Gdańsk Długie Ogrody, Sienna Grobla|54.3623351|18.4920256|40.11|2|2020|19073|Mieszkanie|0|1|0|1|1|1|0|0|0|secondary
649|Dom (Bliźniak) - Gdynia Chylonia|Gdynia Pustki Cisowskie|54.5362119|18.4469068|180|5|1940|3167|Dom bliźniak|0|0|0|1|0|nan|0|1|1|secondary
650|Chylonia, kawalerka do własnej aranżacji!|Gdynia Chylonia, Młyńska|51.663037|19.451419|26.5|1|1970|10906|Mieszkanie|0|0|0|0|0|4|0|1|0|secondary
651|Mieszkanie - Gdańsk Morena|Gdańsk Morena, Powstania Styczniowego|52.221693|19.356836|70|3|1989|9986|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
652|Angielska elegancja|Gdańsk Osowa, Myśliborska|54.4439269|18.454287954862146|170.76|5|2013|70|Dom szeregowy|1|0|0|1|0|nan|0|1|1|secondary
653|2 Pokoje Wykończony Lokal i Dobra Lokalizacja|Gdańsk Orunia Górna, Jana Czirenberga|54.32468515|18.62495676703479|36.9|2|1990|13523|Mieszkanie|0|1|0|0|0|Parter|0|1|0|secondary
654|2 pokoje po generalnym remoncie w Śródmieściu|Gdynia Śródmieście, Zygmunta Augusta|52.230906|18.208535|30.7|2|1962|17546|Mieszkanie|0|1|0|0|0|4|0|0|0|secondary
655|4 Pokoje! Blisko SKM!|Gdynia Działki Leśne, Śląska|54.5108872|18.5341714|96|4|1932|10406|Mieszkanie|0|1|0|0|1|3|0|0|0|secondary
656|3 pokoje, świeżo po odbiorach, duży balkon|Gdynia Wiczlino, Władysława Wagnera|54.501574899999994|18.43069123866657|57.64|3|2024|12127|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
657|Granaria - wyspa spichrzów|Gdańsk Śródmieście, Chmielna|54.3490425|18.6577299|68.19|1|2020|22500|Mieszkanie|0|0|0|0|1|1|0|0|0|secondary
658|Mieszkanie - Gdańsk Przymorze|Gdańsk Przymorze, Kołobrzeska|54.4016029|18.578342075981595|45|2|1970|13|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
659|Gotowe do zamieszakania, świetna lokalizacja|Gdynia Oksywie, Benisławskiego|54.5499013|18.522126169185626|52.7|3|1980|10057|Mieszkanie|1|1|0|1|1|2|0|1|0|secondary
660|2 pok, salon 30m2, wysoki standard, miejsce naziem|Gdańsk Jasień, Leszczynowa|54.3380783|18.558418226277837|47.16|2|2022|12193|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
661|Gdańsk, Wrzeszcz, 3 pokoje przy Garnizonie!!!!|Gdańsk Wrzeszcz, Juliusza Słowackiego|54.380113|18.5915837|51.61|3|1980|14048|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
662|Gdańsk Jasień, 3 pokoje,|Gdańsk Jasień, Potęgowska|54.3314076|18.550409385581524|49.|3|2013|1197|Mieszkanie|0|1|1|0|1|2|0|0|0|secondary
663|3 Pokoje Gdynia Chylonia|Gdynia Chylonia, Rozewska|54.53925805|18.46697999569786|46.3|3|1975|11857|Mieszkanie|0|1|1|1|1|9|0|1|0|secondary
664|Dwupoziomowe 5 pokojowe mieszkanie - Gdańsk Osowa!|Gdańsk Osowa, Ariadny|54.42295565|18.47951734798727|122.4|5|2001|8570|Mieszkanie|1|0|0|1|0|3|0|0|0|secondary
665|Mieszkanie - Gdańsk Zaspa|Gdańsk Zaspa, Kombatantów|54.3984873|18.6094337|50.|3|1981|13347|Mieszkanie|0|0|0|0|0|Parter|0|1|0|secondary
666|Gdynia Leszczynki, 39 m2, od zaraz|Gdynia Leszczynki, Działdowska|54.53370595|18.482052827112675|38.9|1|2003|10283|Mieszkanie|0|1|0|1|0|2|0|0|0|secondary
667|2 pokoje w doskonałej lokalizacji !|Gdynia Redłowo, Bohaterów Starówki Warszawskiej|54.495080650000006|18.549081738937574|41|2|1970|16317|Mieszkanie|0|0|0|0|1|3|0|0|0|secondary
668|4 pokoje blisko morza, Pogórze|Gdynia Pogórze, Szymona Czechowicza|50.025983|20.000292|79.89|4|2021|11628|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
669|Jasny, przestronny apartament z ogródkiem|Gdańsk Przymorze, Rzeczypospolitej|54.4034704|18.5910556|40.05|2|2015|19950|Mieszkanie|0|0|0|1|1|Parter|0|0|1|secondary
670|Przy parku, nowoczesne, słoneczne, balkon, wyposażone, bez pośrednika|Gdańsk Przymorze, Rzeczypospolitej 7a|54.4034704|18.5910556|46|2|1970|15978|Mieszkanie|0|1|1|1|1|7|0|1|0|secondary
671|Kawalerka w Oliwie, 28,20 m2|Gdańsk Żabianka, Aleja Grunwaldzka|50.547437|17.834262|28.|1|1964|159|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
672|Gdańsk Orunia Górna 3 pokoje|Gdańsk Św. Wojciech, Kazimierza Wielkiego|51.849642|19.431235|57.5|3|2014|11304|Mieszkanie|0|1|1|1|0|3|0|0|0|secondary
673|Dwupak Inwestycyjny Blisko Plaży|Sopot Wyścigi / Karlikowo, Władysława Łokietka|54.4338494|18.570333309046745|74|3|2013|27014|Mieszkanie|0|0|1|0|1|Parter|0|0|0|secondary
674|4 pokojowe mieszkanie w gdyni!!!|Gdynia Wiczlino, Janki Bryla|54.49442785|18.44001766368816|86.91|4|2015|12645|Mieszkanie|0|1|0|1|1|2|0|1|0|secondary
675|Mieszkanie - Gdańsk Kowale|Gdańsk Kowale, Zeusa|54.309030050000004|18.566560139279368|40.4|2|2017|12351|Mieszkanie|0|1|1|1|0|2|0|0|0|secondary
676|Mieszkanie - Gdynia Śródmieście|Gdynia Śródmieście, Władysława Iv|52.215343|21.15568|36.|1|1932|17928|Mieszkanie|0|1|0|1|0|1|0|1|0|secondary
677|Mieszkanie - Gdynia Śródmieście|Gdynia Śródmieście, Józefa Bema|54.51275029999999|18.54044487287078|68.16|3|1950|15405|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
678|Świetne mieszkanie w centrum miasta|Gdynia Działki Leśne, Śląska|54.5108872|18.5341714|41.3|2|1930|14988|Mieszkanie|0|0|0|0|0|2|0|1|0|secondary
679|W samym centrum Wrzeszcza|Gdańsk Wrzeszcz, Aleja Grunwaldzka|54.37480295|18.618860278592766|42.13|2|1960|13981|Mieszkanie|0|0|0|1|0|4|0|0|0|secondary
680|2 pokoje do własnej aranżacji !|Gdańsk Stogi, Wilhelma Stryjewskiego|54.3611711|18.7119017|50.1|2|1980|10359|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
681|Gdańsk Przymorze, ul. Beniowskiego|Gdańsk Przymorze, Maurycego Beniowskiego|54.4081317|18.580052878164228|57.93|3|2017|19593|Mieszkanie|0|1|1|1|1|5|0|0|0|secondary
682|Dom (Bliźniak) - Gdynia Pustki Cisowskie|Gdynia Pustki Cisowskie|54.5362119|18.4469068|180|5|1940|3167|Dom bliźniak|0|0|0|1|0|nan|0|1|1|secondary
683|Mieszkanie - Gdańsk Morena|Gdańsk Morena, Królewskie Wzgórze|54.3490549|18.5703027|69.36|3|2008|12961|Mieszkanie|0|1|0|1|0|1|0|0|0|secondary
684|Kawalerka gotowa do zamieszkania/wynajem|Gdańsk Jasień, Kartuska|54.3491931|18.5269229|27.|1|2024|14669|Mieszkanie|0|1|0|1|0|3|0|0|0|secondary
685|Duże mieszkanie z potencjałem|Gdańsk Dolne Miasto, Łąkowa|54.3433264|18.6623425|113.83|3|1900|9900|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary
686|Wyjątkowe mieszkanie w samym centrum!|Gdynia Śródmieście, Antoniego Abrahama|54.5204215|18.5414423|72.13|3|1970|13434|Mieszkanie|0|0|0|1|0|1|0|1|0|secondary
687|Mieszkanie - Gdynia Działki Leśne|Gdynia Działki Leśne, Podolska|54.5147874|18.5332269|64.57|3|1933|150|Mieszkanie|0|1|0|0|0|1|0|1|1|secondary
688|2 pokoje / duży balkon / bliskość zieleni|Gdynia Demptowo, Skarbka|54.53128985|18.455072197274912|47.26|2|2005|9924|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
689|Mieszkanie - Gdynia Oksywie|Gdynia Oksywie, Czwartaków|54.5502106|18.5418867|72.|3|1955|6911|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
690|3 Pokoje przy plaży|Sopot Dolny Sopot, Jakuba Goyki|54.448463399999994|18.562393097264536|57|3|1975|24544|Mieszkanie|0|1|1|1|0|Parter|0|0|0|secondary
691|Przestronny apartament w samym centrum Gdyni|Gdynia Śródmieście, Władysława Iv|52.215343|21.15568|87.04|3|1920|14924|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
692|Widokowe mieszkanie w Sopocie|Sopot Kamienny Potok, Kujawska|54.4590672|18.551737631420625|50.6|2|1984|15000|Mieszkanie|0|1|1|1|1|8|0|1|0|secondary
693|Dwa osobne pokoje i osobna kuchnia nowe budownictwo|Gdańsk Śródmieście, Stanisława Lema 10|54.349281|18.660553|46|2|2018|13913|Mieszkanie|0|1|1|1|1|4|0|1|0|secondary
694|Trzypokojowe mieszkanie/ taras 57 m2|Gdańsk Jasień, Jaworowa|54.33790675|18.56019067011311|51.39|3|2024|13524|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary
695|3-pokojowy apartament w centrum Gdańska|Gdańsk Śródmieście, Wałowa|54.3584458|18.6514304|41.74|3|2021|24413|Mieszkanie|0|0|1|0|1|4|0|0|0|secondary
696|Najpiękniejsze 4 pokoje po generalnym remoncie|Gdańsk Wrzeszcz, Władysława Reymonta|54.38133055|18.58382778782594|53.|4|1976|15677|Mieszkanie|0|1|1|1|1|1|0|1|0|secondary
697|3 pokoje po generalnym remoncie do wprowadzenia|Gdańsk Przeróbka, Sienna|54.355715599999996|18.687889385776813|41.93|3|1973|14286|Mieszkanie|0|1|1|1|0|Parter|0|1|0|secondary
698|Sprzedam mieszkanie 3pok, parter,Sopot|Sopot Dolny Sopot, Władysława IV|54.437294050000006|18.567053018907558|112.1|3|1900|16860|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
