|title|district|latitude|longitude|area|number_of_rooms|year_of_creation|price_for_m2_in_PLN|type_of_building|garage|balcony|internet|parking|elevator|floor|terrace|basement|garden|type_of_market
4519|Dom w zabudowie bliźniaczej Osowa, ogródek|Gdańsk Osowa, Herkulesa|54.427327|18.4848564|137|5|2005|875|Dom bliźniak|1|1|1|0|0|nan|1|1|1|secondary
4520|Mieszkanie 51m2 drugie piętro, blisko centrum|Gdańsk Św. Wojciech, Sandomierska 16|54.3318795|18.6344659|51|2|1960|8431|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
4521|Rezerwacja 44m2 do remontu Gdańsk Wrzeszcz Dolny|Gdańsk  Wrzeszcz|54.38177|18.605511|44|2|1920|11000|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
4522|Przytulne, 2-pokojowe, 'SERCE' dolnego wrzeszcza!|Gdańsk Wrzeszcz, Waryńskiego Ludwika|51.738548|19.679578|3|2|1938|17813|Mieszkanie|0|0|1|1|0|4|0|1|0|secondary
4523|Gdynia Śródmieście mieszkanie 3 pokojowe|Gdynia Śródmieście, Armii Krajowej|51.956653|19.27384|57|3|1960|13860|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
4524|3 pokoje    5 minut do śródmieścia    do wejścia|Gdańsk Dolne Miasto, Śluza|54.3412841|18.6579963|50.16|3|1919|15929|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
4525|Czteropokojowy apartament w otulinie lasu|Gdynia Orłowo, Bernadowska|54.4633744|18.550913|92.41|4|2020|30300|Mieszkanie|0|1|1|1|1|1|0|0|0|secondary
4526|Wysoki standard w spokojnej okolicy!!!|Gdynia Wielki Kack|53.199985|19.640637|151.97|5|2018|11779|Mieszkanie|1|1|1|1|0|Parter|0|0|1|secondary
4527|Doskonała lokalizacja/ dla rodziny/inwestycyjnie|Gdańsk Wrzeszcz, Migowska|54.36851405|18.59786272716324|220|10|1985|8864|Dom bliźniak|1|0|1|1|0|nan|0|1|1|secondary
4528|Słoneczne 3 pokoje z dużym ogródkiem   jasień|Gdańsk Jasień, Lawendowe Wzgórze|52.201692|18.259949|59.41|3|2015|12877|Mieszkanie|0|0|1|1|1|Parter|0|0|0|secondary
4529|3pokojowe mieszkanie, blisko centrum|Gdynia Chylonia, Gniewska|54.5422938|18.4620586|53.8|3|1980|10688|Mieszkanie|0|1|0|0|0|1|0|1|0|secondary
4530|Rezerwacja/ Wrzeszcz/Zrewitalizowana Kamienica|Gdańsk Wrzeszcz, Ks. Leona Miszewskiego|52.8193329|21.8635332|60|2|1907|9000|Mieszkanie|0|0|0|1|0|3|0|1|0|secondary
4531|Słoneczne mieszkanie Gdańsk Chełm, 3 pokoje|Gdańsk Chełm, Prof. Romualda Cebertowicza|54.3370803|18.603868187013546|63.4|3|1988|10473|Mieszkanie|0|1|1|0|0|4|0|1|0|secondary
4532|Mieszkanie 2-pok w otulinie lasu|Sopot Górny Sopot, 23 Marca|54.4457838|18.557534097742344|35.4|2|1970|16921|Mieszkanie|0|1|1|0|1|1|0|0|0|secondary
4533|Apartament z werandą i parkingiem, przy plaży|Sopot Dolny Sopot, Morska|54.4455618|18.567114051807554|93.3|3|1925|28939|Mieszkanie|0|1|0|1|0|2|0|1|0|secondary
4534|Trzypokojowe mieszkanie z tarasem Gdynia Mały Kack|Gdynia Mały Kack, Leśna|54.4686137|18.517753|69.65|3|2009|14329|Mieszkanie|0|0|1|1|0|Parter|0|0|0|secondary
4535|Do zamieszkania bądź jako lokal usługowy!!|Gdańsk Siedlce, Łostowicka|54.3451696|18.6031128|73.5|3|1945|11565|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
4536|Mieszkanie, Gdynia Chylonia, Gniewska|Gdynia Chylonia, Gniewska|54.5422938|18.4620586|60.01|3|1989|1083|Mieszkanie|0|1|0|0|1|10|0|0|0|secondary
4537|Dwupoziomowe, duży taras i 2 balkony. 2 x miejsce w hali|Gdańsk Osowa, Hery 8|54.4206286|18.4774796|140|5|2010|11500|Dom piętro domu|1|1|1|1|1|3|1|1|0|secondary
4538|Dwupoziomowe, duży taras i 2 balkony. 2 x miejsce w hali|Gdańsk Osowa, Hery 8|54.4206286|18.4774796|140|5|2010|11500|Mieszkanie|1|1|1|1|1|3|1|1|0|secondary
4539|Gdańsk Starówka atrakcyjna lokalizacja i cena|Gdańsk Stare Przedmieście, Chmielna|52.216403|19.347141|4|2|2021|33095|Mieszkanie|0|0|0|0|1|3|0|0|0|secondary
4540|Idealny Second Home|Sopot Kamienny Potok, Junaków|54.4563524|18.5478986|107|3|1937|21963|Dom szeregowy|0|0|1|1|0|nan|0|0|1|secondary
4541|Kup bez prowizji gdynia centrum super lokalizacja|Gdynia Śródmieście, Świętojańska|54.5205845|18.5428249|85.1|4|1936|15159|Mieszkanie|0|0|1|1|1|1|0|1|0|secondary
4542|Sprzedam dom Matarnia|Gdańsk Matarnia|54.349281|18.660553|260|5|1997|8750|Dom szeregowy|0|0|0|0|0|nan|0|0|0|secondary
4543|Mieszkanie - Sopot Dolny|Sopot Dolny Sopot, Tadeusza Kościuszki|54.44155925|18.563386674274298|163.24|5|1920|1837|Mieszkanie|0|0|0|1|0|1|0|1|0|secondary
4544|4 - pokojowe mieszkanie, blisko morza i Wisły!|Gdańsk Sobieszewo, Promienista 3|54.3442119|18.8309952|101.6|4|1997|6398|Mieszkanie|0|0|0|1|0|1|0|0|1|secondary
4545|Dwupokojowe Mieszkanie Świeżo po Remoncie|Gdańsk Przymorze Wielkie , Piastowska 100|54.4177422|18.5944811|46|2|1971|14978|Mieszkanie|0|1|1|0|1|1|0|1|0|secondary
4546|Mieszkanie z Pięknyn Widokiem na Starówkę|Gdańsk Śródmieście, Katarzynki|54.3540011|18.652984|49|2|1956|15306|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
4547|Spółdzielcze własnościowe.2 sypialnie + salon z aneksem|Gdańsk Suchanino, Cygańska Góra|54.35892815|18.61725888863569|58|3|1997|1336|Mieszkanie|0|1|1|0|0|2|0|1|0|secondary
4548|Kamienica na Oksywiu mieszkalno-usługowa|Gdynia Oksywie|53.199985|19.640637|800|7|1935|4124|Dom kamienica|1|0|1|1|0|nan|0|1|0|secondary
4549|Sprzedam mieszkanie - Gdańsk Przymorze Małe|Gdańsk Przymorze Małe, Bydgoska|52.226998|18.255523|38.04|2|1970|14984|Mieszkanie|0|1|0|0|1|1|0|1|0|secondary
4550|Sopot z ogródkiem i miejscem w garażowej|Sopot Kamienny Potok, Józefa Kraszewskiego|54.4539813|18.5523409|55|2|2014|23618|Mieszkanie|0|0|1|1|0|Parter|0|0|1|secondary
4551|Komfortowe mieszkanie, miejsca postojowe|Gdynia Wielki Kack, Myśliwska|51.948156|19.310327|81.8|3|2015|1111|Mieszkanie|0|0|0|0|0|3|0|0|0|secondary
4552|Komfortowe mieszkanie na Chełmie, świetny rozkład!|Gdańsk Chełm, Cienista|54.3378229|18.632119338772668|50|2|2016|13998|Mieszkanie|0|1|0|1|1|1|0|1|0|secondary
4553|3 pokojowe na Przymorzu ul. Szczecińska|Gdańsk Przymorze, Szczecińska|54.4054917|18.5798509|68.21|3|2017|18326|Mieszkanie|0|0|0|1|0|Parter|0|0|1|secondary
4554|Mieszkanie 3-pokojowe w spokojnej okolicy Sopotu,|Sopot Kamienny Potok, Józefa Kraszewskiego|54.4539813|18.5523409|47|3|1966|14787|Mieszkanie|0|0|0|0|0|Parter|0|1|0|secondary
4555|Dla rodziny,  Blisko park i plaża ! Niski blok!|Gdańsk Letnica, Starowiejska|52.487088|19.937637|64.1|3|2021|14894|Mieszkanie|0|1|1|1|1|4|0|0|0|secondary
4556|Pensjonat w centrum Kurortu Sopot|Sopot Górny Sopot, Niepodległości|54.4534263|18.555444|293|12|2017|12799|Dom wolnostojący|0|1|0|1|0|nan|0|0|0|secondary
4557|Mieszkanie 3 pokojowe Gdynia Witomino|Gdynia Witomino, Nauczycielska|54.500850850000006|18.504925556290825|5|3|1965|1244|Mieszkanie|1|1|0|0|0|2|0|0|0|secondary
4558|Klimatyczne mieszkanie-2 poziomy, 5 pokoi, 4 łazienki!super gotowiec inwestycyjn|Gdańsk Jasień, Pólnicy|54.3417506|18.56423541148252|130|5|1995|7538|Mieszkanie|0|1|0|1|0|4|0|1|0|secondary
4559|Na sprzedaż atrakcyjne 3 pokojowe mieszkanie w sam|Gdynia Śródmieście, Wójta Radtkego|54.5220319|18.5322481|47.85|3|1960|16405|Mieszkanie|0|1|1|1|0|6|0|1|0|secondary
4560|Dolny Sopot gotowa inwestycja plaża 600 m klima|Sopot Wyścigi / Karlikowo, Stefana Okrzei|54.43608945|18.571802285965013|44|2|1975|21591|Mieszkanie|0|1|1|1|0|4|0|1|0|secondary
4561|2pokojowe mieszkanie patio róży!|Gdynia Wiczlino, Joachima Joachimczyka|54.4927436|18.4310624|49.1|2|2017|11405|Mieszkanie|0|0|0|0|0|Parter|0|1|1|secondary
4562|Zadbane, potencjał na 3 mieszkania, garaże 3 auta.|Gdynia Mały Kack, Płocka|54.4819094|18.53018500639535|17|4|1985|9297|Dom bliźniak|0|0|0|0|0|nan|0|0|0|secondary
4563|Piękne, kameralne mieszkanie z widokiem na rzekę|Gdańsk Przeróbka, Sienna|54.355715599999996|18.687889385776813|33|2|1977|15727|Mieszkanie|0|1|0|1|1|5|0|1|0|secondary
4564|3 Pokoje Blisko Plaży i Monciaka w Sopocie!|Sopot, Aleja Niepodległości|54.4534263|18.555444|50|3|1950|12980|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
4565|Gdynia Orłowo Nowe Kolibki garaż 3 pok las balkon|Gdynia Orłowo, Bernadowska|54.4633744|18.550913|69|3|2017|31739|Mieszkanie|1|1|1|1|1|1|0|0|1|secondary
4566|Gotowe do zamieszkania   blisko lasu oraz centrum|Gdańsk Orunia, Diamentowa|54.3271748|18.6283893|45|2|1975|11889|Mieszkanie|1|0|0|0|0|1|0|0|0|secondary
4567|Apartament 3 pok Sopot Aquarius balkon garaż|Sopot Górny Sopot, Armii Krajowej|54.431978900000004|18.560159189409987|65|3|2011|29077|Mieszkanie|1|1|1|1|1|1|0|0|0|secondary
4568|Mieszkanie 500m od morza/Brzeźno/Gdańsk|Gdańsk Brzeźno, Gdańska|51.748463|19.339847|77|3|1970|11427|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
4569|2-pok.mieszkanie na Dąbrowie|Gdynia Dąbrowa, Kolendrowa|54.4695644|18.46538620376026|49.6|2|1991|11190|Mieszkanie|0|1|1|0|0|2|0|1|0|secondary
4570|3 pokoje blisko centrum z miejscem w hali !|Gdańsk Siedlce, Jacka Malczewskiego|52.224469|20.805192|68.91|3|1998|15803|Mieszkanie|0|0|1|1|1|1|0|0|0|secondary
4571|Dom Wolnostojący w Gdyni z widokiem na morze|Gdynia Oksywie, Biała|54.5500067|18.533707814795644|21|6|1985|6084|Dom wolnostojący|1|1|0|0|0|nan|1|1|0|secondary
4572|Najlepsze 2 pokoje w orłowie 36m2 hala garażowa|Gdynia Orłowo, Zwycięstwa|51.644323|19.288979|36.8|2|2000|18723|Mieszkanie|1|1|1|0|0|2|0|0|0|secondary
4573|Apartament inwestycyjny Gdańsk Przymorze|Gdańsk Przymorze, Śląska|54.4060718|18.576266778075553|41.76|2|2022|18439|Mieszkanie|0|0|0|0|1|5|0|0|0|secondary
4574|3 pokoje, wysoki standard, blisko morze, hala|Gdańsk Letnica, Letnicka|54.40256465|18.649093874570266|66.45|3|2020|15034|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary
4575|2 domy na jednej działce Sopot|Sopot Wyścigi / Karlikowo, Władysława Łokietka|54.4338494|18.570333309046745|600|30|1970|14167|Dom kamienica|1|1|0|1|0|nan|0|1|1|secondary
4576|Przytulne mieszkanie z garażem|Gdynia Wielki Kack, Witosławy|54.46702655|18.483589884546916|41.3|2|2001|12803|Mieszkanie|0|1|0|0|0|3|0|0|0|secondary
4577|Dom przy Garnizonie w stanie deweloperskim|Gdańsk Strzyża, Karola Szymanowskiego|54.38461015|18.59028822819847|201.73|4|1970|14351|Dom szeregowy|1|0|1|1|0|nan|0|1|1|secondary
4578|W otulinie lasu przy samym centrum|Gdańsk Chełm, Pohulanka|54.3474157|18.6368944|46.7|3|2012|18844|Mieszkanie|0|1|0|1|0|3|0|1|0|secondary
4579|Inwestycja PORTO|Gdańsk Letnica, Letnicka|54.40256465|18.649093874570266|31.86|2|2023|16635|Mieszkanie|0|0|0|0|1|Parter|0|0|0|secondary
4580|Mieszkanie - Gdańsk Łostowice|Gdańsk Zakoniczyn, Świętokrzyska|54.3170042|18.5840715|57.91|4|2024|11450|Mieszkanie|0|1|1|0|1|4|0|0|0|secondary
4581|Dwupak inwestycyjny!|Gdynia Działki Leśne, Śląska|54.5108872|18.5341714|108.7|4|1932|6981|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
4582|Gdańsk Stare Miasto-1-pok ul. Ogarna|Gdańsk Stare Miasto, Ogarna|54.3483642|18.6491967|24.5|1|1930|23265|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
4583|3pokoje na Przymorzu|Gdańsk Przymorze, Kołobrzeska|54.4016029|18.578342075981595|60|3|1970|13317|Mieszkanie|1|1|0|0|1|Parter|0|1|0|secondary
4584|Top Inwestycja do aranżacji DOKI Starówka M. Wisła|Gdańsk Młode Miasto, Ks. Jerzego Popiełuszki|54.3605821|18.652621|78.26|3|2023|17876|Mieszkanie|0|0|1|1|1|6|0|0|0|secondary
4585|Apartament 3 pok duży taras 2 miejsca garażowe|Gdańsk Suchanino, Taborowa|54.35625235|18.62110451767353|85|3|2012|1588|Mieszkanie|1|1|1|1|1|3|0|0|0|secondary
4586|Dom w II lini brzegowej Gdynia Kamienna Góra|Gdynia Kamienna Góra|54.498922050000004|18.531364235031788|730|12|1991|945|Dom wolnostojący|0|0|0|0|0|nan|0|0|0|secondary
4587|Mieszkanie 2-pokojowe we Wrzeszczu!|Gdańsk Wrzeszcz, Manifestu Połanieckiego|54.38567515|18.62612704096173|50.28|2|1953|11913|Mieszkanie|0|0|1|0|0|1|0|1|0|secondary
4588|Widok na Zatokę oraz Sopot i Gdynię|Gdańsk Brzeźno, Gen. Józefa Hallera|51.745911|19.810155|51.53|2|2019|17854|Mieszkanie|0|1|0|1|0|9|0|0|0|secondary
4589|Dom wolnostojący dla dużej Rodziny.|Gdańsk Ujeścisko, Warszawska|54.3326908|18.5857775|259.4|7|2000|8096|Dom wolnostojący|1|1|0|1|0|nan|0|1|1|secondary
4590|Jasne mieszkanie w pięknej okolicy Ogrody Tesoro|Gdynia Pogórze, Kanaryjska|54.498922050000004|18.531364235031788|57.71|3|2020|10379|Mieszkanie|0|1|0|1|0|1|0|0|0|secondary
4591|Sopot, nowy apartament z ogrodem, 8 minut do plaży|Sopot|54.4400543|18.5623213|38.74|2|2023|33298|Mieszkanie|0|0|0|0|1|Parter|0|1|0|secondary
4592|Front Park Gdańsk - zamieszkaj nad Motławą|Gdańsk Dolne Miasto, Sadowa|54.3446885|18.6692991|70.1|3|2019|17118|Mieszkanie|0|0|1|1|1|Parter|0|0|1|secondary
4593|3 pokojowe mieszkanie na Brodwinie|Sopot Brodwino, Oskara Kolberga|54.4574772|18.5372791|54.75|3|1980|14064|Mieszkanie|0|1|0|0|1|Parter|0|1|1|secondary
4594|Mieszkanie z widokiem na morze-SOPOT|Sopot Górny Sopot, Adama Mickiewicza|54.439254000000005|18.555641780436456|37.41|2|1970|15637|Mieszkanie|0|1|0|0|1|8|0|1|0|secondary
4595|Super lokalizacja, super mieszkanie|Gdynia Obłuże, Mjr. Henryka Sucharskiego|54.55819365|18.50532284752707|60|3|1980|8375|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
4596|Super oferta, super lokalizacja|Gdynia Oksywie, Bosmańska|54.5488509|18.5302022|30.8|1|1950|11818|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
4597|Morena! najtańsze nowe mieszkanie do wprowadzenia!|Gdańsk Morena, Myśliwska|54.3457315|18.583013955487807|43.7|2|2020|13707|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
4598|Pół domu w Górnym Sopocie|Sopot Górny Sopot, Gen. Władysława Andersa|54.4409724|18.557672995785076|164.69|3|1910|16091|Mieszkanie|1|0|0|1|0|1|0|1|1|secondary
4599|Serce i Rozum   Dom z duszą   Piękny ogród zimowy|Gdynia Wiczlino, Onufrego Zagłoby|51.572734|18.711876|224.1|7|2003|8925|Dom wolnostojący|0|1|1|1|0|nan|0|1|1|secondary
4600|Wiczlino Ogród   Narożny i słoneczny apartament|Gdynia Wiczlino, Stanisława Filipkowskiego|54.4870655|18.4247405|66.|3|2011|12069|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary
4601|Wyjątkowy apartament z widokiem na Stare Miasto!|Gdańsk Śródmieście, Chmielna|54.3490425|18.6577299|65.5|3|2019|42748|Mieszkanie|0|1|1|1|1|4|0|0|0|secondary
4602|Gdańsk Rybaki Górne 5|Gdańsk Śródmieście, Rybaki Górne 5|54.3589772|18.6560476|39.95|2|2021|18398|Mieszkanie|0|0|0|0|0|5|0|0|0|secondary
4603|Mieszkanie o wysokim standardzie   nad morzem|Gdańsk Przymorze, Piastowska|54.4158038|18.5869742|46|2|1971|14978|Mieszkanie|0|1|0|0|0|1|0|1|0|secondary
4604|Kawalerka Oddzielna kuchnia Parter Balkon Piwnica|Gdańsk Osowa, Orfeusza|54.4216759|18.4810242|3|1|2000|12781|Mieszkanie|0|1|0|0|0|Parter|0|1|0|secondary
4605|Gotowe na najem. 5 pokoi. Do wejścia|Gdynia Leszczynki, Gen. Orlicz-dreszera|54.5457503|18.4636617|6|5|1969|9016|Mieszkanie|0|1|0|0|0|4|0|1|0|secondary
4606|Super komfortowy loft Jasień + 2 miejsca w hali|Gdańsk Jasień, Stężycka|54.3351778|18.5369855|98.6|3|2012|9330|Mieszkanie|1|0|0|1|0|2|0|0|0|secondary
4607|Dom z apartamentami w Sobieszewie|Gdańsk Sobieszewo, Gwiaździsta|54.3457612|18.8210029|230|9|1973|11678|Dom wolnostojący|0|0|1|1|0|nan|0|0|0|secondary
4608|Kawalerka blisko UG i OBC|Gdańsk Oliwa, Antoniego Abrahama|54.441728|18.553687|32.6|1|1982|14663|Mieszkanie|0|1|1|1|1|1|0|1|0|secondary
4609|Gdańsk, Letnica: przestronne 2 pokoje; 7 piętro|Gdańsk Letnica, Starowiejska|52.487088|19.937637|51.83|2|2024|16593|Mieszkanie|0|1|0|0|0|7|0|0|0|secondary
4610|Zadbane mieszkanie 3 pokojowe+duży strych gratis. Dziękuję pośrednikom|Gdynia Oksywie, Bosmańska 26|54.5488509|18.5302022|75.9|3|1950|8590|Mieszkanie|0|0|1|1|0|3|0|1|0|secondary
4611|Widokowe piętro domu z garażem i tarasem|Gdynia Redłowo, Lucjana Cylkowskiego|54.4925684|18.549577893971815|100|4|1963|12000|Mieszkanie|1|1|1|1|0|1|0|1|1|secondary
4612|Widok na Zatokę blisko Plaży|Gdańsk Żabianka|54.2102622|18.5433333|77|4|2010|22000|Mieszkanie|1|1|1|1|1|7|0|1|0|secondary
4613|3 pokojowe 65 m w Gdyni Dąbrowie-możliwość zamiany|Gdynia Dąbrowa, Gorczycowa|54.4728549|18.462153997308178|65|3|2006|1146|Mieszkanie|0|1|1|0|0|Parter|0|0|0|secondary
4614|3pokojowe mieszkanie, blisko centrum|Gdynia Grabówek, Stefana Okrzei|51.587311|19.123792|48|3|2023|16021|Mieszkanie|0|1|0|1|0|2|0|0|0|secondary
4615|4 pokojowy apartament na Dolnym Migowie.|Gdańsk Morena, Dolne Migowo|54.356346|18.5697165|81|4|2019|16914|Mieszkanie|1|0|1|1|1|2|1|1|0|secondary
4616|Hit Inwestycyjny, 2 pokoje, Centrum Gdyni, Okazja!|Gdynia Kamienna Góra|54.498922050000004|18.531364235031788|34.54|2|1937|1734|Mieszkanie|0|0|1|0|0|nan|0|1|0|secondary
4617|Dwupoziomowe, przestronne mieszkanie Dąbrowa|Gdynia Dąbrowa, Lukrecjowa|54.47382625|18.46817532180767|106.|5|2001|9887|Mieszkanie|1|1|1|1|0|3|0|0|0|secondary
4618|Mieszkanie na sprzedaż, Gdynia, Wiczlino, 2 pokoje, 42,04 mkw, za 540000 zł|Gdynia Wiczlino, Filipkowskiego|54.4870655|18.4247405|42.04|2|2015|12845|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary
4619|3 pok. przytulne i słoneczne Osiedle Pastelowe|Gdańsk Łostowice, Pastelowa|52.092517|20.635421|52.6|3|2022|13284|Mieszkanie|0|0|0|1|1|Parter|0|0|1|secondary
4620|Posiadamy na sprzedaż lokal mieszkalny w stanie de|Gdynia Wzgórze św. Maksymiliana, Legionów|52.11929|19.942095|58.28|3|2024|16301|Mieszkanie|1|0|1|1|1|2|0|1|0|secondary
4621|Mieszkanie - Sopot Dolny|Sopot Dolny Sopot, Pułaskiego Kazimierza|54.44296785|18.56684989219675|64.68|2|1960|18398|Mieszkanie|1|0|1|1|0|1|0|1|0|secondary
4622|Dwu pokojowe mieszkanie na Przymorzu, Piastowska|Gdańsk Przymorze, Piastowska|54.4158038|18.5869742|46|2|1971|14348|Mieszkanie|0|1|0|0|1|1|0|0|0|secondary
4623|Blisko Uniwersytetu Gda, 5 minut od Monte Cassino|Sopot Górny Sopot, Artura Grottgera|54.444211100000004|18.55834944828694|48.5|2|1970|17524|Mieszkanie|0|1|0|1|0|1|0|1|0|secondary
4624|3 pokoje w centrum miasta, wysoki standard, HG|Gdańsk Młode Miasto, Wałowa|54.3588463|18.6536521|60|3|2019|23317|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
4625|Mieszkanie w Górnym Sopocie w pięknej kamienicy|Sopot Górny Sopot, Ignacego Paderewskiego|54.43991845|18.553589325444953|62.4|3|1910|19551|Mieszkanie|1|0|0|1|0|Parter|0|0|1|secondary
4626|Gdańsk Chełm, 2 pokoje do Dworca 3,5 km|Gdańsk Ujeścisko, Dąbrówki|54.3271595|18.6040748|50|2|2021|13780|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
4627|Mieszkanie 3 balkony , 2 m.w hali garażowej !|Gdańsk Osowa, Hery|54.42020565|18.476775011276743|114.6|4|2011|9380|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary
4628|Mieszkanie - Gdańsk Karczemki|Gdańsk Karczemki, Storczykowa|54.35524245|18.510509017945694|55|3|2003|11436|Mieszkanie|0|1|0|0|0|Parter|0|0|0|secondary
4629|Nowoczesne wnętrze w centrum Redłowa!|Gdynia Redłowo, Bohaterów Starówki Warszawskiej|54.495080650000006|18.549081738937574|41|2|1970|16317|Mieszkanie|0|1|0|0|1|3|0|1|0|secondary
4630|Mieszkanie dla dużej rodziny - ogród, las, garaż!|Gdynia Wielki Kack, Zielona Laguna|54.44956445|18.45863042324222|147.98|6|2018|12096|Mieszkanie|1|1|0|1|0|Parter|0|0|1|secondary
4631|Dom wolnostojący w Gdańsku.|Gdańsk Siedlce, Na Zboczu|54.332637|18.098623|211|7|1950|8905|Dom wolnostojący|0|0|0|0|0|nan|0|1|1|secondary
4632|Mieszkanie 3 pok Dąbrowa balkon I piętro|Gdynia Dąbrowa, Lukrecjowa|54.47382625|18.46817532180767|67.5|3|1996|9407|Mieszkanie|0|1|1|1|0|1|0|0|0|secondary
4633|Gdańsk Osowa ul. Chełmińska|Gdańsk Osowa, Chełmińska|54.43873885|18.448969221579844|226|5|2019|6416|Dom bliźniak|1|0|1|1|0|nan|0|0|0|secondary
4634|Słoneczne studio, open space - świetna lokalizacja|Gdańsk Kowale, Heliosa|54.3095638|18.569380089706073|46|1|2021|10109|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary
4635|Dom Marzeń w Orłowie: Widok na Morze|Gdynia Orłowo, Świętopełka|53.025007|18.618366|320|8|1960|16250|Dom wolnostojący|0|0|0|0|0|nan|0|0|0|secondary
4636|Apartament Premium Brabank Invest Komfort|Gdańsk Śródmieście, Stara Stocznia|54.3553102|18.6622584|95.7|4|2023|26113|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
4637|Mieszkanie - Sopot Wyścigi|Sopot Wyścigi / Karlikowo, Władysława Łokietka|54.4338494|18.570333309046745|80.1|4|2003|24838|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
4638|Dom (Segment skrajny) - Gdańsk Piecki-Migowo|Gdańsk Morena, Tomasza Edisona|54.35955625|18.598895253648962|320|6|1979|8719|Dom szeregowy|1|0|1|1|0|nan|0|1|1|secondary
4639|Mieszkanie - Gdańsk Jelitkowo|Gdańsk Jelitkowo, Wypoczynkowa|54.4185386|18.60580901494437|83.78|3|2017|39270|Mieszkanie|1|1|0|1|1|2|0|0|0|secondary
4640|Eleganckie Mieszkanie z Panoramicznym Widokiem|Gdańsk Jasień, Tadeusza Jasińskiego|54.33643045|18.539236899935283|64|3|2018|14656|Mieszkanie|0|1|0|1|1|4|0|0|0|secondary
4641|Gotowiec inwestycyjny- 5 mieszkań w pakiecie|Gdańsk Kowale, Apollina|54.30599465|18.568558341349384|156.54|5|2023|7666|Mieszkanie|0|1|1|0|0|3|0|0|0|secondary
4642|Nieruchomość z potencjałem inwestycyjnym|Gdańsk Siedlce|54.378291|18.487005|78.8|3|1965|15216|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
4643|Przestronne i komfortowe   Gdańsk Kokoszki|Gdańsk Karczemki, Jaśminowy Stok|54.3517932|18.50819218843042|88.81|3|2010|8895|Mieszkanie|1|1|1|1|1|4|0|0|0|secondary
4644|Czteropokojowe mieszkanie doskonała lokalizacja|Gdynia Działki Leśne|53.199985|19.640637|67.3|4|1963|11129|Mieszkanie|0|0|0|0|0|5|0|0|0|secondary
4645|Funkcjonalne Mieszkanie Chełm|Gdańsk Chełm|54.3379912|18.6186695|53.4|2|1985|11217|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
4646|5 pokoi  działka 951 m2  Świetna lokalizacja  0% P|Gdynia Mały Kack, Sopocka|54.4689936|18.5090912|160|5|2012|15313|Dom wolnostojący|0|1|1|1|0|nan|0|0|1|secondary
4647|Mieszkanie na sprzedaż, Sopot, Dolny Sopot, 5 pokoi, 106,25 mkw, za 2337500 zł|Sopot Górny Sopot|54.42847735|18.565375631256135|106.25|5|2024|22000|Mieszkanie|0|0|1|1|1|Parter|1|0|0|secondary
4648|Mieszkanie   do remontu   2 pokoje   Wrzeszcz|Gdańsk Wrzeszcz, Klonowicza|54.3817696|18.6055111|42.24|2|1920|11127|Mieszkanie|0|0|1|0|0|1|0|1|0|secondary
4649|  Dwupoziomowe mieszkanie z widokiem na Motławę  |Gdańsk Długie Ogrody, Św. Barbary|54.3494938|18.6631722|105|4|2018|26333|Mieszkanie|0|0|0|1|1|5|0|0|0|secondary
4650|Apartament z widokiem na Motławę - gotowy|Gdańsk Dolne Miasto, Kamienna Grobla|54.3417478|18.6556146|52.26|2|2019|20455|Mieszkanie|0|1|0|0|0|2|0|0|0|secondary
4651|Niepowtarzalny widok na Zatokę Gdańską i marinę|Gdynia Śródmieście, A. Hryniewickiego|54.5190222|18.5569585|54.1|2|2009|43993|Mieszkanie|0|0|0|1|1|15|0|0|0|secondary
4652|3 pokojowe mieszkanie w Gdańsku, w doskonałej lokalizacji|Gdańsk Jasień, Kartuska|54.3491931|18.5269229|78.26|3|2019|11998|Mieszkanie|0|0|0|1|1|Parter|1|1|0|secondary
4653|Kup mieszkanie w Dolnym Sopocie, blisko morza|Sopot Dolny Sopot, Kazimierza Wielkiego|54.4388615|18.5712532|90|4|1930|24900|Mieszkanie|0|0|0|1|0|1|0|0|0|secondary
