title|price[PLN]|area[m^2]|rooms|floor|market|parking|elevator|build year|internet|building_type|basement|price_per_m2|balkon|ogródek|taras|street|district|city
"Gdańsk Przymorze| Kawalerka| Blisko morza"|438000.0|22.0|1|3|secondary|0|0||0.0|Mieszkanie|1.0|19909.09|0|0|0|ul. Tysiąclecia|Tysiąclecia|Gdańsk
1-pokojowe mieszkanie 34m2 + ogródek Bezpośrednio|552900.0|34.62|1|0||1|0|||||15970.54|0|1|1|ul. Zakole|Stogi|Gdańsk
Trzy pokojowe mieszkanie po remoncie|620000.0|60.6|3|2|secondary|0|0|1984.0|1.0|Mieszkanie|0.0|10231.02|1|0|0|ul. Kolonia Zręby|Siedlce|Gdańsk
Nowa cena! Nie zwlekaj, zadzwoń.|579000.0|63.5|3|2|secondary|0|0|1991.0|0.0|Mieszkanie|1.0|9118.11|1|0|0|ul. Zamiejska|Chełm|Gdańsk
Apartament z widokiem na morze i panoramę Gdyni|2700000.0|104.0|3|> 10|secondary|1|1|2021.0|1.0|Mieszkanie|0.0|25961.54|0|0|1|ul. Węglowa|Śródmieście|Gdynia
4 pok. 5 piętro eksp. południowo-zachodnia!|915939.0|84.66|4|5|primary|0|1|2025.0|0.0||0.0|10819.03|1|0|0|null|Dąbrowa|Gdynia
Gdańsk Letnica 3 pok. 17 piętro eksp. płd.-zach.|1324080.0|73.56|3|> 10|primary|0|1|2024.0|0.0||0.0|18000.0|0|0|0|null|Letnica|Gdańsk
Mieszkanie z dużą antresolą- stan deweloperski|712000.0|87.45|3|1|primary|0|1|2024.0|0.0||0.0|8141.8|1|0|0|null|Kokoszki|Gdańsk
Kaskada Redłowska/2 pokoje/m-ce postojowe|720001.0|52.19|2|1|secondary|1|1|2006.0|1.0|Mieszkanie|0.0|13795.77|1|0|0|null|Wzgórze Św. Maksymiliana|Gdynia
3-pokojowy apartament inwestycyjny 51m2 + balkon|699000.0|51.77|3|1||0|0|||||13502.03|1|0|0|ul. Narcyzowa|Wyspa Sobieszewska|Gdańsk
2-pokojowy apartament inwestycyjny 36m2 + ogródek|559000.0|36.56|2|0||0|0|||||15289.93|0|1|0|ul. Narcyzowa|Wyspa Sobieszewska|Gdańsk
Mieszkanie o wysokim standardzie nad samym morzem!|1950000.0|83.0|2|1|secondary|0|1|2014.0|0.0|Mieszkanie|0.0|23493.98|0|0|0|null|Przymorze Wielkie|Gdańsk
4-Pokojowe , przytulne mieszkanie, duża loggia.|799000.0|76.01|4|1|secondary|0|0|2002.0|1.0|Mieszkanie|1.0|10511.77|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
Mieszkanie/Apartament 3 pok. Gdańsk Śródmieście|1650000.0|69.95|3|0|secondary|1|1|2019.0|0.0|Mieszkanie|1.0|23588.28|0|1|1|ul. Sadowa|Śródmieście|Gdańsk
4-pokojowe mieszkanie 71m2 + ogródek Bez Prowizji|1098944.0|71.36|4|0||1|0|||||15400.0|0|1|0|ul. Jaśkowa Dolina|Wrzeszcz Górny|Gdańsk
4-pokojowy apartament 85m2 + balkon Bezpośrednio|1668968.0|85.27|4|1||1|0|||||19572.75|1|0|0|ul. Kardynała Wyszyńskiego|Śródmieście|Gdynia
Twoja Dąbrowa, 3 pokoje Gotowe/OSTATNIE MIESZKANIE|634627.0|53.33|3|2|primary|1|1|2023.0|0.0|Mieszkanie|1.0|11900.0|1|0|0|ul. Koperkowa|Dąbrowa|Gdynia
lokal INWESTYCYJNIE >25m2 cenaBrutto ODLICZ VAT23%|397784.0|26.01|1|1|primary|1|1||0.0|Mieszkanie|0.0|15293.5|1|0|0|null|Śródmieście|Gdańsk
Wysoki standard po remoncie 3 pokoje 120m Sopot|1540000.0|120.0|3|2|secondary|0|0|2002.0|0.0||0.0|12833.33|0|0|0|ul. Świemirowska|Świemirowo|Sopot
Świetne mieszkanie w sercu Gdańska od zaraz!|659000.0|40.0|2|2|secondary|0|0|1950.0|0.0|Mieszkanie|0.0|16475.0|0|0|0|ul. Łagiewniki|Śródmieście|Gdańsk
Apartament z tarasem na Gdańskim Garnizonie|1500000.0|80.5|4|0|secondary|0|1|2012.0|0.0|Mieszkanie|0.0|18633.54|0|0|0|ul. Antoniego Słonimskiego|Wrzeszcz Górny|Gdańsk
3 pok. Generalny remont. Blisko Lasu i SKM.|559000.0|46.0|3|6|secondary|0|1|1985.0|1.0|Mieszkanie|1.0|12152.17|1|0|0|ul. Swarzewska|Chylonia|Gdynia
Doskonała inwestycja!! Zaledwie 3km od morza|770634.0|47.57|2|1|primary|0|1|2026.0|0.0|Mieszkanie|0.0|16200.0|1|0|0|Aleja Gen. Józefa Hallera|Wrzeszcz Dolny|Gdańsk
Duży metraż, zaaranżujcie jak Wam się podoba !|549000.0|60.0|3|2|secondary|1|0|1996.0|0.0||1.0|9150.0|1|0|0|ul. Kolendrowa|Dąbrowa|Gdynia
Gotowe do zamieszkania, świeżo po remoncie.|619000.0|36.9|2|8|secondary|0|1|1971.0|0.0|Mieszkanie|0.0|16775.07|1|0|0|ul. Pomorska|Żabianka|Gdańsk
Wyjątkowy apartament w Sea Towers - zobacz go sam!|4499000.0|119.4|4|> 10|secondary|1|0|2009.0|0.0|Mieszkanie|0.0|37680.07|0|0|0|ul. A. Hryniewickiego|Śródmieście|Gdynia
Apartament z najpiękniejszym widokiem w Gdańsku !|3700000.0|109.4|4|4|secondary|0|0|2010.0|0.0|Mieszkanie|0.0|33820.84|0|0|0|ul. Szafarnia|Śródmieście|Gdańsk
3-pokojowe mieszkanie 54m2 + balkon|594000.0|54.52|3|1||1|0|||||10895.08|1|0|0|ul. Kampinoska|Ujeścisko-Łostowice|Gdańsk
Fitness/Lobby - 10 min do plaży - Słoneczne|659000.0|43.0|2|1|primary|1|1|2023.0|1.0|Mieszkanie|0.0|15325.58|1|0|1|Bernarda Filarskiego|Letnica|Gdańsk
1-pokojowe mieszkanie 31m2 + ogródek Bezpośrednio|369558.0|31.5|1|0||1|0|||||11732.0|0|1|0|ul. Zbożowa|Cisowa|Gdynia
Dwupokojowe mieszkanie 43,5m Ul. E. Orzeszkowej 1|652500.0|43.5|2|1|secondary|0|0||0.0|Mieszkanie|0.0|15000.0|0|0|0|ul. Elizy Orzeszkowej|Wzgórze Św. Maksymiliana|Gdynia
4-pokojowe mieszkanie 76m2 + balkon|670000.0|76.76|4|1||1|0|||||8728.5|1|0|0|ul. Władysława Czermińskiego|Jasień|Gdańsk
2 pokoje/ Apartament/ Przymorze/ blisko plaży|1950000.0|83.0|2|1|secondary|1|1|2014.0|1.0|Mieszkanie|0.0|23493.98|1|0|0|ul. Czarny Dwór|Przymorze Wielkie|Gdańsk
2 pok. 42 m2 Gdynia Wzgórze Św. Maksymiliana|639000.0|42.01|2|0|secondary|0|1|1954.0|0.0||1.0|15210.66|0|0|0|ul. bp. Dominika|Wzgórze Św. Maksymiliana|Gdynia
365 650 Netto_5min Wyspa Spichrzów +BONUS 26-27.04|449775.0|29.68|1|0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|15154.14|0|1|1|null|Śródmieście|Gdańsk
MEGA OFERTY rabatowe tylko do SOBOTY_garaże_0pcc|511350.0|56.5|3|1|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9050.44|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
3 pok. przytulne i słoneczne Osiedle Pastelowe|699000.0|52.62|3|0|secondary|1|1|2022.0|0.0||0.0|13283.92|0|1|1|ul. Pastelowa|Orunia Górna - Gdańsk Południe|Gdańsk
Przytulne i ciche z widokiem na zieleń- Gdynia|515000.0|43.25|1|0|secondary|1|1|2010.0|0.0||0.0|11907.51|1|0|0|ul. Wiejska|Chylonia|Gdynia
Doskonała inwestycja!! Zaledwie 3km od morza|944917.0|64.57|3|3|primary|0|1|2026.0|0.0|Mieszkanie|0.0|14633.99|1|0|0|Aleja Gen. Józefa Hallera|Wrzeszcz Dolny|Gdańsk
3-pokojowe mieszkanie 52m2 + ogródek Bezpośrednio|539274.0|52.87|3|0||1|0|||||10200.0|0|1|0|ul. Świętokrzyska|Ujeścisko-Łostowice|Gdańsk
1-pokojowe mieszkanie 41m2 Bez Prowizji|937482.0|41.72|1|0||1|0|||||22470.81|0|0|0|ul. Jałmużnicza|Śródmieście|Gdańsk
Piękne, jasne mieszkanie przy ul. Chłopskiej|455000.0|29.0|2|4|secondary|0|0|1963.0|1.0|Mieszkanie|1.0|15689.66|1|0|0|ul. Chłopska|Przymorze Małe|Gdańsk
Niepołomicka-Wasze miejsce na ziemi!|570000.0|41.08|2|1|secondary|1|1|2022.0|1.0|Mieszkanie|0.0|13875.37|1|0|0|ul. Niepołomicka|Ujeścisko-Łostowice|Gdańsk
Sprzedam mieszkanie 2 pokojowe w Gdańsku-Chełmie|660000.0|63.5|2|4|secondary|0|0|1992.0|1.0|Mieszkanie|1.0|10393.7|1|0|1|ul. Zamiejska|Chełm|Gdańsk
Gdynia Góralska23 3 pok. ogród gotowe do odbioru|915000.0|67.78|3|0|primary|1|1|2024.0|1.0|Mieszkanie|1.0|13499.56|1|1|1|ul. Góralska|Mały Kack|Gdynia
Widok na morze, PORTOVA, 3 pokoje+garaż+komórka|2050000.0|71.0|3|8|secondary|1|1|2020.0|0.0|Mieszkanie|0.0|28873.24|1|0|0|null|Śródmieście|Gdynia
Kawalerka z ogródkiem, doskonale skomunikowana!|449000.0|31.31|1|0|secondary|1|1|2021.0|0.0|Mieszkanie|0.0|14340.47|0|1|0|ul. Eugeniusza Węgrzyna|Jasień|Gdańsk
Ostatnie 3pokoje Wzgorze Natura 57m2 balkon|968886.0|56.66|3|1|secondary|0|1||1.0|Mieszkanie|0.0|17100.0|0|0|0|ul. Legnicka|Siedlce|Gdańsk
RABAT do końca tygodnia_15min od Gdańsk Główny_PKM|396050.0|38.8|2|0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|10207.47|0|1|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
Słoneczne, dwupokojowe mieszkanie z ogródkiem|529000.0|40.78|2|0|secondary|0|1|2010.0|1.0|Mieszkanie|0.0|12972.05|0|1|0|ul. Jabłoniowa|Jasień|Gdańsk
2-pokojowy apartament 72m2 + balkon|1765715.0|72.07|2|1||1|0|||||24500.0|1|0|0|ul. Jałmużnicza|Śródmieście|Gdańsk
4 mieszkania inwestycyjnie 2 poziomy 258m2 garaże|1900000.0|258.0|więcej niż 10|1|primary|0|0||0.0|wolnostojący|0.0|7364.34|0|0|0|ul. gen. Elżbiety Zawackiej|Orunia Górna - Gdańsk Południe|Gdańsk
Luksusowy apartament 139m2 Taras widokowy 104m2|2470000.0|139.18|3|4|secondary|1|1||1.0|Mieszkanie|0.0|17746.8|1|0|1|ul. Diany|Osowa|Gdańsk
Apartamenty Premium Toro|659000.0|47.31|2|2|primary|0|0||0.0||0.0|13929.4|0|0|0|ul. Stanisława Wąsowicza|Grabówek|Gdynia
4-pokojowe mieszkanie 112m2 + 2 tarasy|2678155.0|112.98|4|3||1|0|||||23704.68|0|0|1|ul. Jałmużnicza|Śródmieście|Gdańsk
2-pokojowe mieszkanie 75m2 Bez Prowizji|1659182.0|75.16|2|1||1|0|||||22075.33|0|0|0|ul. Jałmużnicza|Śródmieście|Gdańsk
Ostatnie mieszkanie na już!!!!!!|436279.0|35.67|2|4|primary|1|1|2023.0|0.0|Mieszkanie|0.0|12230.98|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
Centrum 3 pokoje 63 m2, osobna kuchnia, piwnica|854000.0|63.58|3|2|secondary|0|0|1953.0|1.0|Mieszkanie|1.0|13431.9|0|0|0|ul. Świętojańska|Śródmieście|Gdynia
Kamienica śródmieście 3 pokoje 75,65 m2 piwnica|895000.0|75.65|3|1|secondary|0|0|1932.0|1.0|Mieszkanie|1.0|11830.8|0|0|0|ul. Bernarda Chrzanowskiego|Śródmieście|Gdynia
Portova 3 pok, balkon, 2 miejsca w hali, komórka|2149000.0|76.06|3|4|secondary|1|1|2020.0|1.0|Mieszkanie|0.0|28254.01|1|0|0|ul. Węglowa|Śródmieście|Gdynia
Mieszkanie 2 pokojowe na osiedlu Przystań Letnica|728500.0|48.23|2|1|primary|0|1|2023.0|1.0|Mieszkanie|0.0|15104.71|1|0|0|ul. Starowiejska 79|Letnica|Gdańsk
Plac Unii, 2 pokoje, słoneczne balkon hala komórka|1300000.0|47.6|2|2|secondary|1|1|2021.0|1.0|Mieszkanie|0.0|27310.92|1|0|0|ul. Władysława IV|Śródmieście|Gdynia
Piękne, słoneczne-osiedle pod lasem!|1045000.0|80.44|3|2|secondary|0|1||0.0|Mieszkanie|1.0|12991.05|1|0|0|ul. Czesława Niemena|Wiczlino|Gdynia
Widok na morze 104m2, 2 balkony 2 X hala, komórka|1590000.0|104.23|3|6|secondary|1|1|2012.0|1.0|Mieszkanie|0.0|15254.73|1|0|1|ul. Chwarznieńska|Witomino-Radiostacja|Gdynia
BALTIQ PLAZA apartament z balkonem|2900000.0|97.36|3|2|secondary|1|1|2015.0|0.0|Mieszkanie|0.0|29786.36|1|0|0|ul. Świętojańska|Śródmieście|Gdynia
Sopot, nowy apartament z ogrodem, 8 minut do plaży|1290000.0|38.74|2|0|secondary|0|1|2023.0|0.0|Mieszkanie|1.0|33298.92|0|1|1|Lisie Wzgórze|Górny Sopot|Sopot
OKAZJE CENOWE do soboty -> umów spotkanie dziś/sob|384990.0|37.0|2|1|primary|1|1|2024.0|1.0|Mieszkanie|0.0|10405.14|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
4 Pokoje Dla Rodziny I Ogródek I Bez Prowizji|1170000.0|79.78|4|0|secondary|1|1|2019.0|0.0|Mieszkanie|0.0|14665.33|0|1|1|ul. Chylońska|Cisowa|Gdynia
Stylowy Apartament/studio/Gotowiec Inwestycyjny|569000.0|30.0|1|4|secondary|0|0|2021.0|1.0|Mieszkanie|0.0|18966.67|0|0|0|ul. Wałowa|Śródmieście|Gdańsk
Mieszkanie - Gdynia Wielki Kack|750000.0|71.6|4|1|secondary|0|0|1999.0|1.0|Mieszkanie|0.0|10474.86|1|0|0|ul. Lipowa|Wielki Kack|Gdynia
Mieszkanie - Gdynia Wiczlino|1085800.0|122.0|5|1|primary|1|0|2015.0|0.0|wolnostojący|0.0|8900.0|1|1|0|null|Wiczlino|Gdynia
Apartament 2 pok Gdańsk Brabank garaż balkon|1440000.0|48.0|2|3|secondary|1|1|2023.0|1.0|Mieszkanie|0.0|30000.0|1|0|0|ul. Stara Stocznia|Śródmieście|Gdańsk
Apartament 3 pok Silver House balkon|1900000.0|70.0|3|2|secondary|0|1|2015.0|1.0|Mieszkanie|0.0|27142.86|1|0|0|ul. Zygmunta Augusta|Śródmieście|Gdynia
Apartament 3 pok duży taras 2 miejsca garażowe|1350000.0|85.0|3|3|secondary|1|1|2012.0|1.0|Mieszkanie|0.0|15882.35|1|0|1|ul. Taborowa|Suchanino|Gdańsk
lokal INWESTYCYJNIE >25m2 cenaBrutto ODLICZ VAT23%|480186.0|30.9|2|2|primary|1|1||0.0|Mieszkanie|0.0|15540.0|1|0|0|null|Śródmieście|Gdańsk
1-pokojowe mieszkanie 41m2 Bez Prowizji|937482.0|41.72|1|0||1|0|||||22470.81|0|0|0|ul. Jałmużnicza|Śródmieście|Gdańsk
Mieszkanie w kameralnej kamienicy na Oksywiu|860000.0|71.8|2|1|secondary|0|0|1936.0|1.0|Mieszkanie|1.0|11977.72|1|0|0|ul. Arendta Dickmana|Oksywie|Gdynia
Apartament Gdynia Orłowo Nowe Kolibki garaż 3 pok|2190000.0|69.0|3|1|secondary|1|1|2017.0|1.0|Mieszkanie|0.0|31739.13|1|1|0|ul. Bernadowska|Orłowo|Gdynia
2-pokojowe mieszkanie 31m2 + ogródek|380000.0|31.08|2|0||1|0|||||12226.51|0|1|0|ul. Lubowidzka|Jasień|Gdańsk
"2 pokoje 900 M od morza | Wejhera | Blisko tramwaj"|529000.0|31.85|2|3|secondary|0|0|1970.0|0.0||1.0|16609.11|0|0|0|ul. Jakuba Wejhera|Wejhera|Gdańsk
Mieszkanie - Gdynia Mały Kack|1190000.0|86.0|3|1|secondary|1|0|2010.0|1.0|Mieszkanie|0.0|13837.21|1|0|0|ul. Leśna|Mały Kack|Gdynia
Mieszkanie 3 pokojowe ul.Hokejowa|480000.0|52.76|3|1|secondary|1|0|2022.0|0.0||0.0|9097.8|1|0|0|ul. Hokejowa|Orunia Górna - Gdańsk Południe|Gdańsk
Przytulne mieszkanie dla rodziny|899000.0|83.0|4|3|secondary|1|0|2022.0|0.0||0.0|10831.33|1|0|0|ul. Niepołomicka|Ujeścisko-Łostowice|Gdańsk
Duże mieszkanie Alfa Park IV|1405055.0|85.16|3|0|secondary|1|0|2021.0|0.0||0.0|16499.0|0|1|1|gen. Władysława Andersa|Jasień|Gdańsk
"Nowe | Sopot | 400m dworzec | Oddanie 15.04.2024"|980000.0|43.65|2|2|primary|1|1|2024.0|0.0||0.0|22451.32|1|0|0|Zajęcze Wzgórze|Górny Sopot|Sopot
Dwupokojowe słoneczne mieszkanie - 47m2|620000.0|47.3|2|2|secondary|1|1|2015.0|1.0|Mieszkanie|1.0|13107.82|1|0|1|ul. Płocka|Ujeścisko-Łostowice|Gdańsk
Wyjątkowy apartament 4 pokojowy w Sopocie|1678000.0|87.0|4|1|secondary|0|0|1910.0|0.0|Mieszkanie|0.0|19287.36|0|0|0|Zajęcze Wzgórze|Górny Sopot|Sopot
mieszkanie na sprzedaż . świetna lokalizacja|938000.0|60.0|2|1|secondary|1|0||0.0||0.0|15633.33|1|0|0|ul. Myśliwska|Ujeścisko-Łostowice|Gdańsk
Mieszkanie z widokiem na zieleń. Gdańsk-Letnica|1010000.0|65.0|3|2|secondary|1|0||0.0||1.0|15538.46|0|0|0|ul. Starowiejska|Letnica|Gdańsk
Gdańsk Starówka - atrakcyjna lokalizacja i cena|2350000.0|83.0|3|3|secondary|1|1|2020.0|0.0|Mieszkanie|0.0|28313.25|0|0|0|null|Śródmieście|Gdańsk
4 pok.2 miejsca w hali,komórka,loggia,Garnizon|2199000.0|98.4|4|2|secondary|1|1|2016.0|1.0|Mieszkanie|0.0|22347.56|1|0|0|ul. Karola Szymanowskiego|Strzyża|Gdańsk
Apartament Lux 3 pokoje balokn garaż piwnica|2050000.0|90.84|3|3|secondary|1|1|2023.0|0.0|Mieszkanie|1.0|22567.15|1|0|0|ul. Jana z Kolna|Śródmieście|Gdynia
Mieszkanie 2-pokojowe dla rodziny I Gdańsk - Stogi|505000.0|53.51|2|2|secondary|0|0|1966.0|0.0|Mieszkanie|0.0|9437.49|0|0|0|null|Stogi|Gdańsk
Gdańsk Granaria mieszkanie inwestycyjne|1534275.0|68.19|1|1|primary|0|0|2020.0|0.0||0.0|22500.0|0|0|0|ul. Chmielna|Śródmieście|Gdańsk
Okazja 2 pokoje komórka balkon|480000.0|59.98|2|2|secondary|0|0|2020.0|0.0|Mieszkanie|0.0|8002.67|1|0|0|ul. Niepołomicka|Orunia Górna - Gdańsk Południe|Gdańsk
BRABANK mieszkanie z balkonem|1697000.0|54.52|2|2|secondary|1|1|2020.0|0.0|Mieszkanie|0.0|31126.19|1|0|0|ul. Stara Stocznia|Śródmieście|Gdańsk
Po całkowitym remoncie, 2-pokojowe, bardzo jasne!|549000.0|45.0|2|1|secondary|0|0|1975.0|0.0|Mieszkanie|1.0|12200.0|1|0|0|null|Orunia-Św. Wojciech-Lipce|Gdańsk
"Duży Balkon | Do Zamieszkania | 15Min Centrum"|759000.0|55.57|3|1|secondary|0|1|2017.0|0.0|Mieszkanie|0.0|13658.45|0|0|0|ul. gen. Mariusza Zaruskiego|Wiczlino|Gdynia
Dwupoziomowe mieszkanie z widokiem na morze!|1075000.0|92.0|5|3|secondary|1|1|2022.0|0.0|Mieszkanie|0.0|11684.78|0|0|0|null|Oksywie|Gdynia
"Mieszkanie 3-pokojowe z duszą | Sopot"|1075000.0|68.42|3|3|secondary|0|0||0.0|Mieszkanie|0.0|15711.78|0|0|0|Zajęcze Wzgórze|Górny Sopot|Sopot
"Mieszkanie w otoczeniu zieleni | Orunia Górna"|725000.0|69.0|3|1|secondary|1|0|1997.0|0.0||1.0|10507.25|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
"Nowoczesne 4 pokoje | 95,5m2 | Gdańsk - Osowa"|919000.0|95.5|4|1|secondary|1|0|2008.0|0.0|Mieszkanie|0.0|9623.04|0|0|0|null|Osowa|Gdańsk
Perfekcyjnie wykończone - W samym sercu Gdyni!|890000.0|56.78|2|1|secondary|0|0||1.0|Mieszkanie|1.0|15674.53|1|0|0|ul. Elizy Orzeszkowej|Wzgórze Św. Maksymiliana|Gdynia
PROMOCJE do soboty NIE przegap 12min od Gdańsk Gł|532965.0|57.31|3|0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9299.69|0|1|0|null|Ujeścisko-Łostowice|Gdańsk
3 pokojowe mieszkanie po remoncie z 150m2 ogrodem!|699000.0|55.73|3|0|secondary|0|0|1986.0|0.0|Mieszkanie|1.0|12542.62|1|1|1|ul. Janiny Porazińskiej|Karwiny|Gdynia
Centrum Gdańska - Inwestycja - Podział|1590000.0|129.0|4|2|secondary|0|0|1930.0|0.0|Mieszkanie|1.0|12325.58|0|0|0|ul. Górka|Śródmieście|Gdańsk
"Wyprzedaż 2 pokoje | Dni Otwarte % % %"|408167.0|42.0|2|1|secondary|1|1|2024.0|1.0|Mieszkanie|0.0|9718.26|1|0|0|ul. Borkowska|Orunia Górna - Gdańsk Południe|Gdańsk
Odrębna kuchnia i 3 pok - Super Promocja!|507845.0|53.27|3|1|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9533.41|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
Mieszkanie gotowe do wprowadzenia.|699000.0|64.0|3|8|secondary|0|1|1980.0|0.0|Mieszkanie|1.0|10921.88|1|0|0|ul. Orańska|Piecki-Migowo|Gdańsk
OSTATNIE 4pok na Jasieniu_GARAŻ+komórka_TRAMWAJ|665015.0|71.0|4|1|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9366.41|1|0|0|null|Jasień|Gdańsk
WIELKI tydzień Promocji_UMÓW spotkanie_GARAŻE+0pcc|558900.0|62.8|4|1|primary|1|1|2024.0|1.0|Mieszkanie|0.0|8899.68|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
2 pokojowe mieszkanie dostępne od zaraz!|515000.0|37.0|2|1|secondary|1|0|2022.0|0.0||0.0|13918.92|1|0|0|ul. Franciszka Sokoła|Wiczlino|Gdynia
Mieszkanie w świetnej lokalizacji, blisko SKM|598000.0|48.76|3|6|secondary|1|1|1978.0|1.0|Mieszkanie|1.0|12264.15|1|0|1|ul. Owsiana|Cisowa|Gdynia
Duża przestrzeń, świetna lokalizacja! Zobacz sam!|729999.0|84.3|3|2|secondary|0|1|1998.0|1.0|Mieszkanie|1.0|8659.54|1|0|0|null|Leszczynki|Gdynia
RABATY jakich nie było_12min od Gd Gł_GARAŻE_0pcc|511300.0|56.5|3|1|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9049.56|1|0|0|null|Ujeścisko-Łostowice|Gdańsk
OSTATNIE w tej cenie_WIELKI Tydzień Promocji_HALE|480500.0|50.8|3|0|primary|1|1|2024.0|1.0|Mieszkanie|0.0|9458.66|0|1|1|null|Orunia Górna - Gdańsk Południe|Gdańsk
WIELKIE RABATY_GARAŻE_parkingi_12min do Gdańsk Gł|447635.0|43.45|2|2|primary|1|1|2024.0|1.0|Mieszkanie|0.0|10302.3|1|0|0|null|Ujeścisko-Łostowice|Gdańsk
PROMOCJE do soboty włącznie_GARAŻE_12min Gdańk Gł|409010.0|39.72|2|1|primary|1|1|2024.0|1.0|Mieszkanie|0.0|10297.33|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
WIELKIE rabaty do soboty_GARAŻE_dni otwarte_0pcc|388710.0|37.01|2|2|primary|1|1|2024.0|1.0|Mieszkanie|0.0|10502.84|1|0|0|null|Ujeścisko-Łostowice|Gdańsk
OKAZYJNE ceny_WIELKIE rabaty do soboty_GARAŻE_0pcc|355475.0|31.75|2|1|primary|1|1|2024.0|1.0|Mieszkanie|0.0|11196.06|1|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
Piękne 3 pok. mieszkanie po generalnym remoncie|399000.0|39.8|3|> 10|secondary|0|1||0.0|Mieszkanie|1.0|10025.13|0|0|0|ul. Krawiecka|Obłuże|Gdynia
Gdynia, Obłuże Benisławskiego 23, 50,80 m2, II/IV|516000.0|50.8|2|2|secondary|0|0|1977.0|0.0|Mieszkanie|1.0|10157.48|1|0|0|ul. Benisławskiego|Obłuże|Gdynia
NOWA INWESTYCJA ⭐ Duży wybór mieszkań ✅ Zadzwoń!|488568.0|27.19|1|4|primary|1|1||1.0|Mieszkanie|1.0|17968.66|1|0|0|null|Siedlce|Gdańsk
Apartament 150 M od plaży w Orłowie - Króla Jana|3200000.0|69.0|2|0|secondary|1|0|2011.0|0.0||0.0|46376.81|0|0|1|ul. Króla Jana III|Orłowo|Gdynia
3-pokojowe mieszkanie 70m2 + balkon|646000.0|70.21|3|3||1|0|||||9200.97|1|0|0|ul. Leszczynowa|Jasień|Gdańsk
"Wolne Miasto etap VII | mieszkanie 4-pok. | 77"|790000.0|72.02|4|1||1|0|||||10969.18|1|0|0|ul. Cedrowa|Ujeścisko-Łostowice|Gdańsk
2 pokoje na Jaśkowej Dolinie|768180.0|43.4|2|3|primary|1|1|2024.0|1.0|Mieszkanie|0.0|17700.0|1|0|0|ul. Jaśkowa Dolina|Wrzeszcz Górny|Gdańsk
2 pokoje na Jaśkowej Dolinie|1129858.0|71.51|4|2|primary|1|1|2024.0|1.0|Mieszkanie|0.0|15800.0|1|0|0|ul. Jaśkowa Dolina|Wrzeszcz Górny|Gdańsk
2 pokoje na Jaśkowej Dolinie|709236.0|43.78|2|3|primary|1|1|2024.0|1.0|Mieszkanie|0.0|16200.0|1|0|0|ul. Jaśkowa Dolina|Wrzeszcz Górny|Gdańsk
2 pokoje na Jaśkowej Dolinie|759500.0|43.4|2|2|primary|1|1|2024.0|1.0|Mieszkanie|0.0|17500.0|1|0|0|ul. Jaśkowa Dolina|Wrzeszcz Górny|Gdańsk
2 pokoje na Jaśkowej Dolinie|732160.0|45.76|2|3|primary|1|1|2024.0|1.0|Mieszkanie|0.0|16000.0|1|0|0|ul. Jaśkowa Dolina|Wrzeszcz Górny|Gdańsk
2 pokoje na Jaśkowej Dolinie|729969.0|45.91|2|2|primary|1|1|2024.0|1.0|Mieszkanie|0.0|15900.0|1|0|0|ul. Jaśkowa Dolina|Wrzeszcz Górny|Gdańsk
Piękne mieszkanie dwupoziomowe, słoneczne, kominek|950000.0|94.0|4|3|secondary|1|0|1994.0|1.0|Mieszkanie|1.0|10106.38|1|0|0|ul. Chabrowa|Pustki Cisowskie|Gdynia
Super lokalizacja, 2 pokoje gotowe do zamieszkania|590000.0|29.0|2|2|secondary|0|0|1953.0|0.0|Mieszkanie|1.0|20344.83|0|1|0|ul. Mieczysława Karłowicza|Strzyża|Gdańsk
Mieszkanie - Gdynia Dąbrowa|615222.0|57.31|3|0|secondary|0|1|2026.0|1.0|Mieszkanie|0.0|10734.99|1|0|0|ul. Rdestowa|Dąbrowa|Gdynia
Mieszkanie - Gdynia Dąbrowa|685555.0|75.66|4|1|secondary|0|1|2026.0|1.0|Mieszkanie|0.0|9061.0|1|0|0|ul. Rdestowa|Dąbrowa|Gdynia
Mieszkanie - Gdynia Dąbrowa|620597.0|57.58|3|2|secondary|0|1|2026.0|1.0|Mieszkanie|0.0|10778.0|1|0|0|ul. Rdestowa|Dąbrowa|Gdynia
