title|price[PLN]|area[m^2]|rooms|floor|market|parking|elevator|build year|internet|building_type|basement|price_per_m2|balkon|ogródek|taras|street|district|city
Słoneczne 2 pokoje dostępne od zaraz!!!|853770.0|44.7|2|2|primary|1|0|2024.0|0.0||0.0|19100.0|1|0|0|null|Suchanino|Gdańsk
3 pokoje z halą garażową na nowoczesnym osiedlu!|630000.0|61.5|3|4|secondary|1|1|2009.0|0.0|Mieszkanie|1.0|10243.9|1|0|0|ul. Kartuska|Kokoszki|Gdańsk
Rezydencja Jaśkowa - 3 pokojowy apartament|1199900.0|76.1|3|1|secondary|0|0|2006.0|0.0||0.0|15767.41|0|0|0|null|Wrzeszcz Górny|Gdańsk
Gdynia Chwarzno - Wiczlino 2 Piętra ! Gotowe!!|833636.0|79.29|1||primary|0|0||0.0||0.0|10513.76|0|0|0|null|Chwarzno|Gdynia
Gdynia Redłowo ! Idealna Inwestycja|963975.0|43.54|2|> 10|primary|0|1||0.0||0.0|22139.99|0|0|0|null|Redłowo|Gdynia
PARK DULIN'A atrakcyjne osiedle. Odbiór Luty!|419120.0|40.3|2|3|primary|1|1|2023.0|1.0|Mieszkanie|1.0|10400.0|1|0|0|ul. Aleksandra Dulin'a|Ujeścisko-Łostowice|Gdańsk
duży balkon z ładnym widokiem !|1152000.0|78.4|4|3|secondary|1|1|2018.0|0.0|Mieszkanie|0.0|14693.88|1|0|0|ul. Starowiejska|Letnica|Gdańsk
"3 pokoje | Słoneczne | Oddzielna kuchnia | Balkon"|639000.0|67.0|3|1|secondary|1|0|2000.0|1.0|Mieszkanie|1.0|9537.31|1|0|0|ul. gen. Leopolda Okulickiego|Orunia Górna - Gdańsk Południe|Gdańsk
Piękny, duży trzypokojowy apartament nad morzem|1160000.0|64.77|3|8|secondary|1|1|2024.0|1.0|Mieszkanie|1.0|17909.53|1|0|1|ul. Starowiejska|Letnica|Gdańsk
"Rodzinne 3 pok. z balkonem | blisko parku"|83103192.0|52.97|3|4|primary|0|0|2024.0|0.0|Mieszkanie|0.0|1568872.8|1|0|0|ul. Jaśkowa Dolina 85|Wrzeszcz Górny|Gdańsk
"Mieszkanie 2-pok | Wysoki standard | Sopot"|680000.0|39.0|2|5|secondary|0|1||1.0|Mieszkanie|1.0|17435.9|1|0|0|ul. Adama Mickiewicza|Osiedle Mickiewicza|Sopot
Kawalerka z potencjałem|449000.0|32.0|1|1|secondary|0|0|2000.0|0.0|Mieszkanie|0.0|14031.25|0|0|0|null|Ujeścisko-Łostowice|Gdańsk
3 pokojowe mieszkanie z dużym ogrodem i garażem|750000.0|65.0|3|1|secondary|1|0|1965.0|0.0|wolnostojący|1.0|11538.46|0|1|0|ul. Pańska|Witomino-Leśniczówka|Gdynia
Apartament Marzeń Gdynia ul.Bydgoska+kom.lok+garaż|1399000.0|56.0|2|6|secondary|1|0|2020.0|1.0|Mieszkanie|0.0|24982.14|1|0|0|null|Działki Leśne|Gdynia
Oliwa- Słoneczne mieszkanie w idealnej lokalizacji|1300000.0|101.6|4|1|secondary|0|0|1910.0|0.0||0.0|12795.28|0|0|0|ul. Obrońców Westerplatte|Oliwa|Gdańsk
Mieszkanie idealne dla Rodziny|749000.0|64.3|3|0|secondary|0|0|2005.0|0.0||0.0|11648.52|0|0|1|ul. Wawelska|Chełm|Gdańsk
Mieszkanie - Gdańsk Śródmieście|1299000.0|61.0|2|4|secondary|0|1|2016.0|1.0|Mieszkanie|0.0|21295.08|1|0|0|null|Śródmieście|Gdańsk
2002.Dla konesera,dwupoziomowe z czynnym kominkiem|890000.0|90.4|3|2|secondary|1|0|2002.0|1.0|Mieszkanie|1.0|9845.13|0|0|0|ul. Legionów|Wzgórze Św. Maksymiliana|Gdynia
Przestronne mieszkanie 3 pokojowe Gdynia Redłowo|980000.0|74.0|3|0|secondary|1|1|2000.0|1.0|Mieszkanie|1.0|13243.24|1|0|0|ul. Legionów|Wzgórze Św. Maksymiliana|Gdynia
Dobrze rozplanowane wnętrze z dużym balkonem|755202.0|80.25|4|0|primary|0|0||0.0||0.0|9410.62|1|0|0|null|Dąbrowa|Gdynia
Mieszkanie w cichej okolicy|692639.0|57.63|3|0|primary|0|0|2024.0|0.0||0.0|12018.72|1|0|0|ul. Bulońska|Jasień|Gdańsk
Ekskluzywne miejsce w Gdańsku|871700.0|40.8|2|2|primary|1|0|2024.0|0.0||0.0|21365.2|1|0|0|ul. Jana Bażyńskiego|Oliwa|Gdańsk
Ekskluzywne miejsce w Gdańsku - Nowa Cena!|929410.0|47.44|2|0|primary|1|0|2024.0|0.0||0.0|19591.27|0|1|0|ul. Jana Bażyńskiego|Oliwa|Gdańsk
ex138107|1767505.0|77.38|4|1|primary|1|0|2024.0|0.0||0.0|22841.88|1|0|0|ul. Jana Bażyńskiego|Oliwa|Gdańsk
Przestronne mieszkanie + centrum rekreacji|1287564.0|61.31|3|0|primary|0|0|2024.0|0.0||0.0|21000.88|0|0|0|null|Oliwa|Gdańsk
Mieszkanie 2-pokojowe! Klucze luty!!!|443040.0|42.6|2|1|primary|1|1|2023.0|1.0|Mieszkanie|1.0|10400.0|1|0|0|ul. Aleksandra Dulin'a|Ujeścisko-Łostowice|Gdańsk
Gotowe do odbioru mieszkanie w centrum Gdańska!|999000.0|60.81|3|5|primary|1|0|2024.0|0.0||0.0|16428.22|0|0|0|ks. Jerzego Popiełuszki|Młyniska|Gdańsk
Nowe 4 pokoje z balkonem, funkcjonalny układ|865878.0|77.12|4|1|primary|1|1|2025.0|0.0|Mieszkanie|0.0|11227.67|1|0|0|Wojciecha Kiedrowskiego|Jasień|Gdańsk
4-pokoje, wykończone! Gdańsk - super dla rodziny|699000.0|60.45|4|0|primary|1|1|2023.0|0.0|Mieszkanie|0.0|11563.28|0|1|0|ul. Potęgowska|Jasień|Gdańsk
3 pokoje, wykończone - wolne od zaraz Gdańsk|670500.0|60.86|3|4|primary|1|1|2023.0|0.0|Mieszkanie|0.0|11017.09|1|0|0|ul. Potęgowska|Jasień|Gdańsk
Mieszkanie z widokiem na zatokę Gdańską|520000.0|53.65|3|8|secondary|1|1|1980.0|0.0|Mieszkanie|1.0|9692.45|1|0|0|null|Witomino-Radiostacja|Gdynia
Gdynia Chwarzno - Odbiór 30.03.2024! Niska Cena !|809318.0|84.37|4||primary|0|0||0.0||0.0|9592.49|0|0|0|null|Chwarzno|Gdynia
2-pokojowe mieszkanie przy Obwodnicy i stacji Skm!|405000.0|46.0|2|4|secondary|0|0||1.0|Mieszkanie|1.0|8804.35|1|0|0|null|Cisowa|Gdynia
3 pokoje do własnej aranżacji|499999.0|62.11|3|1|secondary|0|0|2025.0|0.0|Mieszkanie|0.0|8050.22|0|0|0|null|Ujeścisko-Łostowice|Gdańsk
Duże mieszkanie na parterze!|550000.0|60.33|3|0|secondary|1|0||0.0|wolnostojący|1.0|9116.53|0|1|0|ul. płk. Stanisława Dąbka|Oksywie|Gdynia
Gdynia Nowa Dąbrowa II kw. 2025 super cena !|710712.0|61.28|3|5|primary|0|1||0.0||0.0|11597.78|0|0|0|null|Chylonia|Gdynia
2 pokojowe mieszkanie z ogródkiem, nowe osiedle!|97204732.0|49.4|2|0|primary|1|1|2023.0|1.0|Mieszkanie|0.0|1967707.13|1|1|0|ul. Smolna|Świemirowo|Sopot
Sopot, nowy apartament z ogrodem, 8 minut do plaży|1290000.0|38.74|2|0|secondary|0|1|2023.0|0.0|Mieszkanie|1.0|33298.92|0|1|1|Lisie Wzgórze|Górny Sopot|Sopot
Sprzedam mieszkanie Gdynia Oksywie- bezpośrednio|500000.0|54.0|2|2|secondary|0|0||0.0|Mieszkanie|0.0|9259.26|0|0|0|null|Oksywie|Gdynia
Nowa Dąbrowa|778749.0|74.55|4|2|primary|0|1|2025.0|0.0||0.0|10446.0|0|0|0|null|Chylonia|Gdynia
3-pokojowe mieszkanie 67m2 + 2 balkony|829270.0|67.24|3|6||1|0|||||12332.99|1|0|0|ul. Zbożowa|Cisowa|Gdynia
Idealna inwestycja 2 pok blisko morza i Skm|569000.0|30.9|2|7|primary|0|0|1978.0|0.0||1.0|18414.24|0|0|0|ul. Gdyńska|Żabianka|Gdańsk
Wyjątkowe mieszkanie w prestiżowej lokalizacji|999000.0|67.34|3|0|secondary|1|0||0.0||0.0|14835.16|0|1|0|null|Mały Kack|Gdynia
3 pokoje, z ogródkiem, urokliwa, zielona okolica!|762100.0|55.6|3|0|secondary|1|1|2023.0|0.0|Mieszkanie|0.0|13706.83|0|1|1|ul. Życzliwa 12|Jasień|Gdańsk
Apartament 6 min. od morza!|872592.0|51.94|2|2|primary|1|1|2023.0|1.0|Mieszkanie|0.0|16800.0|0|0|0|ul. św. Piotra|Śródmieście|Gdynia
Zakochaj się w Gdańsku! 2 pokojowe mieszkanie, w p|665715.0|40.58|2|1|primary|0|1|2025.0|0.0|Mieszkanie|1.0|16405.0|1|0|0|ul. Kartuska|Siedlce|Gdańsk
**3pokoje/Gdańsk ul.Świętokrzyska/I kw 2024 odbiór|517654.0|48.44|3|4|primary|0|1|2024.0|0.0||0.0|10686.5|0|0|0|null|Ujeścisko-Łostowice|Gdańsk
Mieszkanie 3 pokojowe z balkonem, Leszczynki|799000.0|70.1|3|6|secondary|1|1|1998.0|1.0|Mieszkanie|1.0|11398.0|1|0|0|ul. Morska|Leszczynki|Gdynia
Przestronny szereg z ogródkiem na Jasieniu!!|789000.0|92.48|4|0|primary|1|0|2026.0|0.0||0.0|8531.57|0|1|1|null|Jasień|Gdańsk
Kawalerka Blisko Morza !|365000.0|19.0|1|4|secondary|1|0|1967.0|1.0|Mieszkanie|1.0|19210.53|0|0|0|ul. Chłopska|Przymorze Wielkie|Gdańsk
"2 pokoje I Przymorze | po generalnym remoncie"|650000.0|46.0|2|2|secondary|0|1|1970.0|0.0||0.0|14130.43|0|0|0|ul. Jagiellońska|Przymorze Wielkie|Gdańsk
idealne dla rodziny, zamknięte osiedle|799000.0|88.1|4|1|secondary|1|0|2005.0|0.0|szeregowiec|0.0|9069.24|0|0|0|ul. Międzygwiezdna|Osowa|Gdańsk
Nowy.Apartament.4pok.Ogród.250m2.Plaża.10min.Sopot|3361250.0|134.45|4|0|primary|1|0|2025.0|0.0||0.0|25000.0|1|1|0|ul. Obodrzyców|Kamienny Potok|Sopot
Nowy.4pok.Apartament.2poziomy.Sopot.10min.Plaża!|2866500.0|114.66|4|2|primary|1|0|2025.0|0.0||0.0|25000.0|1|0|0|ul. Obodrzyców|Kamienny Potok|Sopot
Apartamenty inwestycyjne w sercu Gdańska!!!|399000.0|25.4|1|3|primary|0|1|2024.0|0.0|Mieszkanie|0.0|15708.66|1|0|0|ul. Siennicka|Śródmieście|Gdańsk
Przytulne mieszkanie w świetnej lokalizacji.|471705.0|38.35|2|1|primary|0|1|2024.0|0.0|Mieszkanie|1.0|12300.0|1|1|0|ul. Starogardzka|Orunia-Św. Wojciech-Lipce|Gdańsk
Mieszkanie w zielonym zakątku Gdyni, 2 pokoje|499888.0|42.32|2|1|primary|0|1|2024.0|0.0|Mieszkanie|1.0|11812.1|1|0|0|ul. Rdestowa|Dąbrowa|Gdynia
Super apartament. IV etap Neptun Park.|2735000.0|74.3|3|3|secondary|1|0|2018.0|0.0||0.0|36810.23|0|0|1|ul. Wypoczynkowa|Jelitkowo|Gdańsk
Jasne 3-pokojowe idealne dla rodziny!|619000.0|61.27|3|4|secondary|0|0|1990.0|0.0||0.0|10102.82|0|0|0|ul. Krzemowa|Orunia Górna - Gdańsk Południe|Gdańsk
Wyspa Spichrzów, Gdańsk, Granaria, apartament|945000.0|28.97|1|6|secondary|1|0|2020.0|0.0||0.0|32619.95|1|0|0|ul. Chmielna|Śródmieście|Gdańsk
Doskonała lokalizacja! 3 pokoje! wkrótce odbiór!|499000.0|51.15|3|2|secondary|0|1|2023.0|0.0||0.0|9755.62|0|0|0|ul. Czerska|Orunia Górna - Gdańsk Południe|Gdańsk
Gotowy Apartament 2 pokojowy w inwestycji premium!|887959.0|42.45|2|0|primary|0|1|2023.0|0.0|Mieszkanie|0.0|20917.76|0|0|1|ul. Artura Grottgera|Oliwa|Gdańsk
"Mieszkanie 3-pok | Rozkładowe | Weranda | Ogródek"|760000.0|59.5|3|1|secondary|1|0||1.0|Mieszkanie|1.0|12773.11|0|1|0|ul. Jana Sobieskiego|Wrzeszcz Górny|Gdańsk
Trzypoziomowy apartament, 150 m2|950000.0|149.07|5|1|secondary|0|0|1999.0|0.0||0.0|6372.84|0|0|0|ul. Franciszka Sokoła|Wiczlino|Gdynia
3-pokojowy apartament inwestycyjny 51m2 + balkon|699000.0|51.77|3|1||0|0|||||13502.03|1|0|0|ul. Narcyzowa|Wyspa Sobieszewska|Gdańsk
Mieszkanie 3 pokojowe - Myśliwska, Gdańsk Morena|729000.0|53.2|3|2|secondary|1|1|2011.0|0.0|Mieszkanie|1.0|13703.01|1|0|0|ul. Myśliwska|Piecki-Migowo|Gdańsk
Słoneczne mieszkanie na Działkach Leśnych|1070000.0|75.62|3|2|secondary|0|0|1939.0|1.0|Mieszkanie|0.0|14149.7|0|0|0|ul. Słupecka|Działki Leśne|Gdynia
2-pokojowe mieszkanie 41m2 + balkon|501700.0|41.92|2|3||1|0|||||11968.03|1|0|0|ul. Leszczynowa|Jasień|Gdańsk
3-pokojowe mieszkanie 57m2 + balkon|620500.0|57.45|3|3||1|0|||||10800.7|1|0|0|ul. Leszczynowa|Jasień|Gdańsk
2-pokojowe mieszkanie 44m2 + ogród|499900.0|44.24|2|0||1|0|||||11299.73|0|1|0|ul. Leszczynowa|Jasień|Gdańsk
2-pokojowe mieszkanie 45m2 + balkon|500170.0|45.47|2|1||1|0|||||11000.0|1|0|0|ul. Leszczynowa|Jasień|Gdańsk
2-pokojowe mieszkanie 45m2 + balkon|513800.0|45.47|2|2||1|0|||||11299.76|1|0|0|ul. Leszczynowa|Jasień|Gdańsk
Trzy apartamenty w centrum Gdańska w cenie jednego|1150000.0|55.0|3|1|secondary|0|0|1970.0|1.0|Mieszkanie|0.0|20909.09|1|0|0|ul. Rajska|Śródmieście|Gdańsk
Apartament z ogródkiem 2 pokoje Wyspa Spichrzów|920000.0|45.37|2|1|secondary|1|1|2018.0|0.0|Mieszkanie|1.0|20277.72|1|1|1|ul. Chmielna|Śródmieście|Gdańsk
Świętojańska 2-pokoje w samym sercu Gdyni|745000.0|37.0|2|3|secondary|1|1|1976.0|0.0|Mieszkanie|1.0|20135.14|1|0|0|ul. Świętojańska|Śródmieście|Gdynia
Pastelowe - 4.44|591000.0|57.0|3|4|primary|0|1|2023.0|0.0||0.0|10368.42|1|0|0|ul. Przemian|Orunia Górna - Gdańsk Południe|Gdańsk
Sopot - Apartament z dwoma balkonami!|197916204.0|88.0|3|2|primary|1|1|2023.0|0.0|Mieszkanie|0.0|2249047.77|1|0|0|ul. Smolna|Świemirowo|Sopot
Sopot - Apartament z ogródkiem!|101509879.0|51.9|2|0|primary|1|1|2023.0|0.0|Mieszkanie|0.0|1955874.35|0|1|0|ul. Smolna|Świemirowo|Sopot
Sopot - Apartament z widokiem na morze!|182160084.0|69.2|3|0|primary|1|1|2023.0|0.0|Mieszkanie|0.0|2632371.16|1|0|0|ul. Smolna|Świemirowo|Sopot
Sopot - Apartament z ogródkiem!|114254834.0|48.4|2|0|primary|1|1|2023.0|0.0|Mieszkanie|0.0|2360637.07|0|1|0|ul. Smolna|Świemirowo|Sopot
Nowe Orłowo - apartament z ogrodem|305966527.0|112.5|4|0|secondary|1|1|2022.0|0.0|Mieszkanie|0.0|2719702.46|0|1|1|Józefa Kiedronia|Orłowo|Gdynia
3 pokojowy apartament z ogrodem / Gdańsk ul. Lema|899000.0|62.36|3|0|secondary|1|1|2016.0|0.0|Mieszkanie|0.0|14416.29|0|1|0|ul. Stanisława Lema|Piecki-Migowo|Gdańsk
Apartament 4 pokojowy, Gdańsk Letnica|980000.0|82.41|4|2|primary|1|0|2023.0|1.0|Mieszkanie|0.0|11891.76|1|0|0|ul. Starowiejska 48|Letnica|Gdańsk
Zjawiskowe mieszkanie w kamienicy pod lasem Sopot|3366000.0|198.0|6|2|secondary|1|0|1911.0|1.0|Mieszkanie|1.0|17000.0|1|1|0|null|Sopocki Las|Sopot
Nowe Orłowo - apartament z ogrodem|240632872.0|84.3|3|0|secondary|1|1|2022.0|0.0|Mieszkanie|0.0|2854482.47|0|1|1|Józefa Kiedronia|Orłowo|Gdynia
Niepowtarzalne wnętrze w butikowej inwestycji!|209164680.0|77.1|3|3|secondary|0|1|2022.0|0.0|Mieszkanie|0.0|2712901.17|1|0|0|ul. Opacka|Oliwa|Gdańsk
3-pokojowe mieszkanie 67m2 + balkon|683500.0|67.01|3|1||1|0|||||10199.97|1|0|0|ul. Leszczynowa|Jasień|Gdańsk
3-pokojowe mieszkanie 60m2 + balkon|627700.0|60.94|3|1||1|0|||||10300.3|1|0|0|ul. Leszczynowa|Jasień|Gdańsk
3-pokojowe mieszkanie 67m2 + ogród|697000.0|67.01|3|0||1|0|||||10401.43|0|1|0|ul. Leszczynowa|Jasień|Gdańsk
4 pokojowe z dwoma balkonami|1463794.0|96.94|4|2|primary|1|1|2022.0|0.0|Mieszkanie|0.0|15100.0|1|0|0|ul. Powstańców Warszawskich|Siedlce|Gdańsk
3 pokojowe z balkonem na nowym osiedlu|109579050.0|72.81|3|1|primary|1|1|2022.0|0.0|Mieszkanie|0.0|1505000.0|1|0|0|ul. Powstańców Warszawskich|Siedlce|Gdańsk
2-pokojowe mieszkanie na parterze z ogródkiem|724160.0|45.26|2|0|primary|1|1|2022.0|0.0|Mieszkanie|0.0|16000.0|0|1|0|ul. Powstańców Warszawskich|Siedlce|Gdańsk
3-pokojowe mieszkanie na parterze z ogródkiem|997108.0|66.92|3|0|primary|1|1|2022.0|0.0|Mieszkanie|0.0|14900.0|0|1|0|ul. Powstańców Warszawskich|Siedlce|Gdańsk
3-pokojowe mieszkanie na parterze z ogródkiem|976915.0|64.06|3|2|primary|1|1|2022.0|0.0|Mieszkanie|0.0|15250.0|1|0|0|ul. Powstańców Warszawskich|Siedlce|Gdańsk
Apartament 4 pokoje, 2 łazienki, taras i loggia|2079000.0|103.95|5|7|primary|1|1|2023.0|0.0|Mieszkanie|0.0|20000.0|0|0|1|ks. Jerzego Popiełuszki|Siedlce|Gdańsk
Apartament 4 pokojowy na Dokach|1334556.0|82.38|4|5|primary|1|1|2023.0|0.0|Mieszkanie|0.0|16200.0|0|0|0|ks. Jerzego Popiełuszki|Siedlce|Gdańsk
Apartament 3 pokoje, ogródek, taras i loggia|1076320.0|67.27|3|1|primary|1|1|2023.0|0.0|Mieszkanie|0.0|16000.0|0|1|1|ks. Jerzego Popiełuszki|Siedlce|Gdańsk
Apartament na 1 piętrze z 18 metrowym ogródkiem|1131840.0|70.74|3|1|primary|1|1|2023.0|0.0|Mieszkanie|0.0|16000.0|0|1|1|ks. Jerzego Popiełuszki|Siedlce|Gdańsk
Apartament 4 pokoje, 2 łazienki, taras i ogródek|1318080.0|82.38|4|1|primary|1|1|2023.0|0.0|Mieszkanie|0.0|16000.0|0|1|1|ks. Jerzego Popiełuszki|Siedlce|Gdańsk
Apartament na 1 piętrze z 30 metrowym ogródkiem|918200.0|45.91|2|1|primary|1|1|2023.0|0.0|Mieszkanie|0.0|20000.0|0|1|1|ks. Jerzego Popiełuszki|Siedlce|Gdańsk
2-pokojowe mieszkanie na nowym osiedlu z windą|720412.0|46.78|2|1|primary|1|1|2022.0|0.0|Mieszkanie|0.0|15400.0|1|0|0|ul. Powstańców Warszawskich|Siedlce|Gdańsk
Widok na staw! Smart house I Dwie łazienki I Garaż|649000.0|61.0|3|1|secondary|1|0|2024.0|0.0||0.0|10639.34|1|0|0|ul. Lawendowe Wzgórze|Jasień|Gdańsk
Apartament Piecki-Migowo w super cenie !!!!!!!!!!!|930000.0|93.4|4|1|secondary|0|0|2007.0|0.0||1.0|9957.17|1|0|1|null|Piecki-Migowo|Gdańsk
Widok na morze, PORTOVA, 3 pokoje+garaż+komórka|2050000.0|71.0|3|8|secondary|1|1|2020.0|0.0|Mieszkanie|0.0|28873.24|1|0|0|null|Śródmieście|Gdynia
Piękne umeblowane mieszkanie, blisko morza|699000.0|38.0|2|7|secondary|1|1|2021.0|0.0|Mieszkanie|0.0|18394.74|1|0|0|ul. Sucha 39b|Letnica|Gdańsk
Nietuzinkowe mieszkanie w centrum Gdyni!|1190000.0|101.6|4|4|secondary|0|0|1998.0|1.0|Mieszkanie|1.0|11712.6|1|0|0|ul. Janusza Korczaka|Redłowo|Gdynia
9 500zł/m2 z potencjałem.Garnizon|800000.0|83.42|3|1|secondary|0|0|1910.0|0.0|Mieszkanie|1.0|9590.03|0|0|0|ul. Juliusza Słowackiego|Wrzeszcz Górny|Gdańsk
Mieszkanie Gdynia Chylonia|413000.0|44.4|2|4|secondary|0|0|1970.0|0.0||0.0|9301.8|0|0|0|ul. Kartuska|Chylonia|Gdynia
Mieszkanie, Gdańsk Matarnia|721000.0|65.0|3|3|secondary|0|0|1992.0|0.0|Mieszkanie|1.0|11092.31|1|0|0|ul. Kadetów 9B|Matarnia|Gdańsk
Słoneczne mieszkanie z balkonem|634000.0|65.8|3|2|secondary|1|0|2008.0|0.0|Mieszkanie|0.0|9635.26|0|0|0|null|Kokoszki|Gdańsk
3-pokojowe mieszkanie 60m2 + balkon|652100.0|60.94|3|3||1|0|||||10700.69|1|0|0|ul. Leszczynowa|Jasień|Gdańsk
3-pokojowe mieszkanie 60m2 + balkon|639900.0|60.94|3|2||1|0|||||10500.49|1|0|0|ul. Leszczynowa|Jasień|Gdańsk
2-pokojowe mieszkanie 47m2 + balkon|533000.0|47.97|2|2||1|0|||||11111.11|1|0|0|ul. Leszczynowa|Jasień|Gdańsk
3-pokojowe mieszkanie 60m2 + ogród|640000.0|60.94|3|0||1|0|||||10502.13|0|1|0|ul. Leszczynowa|Jasień|Gdańsk
3 pokojowe mieszkanie w dobrej lokalizacji|799000.0|63.0|3|3|secondary|0|0|1980.0|0.0||0.0|12682.54|0|0|0|ul. Jana Nagórskiego|Zaspa-Młyniec|Gdańsk
Reprezentacyjny penthouse z niesamowitym tarasem|3890000.0|105.14|4|6|secondary|1|1|2021.0|0.0|Mieszkanie|0.0|36998.29|1|0|0|ul. Legionów|Redłowo|Gdynia
Nowa Dąbrowa 4 pokoje 78,56m2 balkon|755721.0|78.57|4|2|primary|0|1|2024.0|1.0|Mieszkanie|0.0|9618.44|1|0|0|ul. Rdestowa|Dąbrowa|Gdynia
2 pokoje, oddzielna kuchnia, po remoncie|509900.0|51.2|2|1|secondary|1|0|1960.0|1.0|Mieszkanie|1.0|9958.98|0|0|0|ul. inż. J. Śmidowicza|Oksywie|Gdynia
Unikatowe Mieszkanie Dwupoziomowe z Potencjałem|1099000.0|68.8|3|2|primary|1|1|2024.0|0.0|Mieszkanie|0.0|15973.84|1|0|0|ul. Śniadeckich|Aniołki|Gdańsk
Osiedle dla życia|681000.0|89.0|4|1|primary|1|0|2023.0|0.0||1.0|7651.69|1|1|1|ul. Stokłosy|Kokoszki|Gdańsk
Gdańsk Łostowice,ul. Świętokrzyska Nowe mieszkania|607922.0|48.44|3|4|primary|1|1|2023.0|1.0|Mieszkanie|1.0|12550.0|1|1|0|ul. Świętokrzyska|Ujeścisko-Łostowice|Gdańsk
Duże mieszkania kolo parku Oliwskiego Oliwa Star|3266777.0|128.08|5|2|primary|0|0|2023.0|0.0||0.0|25505.75|0|0|0|ul. Artura Grottgera|Oliwa|Gdańsk
Ciekawa inwestycja w samym sercu Gdyni|1149000.0|65.0|2|1|primary|0|0||0.0||0.0|17676.92|0|0|0|ul. Stefana Żeromskiego|Śródmieście|Gdynia
Duże mieszkania blisko centru Gdańska|1148500.0|101.02|4|3|primary|0|0||0.0||0.0|11369.04|0|0|0|Aleja Pawła Adamowicza|Piecki-Migowo|Gdańsk
2 pokoje w zielonej okolicy|545000.0|44.5|2|1|primary|0|1|2020.0|0.0|Mieszkanie|1.0|12247.19|1|0|0|ul. Janki Bryla|Wiczlino|Gdynia
Gotowiec inwestycyjny/pas nadmorski|1235000.0|43.0|2|0|secondary|0|0|2014.0|0.0|Mieszkanie|0.0|28720.93|0|1|0|ul. Nadmorski Dwór|Brzeźno|Gdańsk
Apartament Stare Miasto Gdańsk, Stara Stocznia 8|2077000.0|70.0|3|4|secondary|1|1|2023.0|1.0|Mieszkanie|1.0|29671.43|1|0|1|ul. Stara Stocznia 8|Śródmieście|Gdańsk
43,29 m2 gdańsk jasień|480000.0|42.0|2|1|primary|1|1|2024.0|0.0|Mieszkanie|0.0|11428.57|1|0|0|null|Jasień|Gdańsk
Idealne pod wynajem!3 pokoje!Świetna lokalizacja|799999.0|63.1|3|3|secondary|0|0|1980.0|0.0||1.0|12678.27|1|0|0|ul. Jana Nagórskiego|Zaspa-Młyniec|Gdańsk
Kawalerka z oddzielną kuchnią spółdzielcze|410000.0|31.0|1|9|secondary|0|0|1977.0|0.0||1.0|13225.81|1|0|0|ul. Szara|Siedlce|Gdańsk
Mieszkanie 2-pokojowe! Klucze luty!!!|443040.0|42.6|2|1|primary|1|1|2023.0|1.0|Mieszkanie|0.0|10400.0|1|0|0|ul. Aleksandra Dulin'a|Ujeścisko-Łostowice|Gdańsk
Mieszkanie 2-pokojowe! Klucze luty!!!|443040.0|42.6|2|1|primary|1|1|2023.0|1.0|Mieszkanie|0.0|10400.0|1|0|0|ul. Aleksandra Dulin'a|Ujeścisko-Łostowice|Gdańsk
2 niezależne pokoje w kapitalnej lokalizacji|540000.0|45.1|2|3|secondary|0|0|1950.0|0.0|Mieszkanie|1.0|11973.39|1|0|0|al. Grunwaldzka|Wrzeszcz Górny|Gdańsk
Przymorze! 2pokoje po remoncie!|539000.0|38.0|2|10|secondary|0|1|1970.0|0.0|Mieszkanie|0.0|14184.21|1|0|0|null|Przymorze Małe|Gdańsk
Duży balkon, winda, hala garażowa|628000.0|46.19|2|1|primary|1|1|2023.0|1.0|Mieszkanie|0.0|13596.02|1|0|0|ul. Gryfa Pomorskiego|Wielki Kack|Gdynia
Seaport live in Gdynia Twoje nowe mieszkanie|892000.0|58.0|3|4|primary|1|1|2023.0|1.0|Mieszkanie|0.0|15379.31|1|0|0|ul. Hugo Kołłątaja|Grabówek|Gdynia
***2pokoje/Gdańsk Południe/odbiór III kwartał 2024|392000.0|37.17|2|1|primary|0|1|2024.0|0.0||0.0|10546.14|0|0|0|null|Orunia Górna - Gdańsk Południe|Gdańsk
Spokojna okolica - dla rodziny- blisko centrum|634000.0|65.8|3|2|secondary|1|0|2008.0|1.0|Mieszkanie|1.0|9635.26|1|0|0|ul. Jaśminowy Stok|Kokoszki|Gdańsk
Zaproponuj cene. Mieszkanie w świetnej lokalizacji|625000.0|66.55|3|0|secondary|0|0|1991.0|0.0|Mieszkanie|1.0|9391.44|1|0|0|ul. Sojowa|Dąbrowa|Gdynia
Zadbane 3 pokoje w doskonałej lokalizacji|629000.0|60.19|3|1|secondary|1|0|1991.0|1.0|Mieszkanie|1.0|10450.24|1|0|0|ul. Władysława Świechockiego|Orunia Górna - Gdańsk Południe|Gdańsk
Układ pod dwa pokoje- spółdzielcze z Kw- centrum|399000.0|30.94|1|9|secondary|0|1|1977.0|1.0|Mieszkanie|1.0|12895.93|0|0|0|ul. Szara|Siedlce|Gdańsk
Gdańsk Jasień 3 pokoje z ogródkiem 60,3m2|729000.0|63.8|3|0|secondary|1|0|2013.0|0.0|Mieszkanie|1.0|11426.33|0|1|0|ul. Morelowa|Jasień|Gdańsk
Morena, inwestycyjnie 6 pokoi|749000.0|72.0|6|0|secondary|0|0|1990.0|0.0|Mieszkanie|0.0|10402.78|0|0|0|ul. Budapesztańska|Piecki-Migowo|Gdańsk
