|title|district|area|number_of_rooms|year_of_creation|price_for_m2_in_PLN|type_of_building|garage|balcony|internet|parking|elevator|floor|terrace|basement|garden|type_of_market
151|Promocja do 15.05! 3 pokoje - Wiszące Ogrody!|Gdańsk Kiełpinek, Przytulna|64|3|2012|11875|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
152|3 pok. mieszkanie z 2 miejscami w hali garażowej !|Gdynia Śródmieście, Kaszubski|91.5|3|2012|17803|Mieszkanie|0|1|1|1|0|3|0|0|0|secondary
153|Promocja do 15.05! 3 pokoje - Wiszące Ogrody!|Gdańsk Kiełpinek, Przytulna|64|3|2012|11875|Mieszkanie|0|0|1|0|1|1|0|0|0|secondary
154|Piękne mieszkanie 5 pokojowej Brzeźno Gdańsk|Gdańsk Brzeźno, Iwo Galla|125|5|2015|25360|Mieszkanie|0|1|1|1|0|2|0|1|1|secondary
155|Dom (Wolnostojący) - Gdynia Leszczynki|Gdynia Leszczynki, Bronisława Dembińskiego|100|4|1980|13000|Dom wolnostojący|0|0|1|1|0|nan|0|0|1|secondary
156|Piękny, nowy dom jednorodzinny z dużym ogrodem|Gdańsk Św. Wojciech, Miłocińska|160.|6|2009|873|Dom wolnostojący|1|0|0|1|0|nan|0|0|1|secondary
157|Ustawne 3 pokoje! Możliwość 4 pokoi! Gdańsk Chełm!|Gdańsk Chełm, Marcina Dragana|66.|3|1985|959|Mieszkanie|0|1|1|1|0|2|0|1|0|secondary
158|Parter po remoncie generalnym|Gdańsk VII Dwór, Józefa Chełmońskiego|42.|2|1979|15755|Mieszkanie|0|0|1|0|0|Parter|0|1|0|secondary
159|2 pokoje I Ujeścisko I Dostępne od zaraz|Gdańsk Ujeścisko, Piotrkowska|55.7|2|1995|9873|Mieszkanie|0|0|0|0|0|4|0|1|0|secondary
160|3 pokoje na Zaspie|Gdańsk Zaspa, Leszczyńskich|49|3|1980|1561|Mieszkanie|0|1|1|0|1|1|0|1|0|secondary
161|Klimatyczne mieszkanie w kamienicy we Wrzeszczu|Gdańsk Wrzeszcz, Szczepana Pileckiego|110|5|1906|18091|Mieszkanie|1|1|0|1|0|Parter|0|1|1|secondary
162|Nieruchomość w zabytkowej kamienicy !serce sopotu!|Sopot Dolny Sopot, Józefa Czyżewskiego|86.6|4|1930|19619|Mieszkanie|0|0|0|1|0|Parter|0|1|0|secondary
163|Bliźniak /wysoki standard /zamknięte osiedle|Gdańsk Maćkowy, Aliny Pienkowskiej|250|5|2010|7996|Dom bliźniak|1|0|1|1|0|nan|0|1|1|secondary
164|2 Oddzielne Pokoje I Po remoncie I  Balkon|Gdynia Wielki Kack, Gryfa Pomorskiego|48.9|2|1999|12045|Mieszkanie|1|1|0|1|0|1|0|1|0|secondary
165|Wykończone  mieszkanie w nowym budownictwie!|Gdańsk Łostowice, Topazowa|47|2|2023|12128|Mieszkanie|0|0|1|1|1|Parter|0|0|1|secondary
166|Przytulne dwupokoje mieszkanie - Gdynia Fikakowo|Gdynia Wielki Kack, Gryfa Pomorskiego|48.9|2|1999|12045|Mieszkanie|1|1|0|1|0|1|0|1|0|secondary
167|Dwupoziomowe mieszkanie, 4 pok. blisko C.H. Forum!|Gdańsk Siedlce, Kartuska|71|4|1977|9141|Mieszkanie|0|0|0|0|0|5|0|0|0|secondary
168|Gdańsk Stare Miasto! 107m2,  produkt inwestycyjny!|Gdańsk Śródmieście, Podwale Staromiejskie|107|3|1965|11206|Mieszkanie|1|0|1|1|0|1|0|1|0|secondary
169|3 pokoje z widokiem na las|Gdańsk Łostowice, Jana Kielasa|69.7|3|2008|10473|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
170|3-pokojowe mieszkanie dla rodziny na Jasieniu|Gdańsk Jasień|71.1|3|2012|11111|Mieszkanie|0|1|1|1|1|1|0|0|0|secondary
171|Wykończone  mieszkanie w nowym budownictwie!|Gdańsk Łostowice, Topazowa|47|2|2023|12128|Mieszkanie|0|0|1|1|1|Parter|0|0|1|secondary
172|Piękne mieszkanie na Przymorzu|Gdańsk Przymorze, Piastowska|41.7|2|1972|15107|Mieszkanie|0|0|0|0|0|4|0|0|0|secondary
173|Funkcjonalne mieszkanie z widokiem na zbiornik!|Gdańsk Zakoniczyn, Konstantego Bergiela|45.63|2|2005|12470|Mieszkanie|0|1|0|0|0|Parter|0|0|0|secondary
174|Mieszkanie 2 - pokojowe, Gdynia ul. Boisko|Gdynia Oksywie|46.31|2|2012|12654|Mieszkanie|0|1|0|1|1|1|0|0|0|secondary
175|Apartament z pięknym widokiem,2 halami i komórkami|Gdańsk Łostowice, Niepołomicka|57|3|2021|12263|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary
176|[rezerwacja] pokoje   Chylonia   SKM 8 minut|Gdynia Chylonia, Chylońska|38.|2|1978|10445|Mieszkanie|0|1|1|1|1|10|0|1|0|secondary
177|Mieszkanie - Gdynia Mały Kack|Gdynia Mały Kack, Wzgórze Bernadowo|121.7|4|2000|20953|Mieszkanie|0|0|0|1|0|Parter|0|0|1|secondary
178|Penthouse w centrum gdańska|Gdańsk Długie Ogrody, Łąkowa|87.89|4|2023|27500|Mieszkanie|0|0|0|0|0|5|0|0|0|secondary
179|Słoneczne mieszkanie z widokiem na Lasy Oliwskie|Gdańsk Przymorze, Czerwony Dwór|40.46|2|1975|16980|Mieszkanie|0|0|0|0|0|8|0|0|0|secondary
180|2 pokoje, miejsce postojowe, komórka lokatorska|Gdańsk Śródmieście, Sadowa 25|48.21|2|2018|22817|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary
181|Trzy samodzielne pokoje plus miejsce naziemne|Gdańsk Morena, Morenowe Wzgórze|67|3|2010|13134|Mieszkanie|0|1|1|1|1|3|0|1|0|secondary
182|Dwupokojowe mieszkanie Gdynia Śródmieście|Gdynia Śródmieście, Świętego Piotra|30.64|2|2023|22843|Mieszkanie|0|0|0|1|1|2|0|0|0|secondary
183|Przestronny apartament w centrum Gdańska|Gdańsk Długie Ogrody, Szafarnia|67.4|2|2011|18546|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary
184|Atrakcyjne mieszkanie przy Ogarnej|Gdańsk Śródmieście, Ogarna|45.7|2|1950|17396|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
185|Atrakcyjny apartament na Starym Mieście|Gdańsk Śródmieście, Szeroka|56.3|2|2012|19893|Mieszkanie|0|1|1|1|1|1|0|0|0|secondary
186|3-pokojowe Mieszkanie Gdańsk Przymorze|Gdańsk Przymorze, Lęborska|61.7|3|1979|12950|Mieszkanie|0|1|1|1|1|5|0|1|0|secondary
187|Duży dom z niezależnym 2 pokojowym mieszkaniem|Gdynia Pogórze, Złota|327.46|10|2001|6868|Dom wolnostojący|1|1|1|1|0|nan|0|1|0|secondary
188|Widok na zatokę 14 piętro Apartament QuattroTowers|Gdańsk Wrzeszcz, Partyzantów|78.8|3|2011|2411|Mieszkanie|0|0|1|0|1|14|0|0|0|secondary
189|Ostatnie piętro /kameralnie /widok na park oliwski|Gdańsk Oliwa, Opacka|116.19|4|2019|21516|Mieszkanie|0|1|1|1|1|7|0|0|0|secondary
190|Mieszkanie - Gdynia Śródmieście|Gdynia Śródmieście, Abrahama Antoniego|35|1|1960|17714|Mieszkanie|0|0|1|1|1|1|0|1|0|secondary
191|Komfortowy dom wolnostojący z dużą działką|Gdańsk Kiełpino Górne, Łagowska|173.6|5|2008|13249|Dom wolnostojący|0|0|0|0|0|nan|0|0|0|secondary
192|Okazja! Piękny apartament blisko Starówki|Gdańsk Długie Ogrody, Długa Grobla|46.7|2|2018|17559|Mieszkanie|0|1|1|1|1|4|0|0|0|secondary
193|2 pok.   ustawne   wysoki standard   balkon|Gdańsk Zaspa, Franciszka Hynka|37|2|2021|22676|Mieszkanie|0|1|0|1|1|6|0|0|0|secondary
194|2 niezależne pokoje   Po remoncie   Niski blok|Gdańsk Wrzeszcz, Krzysztofa Kamila Baczyńskiego|38.7|2|1974|14987|Mieszkanie|0|1|1|0|0|1|0|1|0|secondary
195|2-pokojowe mieszkanie i miejsce parkingowe w hali|Gdańsk Lostowice/ Orunia, Wielkopolska 48|43|2|2022|13419|Mieszkanie|0|1|1|1|1|5|0|0|0|secondary
196|** 3 Pokoje   Stan Deweloperski   Zobacz! **|Gdynia Redłowo, Kaczewska|77.64|3|1950|11965|Mieszkanie|0|0|0|0|0|Parter|0|1|0|secondary
197|3-pokojowe, salon z aneksem, dwupoziomowe, gotowe do wprowadzenia!|Gdańsk Zakoniczyn, Porębskiego 33|68.6|3|2005|10131|Mieszkanie|0|1|1|1|0|2|0|0|0|secondary
198|Urzekające mieszkanie: Wyjątkowe wykończenie w|Gdańsk Łostowice, Kryształowa|61.7|3|2017|12557|Mieszkanie|0|1|1|1|1|3|0|1|0|secondary
199|Eleganckie mieszkanie dla Ciebie i Twoich bliskich|Gdańsk Siedlce, Sołecka|59.31|3|2019|19390|Mieszkanie|0|1|0|1|1|2|1|1|0|secondary
200|4 pokoje z halą w centrum   Widok na Motławę|Gdańsk Stare Przedmieście, Toruńska|92.8|4|2012|1767|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary
201|Przestronne   2 łazienki   Oliwa Park   Balkon|Gdańsk Przymorze, Bolesława Krzywoustego|97|3|2010|22577|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary
202|Wiszące Ogrody   Piękny ogródek   Od zaraz|Gdańsk Kiełpinek, Przytulna|53.14|2|2002|12213|Mieszkanie|0|0|1|0|1|Parter|0|1|1|secondary
203|3 pokojowe mieszkanie w wysokim standardzie|Gdańsk Jasień, Lawendowe Wzgórze|56|3|2015|13214|Mieszkanie|1|1|0|1|1|4|0|1|0|secondary
204|Piękne mieszkanie z ogródkiem ul. Lubczykowa|Gdynia Dąbrowa, Lubczykowa|48|2|2009|11438|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
205|Dom w Gdańsku do wprowadzenia|Gdańsk Lipce, Lipce 3|18|4|1998|5214|Dom bliźniak|1|1|1|0|0|nan|0|1|1|secondary
206|Malczewskiego 50m2, 2 pokoje plus 2 sypialnie - około 80m2 po podłodze|Gdańsk Siedlce, Malczewskiego 116|50|4|1957|13980|Mieszkanie|1|0|1|0|0|3|0|1|0|secondary
207|Mieszkanie dla rodziny 5 pokoi Wrzeszcz Górny|Gdańsk Wrzeszcz, Pileckiego|110|5|1906|18091|Mieszkanie|1|1|0|1|0|Parter|0|0|1|secondary
208|Dwupokojowe mieszkanie na Żabiance|Gdańsk Żabianka, Aleja Grunwaldzka|42.4|2|1975|14127|Mieszkanie|0|0|0|0|1|2|0|1|0|secondary
209|Atrakcyjna lokalizacja centrum|Gdynia, ŚLĄSKA 9|50.8|3|1926|13287|Mieszkanie|0|0|1|0|0|Parter|0|0|0|secondary
210|2 pokoje na Garnizonie!|Gdańsk Wrzeszcz, Edwarda Stachury|41.78|2|2017|21517|Mieszkanie|0|1|0|0|1|1|0|0|0|secondary
211|3-pokojowe , dwustronne, z dwoma ogródkami|Gdynia Wiczlino, Janki Bryla|70|3|2016|10986|Mieszkanie|1|0|0|0|1|Parter|0|0|0|secondary
212|Wakacyjne mieszkanie w Brzeźnie. Park i morze. Bezpiecznie. NOWA CENA!|Gdańsk Brzeźno, Krasickiego 9c|73|3|2018|2671|Mieszkanie|0|1|1|1|1|3|1|1|0|secondary
213|Mieszkanie - Gdynia Chylonia|Gdynia Chylonia, Chylońska|35|2|1950|8429|Mieszkanie|0|1|0|1|0|Parter|0|1|0|secondary
214|⭐Zamieszkaj pięknie blisko morza 3pok ogródek⭐|Gdańsk Zaspa, Pilotów 16|56.3|3|1975|15968|Mieszkanie|0|1|1|0|1|Parter|1|1|1|secondary
215|2 pokoje - 800 metrów do Plaży Brzeźno|Gdańsk Brzeźno, Hallera|26.1|2|1975|14510|Mieszkanie|0|0|1|0|0|2|0|0|0|secondary
216|Świetna lokalizacja - Jelitkowo -250 m od plaży!|Gdańsk Jelitkowo, Nadmorska|191.|5|1972|25628|Mieszkanie|1|0|1|1|0|Parter|0|0|1|secondary
217|Gotowy biznes- 4 wynajęte pok. z widokiem na park|Gdańsk Zaspa, Dywizjonu 303|50.7|4|1989|14990|Mieszkanie|0|1|0|0|1|1|0|0|0|secondary
218|2 pok. mieszkanie z ogródkiem blisko lasu|Sopot Górny Sopot, Księżycowa|37.9|2|1940|19921|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary
219|Słoneczne 3 pokoje w najnowszym etapie Garnizonu|Gdańsk Strzyża, Karola Szymanowskiego|64.4|3|2023|2197|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
220|Kawalerka na Wyspie z widokiem na rzekę i marinę|Gdańsk Śródmieście, Chmielna|33.19|1|2024|32000|Mieszkanie|0|1|0|0|1|1|0|0|0|secondary
221|Okazja- 3 pok. mieszkanie 350 m od morza i plaży|Sopot Wyścigi / Karlikowo, Karlikowska|56|3|1977|20536|Mieszkanie|0|1|0|1|1|1|0|1|0|secondary
222|Gdańsk Przymorze! Komfortowe 2 pokoje|Gdańsk Przymorze, Chłopska|29|2|1980|15517|Mieszkanie|0|1|1|1|0|3|0|1|0|secondary
223|3 pok. po remoncie- widok na rzekę i Stare Miasto|Gdańsk Dolne Miasto, Kamienna Grobla|50.6|3|1970|15316|Mieszkanie|0|1|0|0|1|7|0|1|0|secondary
224|Kameralna inwestycja przy Parku Oliwskim i OBC|Gdańsk Oliwa, Kaprów|52.44|2|2014|27500|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary
225|Orunia Górna, dwa pokoje z dużym balkonem|Gdańsk Św. Wojciech, Kazimierza Wielkiego|43.26|2|2020|129|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
226|Apartament marina 150 m parking 63/89m2 hala garażowa|Gdańsk Śródmieście, Św. Barbary 12|63|2|2017|19048|Mieszkanie|0|1|1|1|1|6|0|0|0|secondary
227|Jasny apartament z narożnym balkonem   14 piętro|Gdańsk Młode Miasto, Wałowa|79.36|3|2020|23816|Mieszkanie|0|1|0|1|1|14|0|0|0|secondary
228|Unikatowy lokal sprzedawany wraz z firmą|Gdańsk Śródmieście, Ogarna|90|3|1955|33333|Mieszkanie|0|1|0|1|0|Parter|0|1|0|secondary
229|Klimatyczny apartament z oranżerią Kamienna Góra|Gdynia Kamienna Góra, Mariacka|74|2|2015|28378|Mieszkanie|1|1|0|1|1|1|0|1|0|secondary
230|Dwupokojowe mieszkanie z ogródkiem|Gdańsk Osowa, Diany|45|2|2019|1266|Mieszkanie|0|0|0|0|1|Parter|0|0|0|secondary
231|100 m do plaży, 4 pokoje, Neptun Park|Gdańsk Jelitkowo, Wypoczynkowa|8|4|2010|39024|Mieszkanie|0|1|1|1|1|2|0|0|0|secondary
232|Eleganckie mieszkanie z ogródkiem|Gdynia Orłowo, Bernadowska|58|2|2017|28793|Mieszkanie|1|0|1|1|1|Parter|0|0|1|secondary
233|3 pokojowe, 2 miejsca w hali przy lesie Wrzeszcz|Gdańsk Wrzeszcz, Jaśkowa Dolina|60.3|3|2018|21386|Mieszkanie|0|1|1|1|1|3|0|0|0|secondary
234|Trzypokojowe mieszkanie na Dolnym Mieście|Gdańsk Śródmieście, Łąkowa|50|3|1930|13980|Mieszkanie|0|0|0|0|0|2|0|1|0|secondary
235|Apartament na 11 piętrze z widokiem na morze|Gdynia Śródmieście, Świętego Piotra|90.39|4|2023|25998|Mieszkanie|1|1|1|1|1|11|0|1|0|secondary
236|Apartament 2 pokoje 48 m2 Gdańsk Brzeźno|Gdańsk Brzeźno, Karola Chodkiewicza|48.35|2|2019|20476|Mieszkanie|0|1|1|0|1|2|0|0|0|secondary
237|Mieszkanie Inwestycyjne - Wyspa Spichrzów Gdańsk (23% VAT!)|Gdańsk Wyspa Spichrzów, Toruńska 20|37.4|2|2021|2135|Mieszkanie|0|0|0|0|0|2|0|0|0|secondary
238|Wysoki standard wykończenia  funkcjonalne wnętrze |Gdańsk Siedlce, Kartuska|59.55|2|1939|11671|Mieszkanie|0|0|1|0|0|1|0|1|1|secondary
239|Dolny Sopot   Wyposażenie w cenie I|Sopot Wyścigi / Karlikowo, Niepodległości|46.8|3|1930|16004|Mieszkanie|0|0|1|1|0|1|0|1|0|secondary
240|Duży dom na Chełmie|Gdańsk Chełm, Na Zboczu|600|8|2020|4998|Dom wolnostojący|0|0|0|0|0|nan|0|0|0|secondary
241|Elegancki i komfortowy dom z dużym ogrodem|Gdańsk Morena, Myśliwska|330.9|7|2004|10274|Dom wolnostojący|1|1|1|1|0|nan|0|1|1|secondary
242|Pasywny dom Gdańsk Jasień!|Gdańsk Jasień, Kuszników|277|8|2012|7040|Dom wolnostojący|1|0|0|1|0|nan|0|1|0|secondary
243|50 metrów od plaży! Gdańsk Brzeźno|Gdańsk Brzeźno, Południowa|385|17|2012|18130|Dom wolnostojący|0|0|1|1|0|nan|0|1|0|secondary
244|Dom w Gdańsku - ponad 300 m2 w jednym poziomie!|Gdańsk Kokoszki, Grzybowa|315|5|2016|6937|Dom wolnostojący|1|0|0|1|0|nan|0|0|1|secondary
245|Bliźniak - inwestycja z długoterminowym najemcą!|Gdańsk Kokoszki, Metalowców|220|8|1990|9545|Dom bliźniak|0|0|0|0|0|nan|0|1|0|secondary
246|Bungalow na Zakoniczynie!|Gdańsk Zakoniczyn, Andrzeja Huenefelda|280|8|2007|12857|Dom wolnostojący|1|0|1|1|0|nan|0|0|1|secondary
247|Dom idealny na inwestycję|Gdańsk Suchanino, Tadeusza Tylewskiego|345|7|1995|7217|Dom bliźniak|0|1|1|0|0|nan|0|1|1|secondary
248|Kamienica na Głównym Mieście w Gdańsku|Gdańsk Śródmieście, Straganiarska|166|6|1930|19217|Dom kamienica|0|1|0|1|0|nan|0|1|0|secondary
249|Przepiękne mieszkanie 4 pok. na kameralnym osiedlu|Gdańsk Karczemki, Irysowa|75.67|4|2010|10163|Mieszkanie|0|1|0|1|0|2|0|0|0|secondary
250|Działka z domem i lokalem usługowym, inwestycyjna|Gdańsk Sobieszewo, Mieczysława Boguckiego|207.48|6|1992|9398|Dom wolnostojący|0|0|0|1|0|nan|0|1|1|secondary
251|Idealna lokalizacja w Gdyni!|Gdynia Cisowa, Karola Kurpińskiego|46.23|2|1987|10686|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
252|Kawalerka blisko morza!|Gdańsk Przymorze, Piastowska|30|1|1970|13300|Mieszkanie|0|1|0|0|1|8|0|1|0|secondary
253|Mieszkanie - Sopot Dolny|Sopot Dolny Sopot, Jana Jerzego Haffnera|57.95|2|1940|20915|Mieszkanie|0|1|0|0|0|1|0|0|0|secondary
254|Centrum Sopotu 2 pokoje !!!|Sopot Dolny Sopot, Józefa Czyżewskiego|53|2|1960|24528|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
255|2 mieszkania w centrum Sopotu!|Sopot Dolny Sopot, Niepodległości|84|4|1960|13095|Mieszkanie|0|1|0|0|0|3|0|0|0|secondary
256|Mieszkanie do własnej aranżacji 250 m od plaży!|Sopot Dolny Sopot, Parkowa|63.3|3|1900|23539|Mieszkanie|0|0|1|0|0|Parter|0|1|0|secondary
257|3 pokoje do własnej aranżacji 4 minuty od plaży!|Sopot Dolny Sopot, Bolesława Chrobrego|68.47|3|1900|20447|Mieszkanie|0|0|1|1|0|Parter|0|1|1|secondary
258|Połowa willi w Sopocie|Sopot Górny Sopot, Gen. Władysława Andersa|117|3|1910|22650|Mieszkanie|1|0|0|1|0|1|0|0|1|secondary
259|Apartament 3 minuty od plaży !|Sopot Wyścigi / Karlikowo, Bitwy Pod Płowcami|92.76|4|2003|19944|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary
260|Mieszkanie w Sopocie Dolnym z widokiem na morze!|Sopot Dolny Sopot, Bohaterów Monte Cassino|58.65|2|1920|15857|Mieszkanie|0|1|1|0|0|3|0|1|0|secondary
261|Apartament w kamienicy 117m2 w górnym Sopocie|Sopot Górny Sopot, Gen. Władysława Andersa|117|4|1910|21581|Mieszkanie|0|0|0|0|0|1|0|1|0|secondary
262|Piękny apartament z duszą w dolnym sopocie !|Sopot Dolny Sopot, Kazimierza Wielkiego|11|3|1903|24911|Mieszkanie|0|1|0|1|0|3|0|1|0|secondary
263|Sopot, 2 lokale z możliwością podziału na 4|Sopot Dolny Sopot, Niepodległości|288.8|9|1901|10353|Mieszkanie|0|1|0|0|0|2|0|1|0|secondary
264|Mieszkanie 3 pokoje Gdynia Witomino|Gdynia Witomino, Wielkokacka|52.8|3|1974|10019|Mieszkanie|0|1|1|1|1|3|0|1|0|secondary
265|Apartament / 2 miejsca w hali garażowej/ 2 balkony|Gdynia Chylonia, Chylońska|75.39|3|2018|12601|Mieszkanie|0|1|0|1|0|2|0|0|0|secondary
266|3-pok   Siedlce   Spółdzielczo-własnościowe|Gdańsk Siedlce, Szara|55.4|3|1976|12363|Mieszkanie|0|1|0|0|1|5|0|1|0|secondary
267|Atrakcyjny 2-pokojowy apartament / Śródmieście|Gdańsk Dolne Miasto, Sadowa|48.21|2|2018|22817|Mieszkanie|1|1|0|1|1|3|0|1|0|secondary
268|2-3pok.   Quattro Towers   Loggia   Widok|Gdańsk Wrzeszcz, Partyzantów|61|2|2012|1885|Mieszkanie|0|0|0|1|1|6|0|0|0|secondary
269|Idealne mieszkanie pod wynajem Gdynia blisko plaży|Gdynia Działki Leśne, Śląska|59.64|2|1950|10815|Mieszkanie|0|0|0|0|0|4|0|1|0|secondary
270|Mieszkanie w samym Centrum Gdyni !|Gdynia Wzgórze św. Maksymiliana, Świętojańska|34.5|2|1979|17246|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
271|Centrum Gdyni! 800m do Dworca!|Gdynia Działki Leśne, Śląska|78.5|3|1938|13414|Mieszkanie|0|0|1|0|0|1|0|1|0|secondary
272|3 pokoje   Centrum   Bezczynszowe   Parter|Gdynia Wzgórze św. Maksymiliana, Mikołaja Reja|63|3|1936|10317|Mieszkanie|0|0|0|0|0|Parter|0|1|1|secondary
273|Gotowa inwestycja! 2 lokale mieszkalne!|Gdynia Śródmieście, 3 Maja|48|3|1970|1854|Mieszkanie|0|0|0|0|0|Parter|0|0|0|secondary
274|Przestronna kamienica z dużą piwnicą spiżarnią|Gdynia Działki Leśne, Warszawska|67|2|1938|11149|Mieszkanie|0|0|0|0|0|2|0|1|0|secondary
275|Sprzedam wyjątkowe mieszkanie|Gdynia Działki Leśne, Elbląska|150.9|3|1995|8946|Mieszkanie|1|1|0|1|0|Parter|0|0|1|secondary
276|Okna na świętojańską! dwa mieszkania!|Gdynia Śródmieście, Świętojańska|141.39|6|1927|10468|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
277|Centrum Gdyni, wszędzie blisko świetna komunikacja|Gdynia Działki Leśne, Warszawska|66.76|3|1963|10920|Mieszkanie|0|1|0|1|0|3|0|1|0|secondary
278|Mieszkanie w ścisłym centrum gdyni|Gdynia Kamienna Góra, Juliusza Słowackiego|34.54|2|1937|1734|Mieszkanie|0|0|1|0|0|nan|0|0|1|secondary
279|Mieszkanie blisko morza !|Gdynia Kamienna Góra, Marsz. Piłsudskiego|57.76|2|1952|14543|Mieszkanie|0|0|0|1|1|5|0|1|0|secondary
280|3 kawalerki na wynajem w centrum Gdyni|Gdynia Śródmieście, Antoniego Abrahama|99.29|3|1960|1157|Mieszkanie|0|1|0|0|0|1|0|1|0|secondary
281|Mieszkanie do generalnego remontu!|Gdynia Śródmieście, Świętojańska|33.26|2|1927|11575|Mieszkanie|0|0|0|0|0|3|0|1|0|secondary
282|Okna na świętojańską! balkon!|Gdynia Śródmieście, Świętojańska|108.13|5|1927|12013|Mieszkanie|0|1|0|0|0|3|0|1|0|secondary
283|3 pok. Działki Leśne Gdynia - dod. 2 garaże!|Gdynia Działki Leśne, Słupecka|75.6|3|1939|14150|Mieszkanie|1|0|1|1|0|2|0|1|0|secondary
284|Apartament w centrum miasta gdyni|Gdynia Śródmieście, Władysława Iv|52.44|3|1930|1901|Mieszkanie|0|0|0|0|1|5|0|1|0|secondary
285|Centrum Gdyni, po remoncie, ładne|Gdynia Śródmieście, Antoniego Abrahama|48.6|3|1955|18827|Mieszkanie|0|0|0|0|0|1|0|0|0|secondary
286|Piękne mieszkanie tuż przy Gdyni Śródmieściu !!!|Gdynia Działki Leśne, Witomińska|67.3|4|1963|11129|Mieszkanie|0|1|0|1|1|5|0|0|0|secondary
287|Mieszkanie z widokiem na zieleń! Do wejścia!|Gdynia Redłowo, Bohaterów Starówki Warszawskiej|40.78|2|1970|16405|Mieszkanie|0|1|0|1|1|3|0|1|0|secondary
288|Mieszkanie na świętojańskiej|Gdynia Śródmieście, Świętojańska|87.5|4|1930|19314|Mieszkanie|0|0|0|1|1|1|0|1|0|secondary
289|Mieszkanie w centrum Gdyni|Gdynia Działki Leśne, Pomorska|27.8|1|1980|14353|Mieszkanie|0|1|0|1|0|2|0|0|0|secondary
290|Przeszklony apartament   wysokość sufitów 3 M|Gdynia Śródmieście, Jana Z Kolna|114.34|4|2023|23526|Mieszkanie|1|1|0|1|1|2|0|1|0|secondary
291|Mieszkanie 500m od skweru z możliwością 2 pokoi !!|Gdynia Śródmieście, Zygmunta Augusta|30.7|1|1960|14974|Mieszkanie|0|1|0|1|0|3|0|0|0|secondary
292|Apartament inwestycyjny w ścisłym centrum|Gdynia Wzgórze św. Maksymiliana, Kazimierza Górskiego|45.31|2|2022|19753|Mieszkanie|0|0|0|0|1|2|0|0|0|secondary
293|Świetna lokalizacja, 4 pokoje, ciche miejsce|Gdynia Wzgórze św. Maksymiliana, Elizy Orzeszkowej|92.81|4|1955|19384|Mieszkanie|0|0|0|0|0|2|0|1|0|secondary
294|Mieszkanie w ścisłym centrum Gdyni !!!|Gdynia Śródmieście, Stefana Żeromskiego|53.91|3|1964|16119|Mieszkanie|0|1|0|1|1|6|0|0|0|secondary
295|Nieruchomość premium w centrum miasta!|Gdynia Śródmieście, Zygmunta Augusta|77.0|4|2015|24020|Mieszkanie|0|1|1|1|1|1|0|0|0|secondary
296|Centrum Gdyni - 3 pokoje - idealnie skomunikowane|Gdynia Działki Leśne, Morska|5|3|1970|12096|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
297|4 pokoje, idealna lokalizacja, nowe budownictwo|Gdynia Wzgórze św. Maksymiliana, Hetmańska|103.41|4|2008|17890|Mieszkanie|0|1|0|1|1|1|0|1|0|secondary
298|4-pokojowe   balkon   parking   komunikacja   las|Gdynia Demptowo, Skarbka|86.3|4|2008|7868|Mieszkanie|0|1|0|1|0|3|0|0|0|secondary
299|Zamieszkaj w spokojnej okolicy blisko lasu!|Gdynia Wielki Kack, Ks. Jana Pawła Siega|53.3|2|2012|12908|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
300|Apartament obok lasu - ogrodzone osiedle !|Gdynia Chwarzno, Czesława Niemena|80.44|3|2013|12991|Mieszkanie|0|1|0|1|1|2|0|0|0|secondary
301|Klimatyczne mieszkanie blisko lasu|Gdynia Dąbrowa, Gorczycowa|87.1|3|1997|9070|Mieszkanie|0|1|0|1|0|2|0|1|0|secondary
302|Z ogródkiem, pod wynajem, do zamieszkania|Gdynia Karwiny, Janiny Porazińskiej|63.1|4|1984|1060|Mieszkanie|0|1|0|0|0|Parter|0|1|1|secondary
303|Duży taras / LOFT / zielona okolica|Gdynia Wiczlino|89.25|3|2020|8829|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary
304|Przestronny loft zielona okolica|Gdynia Wiczlino|8|3|2020|10720|Mieszkanie|0|1|0|1|1|3|0|0|0|secondary
305|Sokółka zielenisz   balkon   bez prowizji|Gdynia Wiczlino, Janki Bryla|40.86|2|2014|13681|Mieszkanie|0|1|0|0|1|2|0|0|0|secondary
