|title|district|area|number_of_rooms|year_of_creation|price_for_m2_in_PLN|type_of_building|garage|balcony|internet|parking|elevator|floor|terrace|basement|garden|type_of_market
7620|Nowy dom 10 minut od Starego Miasta|Gdynia Dąbrowa, Serdecznikowa|127.1|4|2024|11723|Dom szeregowy|1|0|0|1|0|nan|0|1|1|primary
7621|Apartament inwestycyjny w Śródmieściu Gdańska|Gdynia Dąbrowa, Serdecznikowa|25.67|1|2024|1671|Mieszkanie|0|1|0|1|1|3|0|0|0|primary
7622|Przestronne 2 pokoje w najlepszej lokalizacji!|Gdynia Dąbrowa, Serdecznikowa|43.54|2|2024|22140|Mieszkanie|0|0|0|0|0|12|0|0|0|primary
7623|Kameralna inwestycja w Oliwie - 4 pokoje!|Gdynia Dąbrowa, Serdecznikowa|82.04|4|2023|22835|Mieszkanie|0|1|0|1|1|2|0|0|0|primary
7624|Nowy dom 10 minut od Starego Miasta|Gdynia Dąbrowa, Serdecznikowa|160.29|4|2024|10543|Dom szeregowy|1|0|0|1|0|nan|0|1|1|primary
7625|Słoneczna myśliwska|Gdynia Dąbrowa, Serdecznikowa|63.3|3|2023|12240|Mieszkanie|0|0|0|1|1|1|0|0|0|primary
7626|Własny dom w spokojnej okolicy!|Gdynia Dąbrowa, Serdecznikowa|125.25|4|2024|878|Dom wolnostojący|0|0|0|1|1|nan|0|0|0|primary
7627|Zielone Południe Gdańska|Gdynia Dąbrowa, Serdecznikowa|57.79|4|2023|11600|Mieszkanie|0|0|0|1|1|4|0|0|0|primary
7628|Zielone Południe Gdańska|Gdynia Dąbrowa, Serdecznikowa|54.35|3|2023|11000|Mieszkanie|0|0|0|1|1|1|0|0|0|primary
7629|Zielone Południe Gdańska|Gdynia Dąbrowa, Serdecznikowa|64.|2|2023|11600|Mieszkanie|0|0|0|1|1|3|0|0|0|primary
7630|Zielone Południe Gdańska|Gdynia Dąbrowa, Serdecznikowa|65.28|4|2023|10600|Mieszkanie|0|0|0|1|1|1|0|0|0|primary
7631|Zielone Południe Gdańska|Gdynia Dąbrowa, Serdecznikowa|68.35|4|2023|10600|Mieszkanie|0|0|0|1|1|1|0|0|0|primary
7632|Mieszkanie na sprzedaż, Gdańsk, Łostowice, 2 pokoje, 41,71 mkw, za 485212 zł|Gdynia Dąbrowa, Serdecznikowa|41.71|2|2023|1163|Mieszkanie|0|1|1|1|0|1|0|0|0|primary
7633|INPRO S.A. - Koncept - mieszkanie 2-pok. 41.78 m2 taras|Gdynia Dąbrowa, Serdecznikowa|41.78|2|2024|1123|Mieszkanie|1|0|1|1|0|nan|1|1|0|primary
7634|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 47.22 m2 garderoba|Gdynia Dąbrowa, Serdecznikowa|47.|2|2025|1069|Mieszkanie|1|1|1|1|0|2|0|1|0|primary
7635|INPRO S.A. - Koncept - mieszkanie 3-pok. 64.80 m2|Gdynia Dąbrowa, Serdecznikowa|64.8|3|2024|10908|Mieszkanie|1|0|1|1|0|3|0|1|0|primary
7636|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 44.97 m2|Gdynia Dąbrowa, Serdecznikowa|44.97|2|2025|11016|Mieszkanie|1|1|1|1|0|4|0|1|0|primary
7637|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 44.69 m2|Gdynia Dąbrowa, Serdecznikowa|44.69|2|2025|11016|Mieszkanie|1|1|1|1|0|4|0|1|0|primary
7638|INPRO S.A. - Koncept - mieszkanie 3-pok. 69.31 m2|Gdynia Dąbrowa, Serdecznikowa|69.31|3|2024|1069|Mieszkanie|1|1|1|1|0|2|0|1|0|primary
7639|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 42.58 m2|Gdynia Dąbrowa, Serdecznikowa|42.58|2|2025|10800|Mieszkanie|1|1|1|1|0|2|0|1|0|primary
7640|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 52.69 m2 garderoba|Gdynia Dąbrowa, Serdecznikowa|52.69|2|2025|10800|Mieszkanie|1|1|1|1|0|3|0|1|0|primary
7641|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 44.69 m2 ogródek|Gdynia Dąbrowa, Serdecznikowa|44.69|2|2025|10908|Mieszkanie|1|0|1|1|0|nan|0|1|0|primary
7642|INPRO S.A. - Koncept - mieszkanie 3-pok. 64.80 m2|Gdynia Dąbrowa, Serdecznikowa|64.8|3|2024|10800|Mieszkanie|1|0|1|1|0|3|0|1|0|primary
7643|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 46.36 m2 garderoba|Gdynia Dąbrowa, Serdecznikowa|46.36|2|2025|1069|Mieszkanie|1|1|1|1|0|2|0|1|0|primary
7644|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 45.31 m2|Gdynia Dąbrowa, Serdecznikowa|45.31|2|2025|10908|Mieszkanie|1|1|1|1|0|3|0|1|0|primary
7645|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 42.58 m2|Gdynia Dąbrowa, Serdecznikowa|42.58|2|2025|10908|Mieszkanie|1|1|1|1|0|3|0|1|0|primary
7646|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 44.69 m2|Gdynia Dąbrowa, Serdecznikowa|44.69|2|2025|10908|Mieszkanie|1|1|1|1|0|3|0|1|0|primary
7647|INPRO S.A. - Koncept - mieszkanie 2-pok. 41.78 m2|Gdynia Dąbrowa, Serdecznikowa|41.78|2|2024|11556|Mieszkanie|1|0|1|1|0|3|0|1|0|primary
7648|INPRO S.A. - OPTIMA - mieszkanie 3-pok. 64.27 m2 łazienka i oddzielna toaleta|Gdynia Dąbrowa, Serdecznikowa|64.27|3|2025|10368|Mieszkanie|1|1|1|1|0|2|0|1|0|primary
7649|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 47.22 m2 garderoba|Gdynia Dąbrowa, Serdecznikowa|47.|2|2025|10800|Mieszkanie|1|1|1|1|0|3|0|1|0|primary
7650|INPRO S.A. - OPTIMA - mieszkanie 3-pok. 52.99 m2 ogródek|Gdynia Dąbrowa, Serdecznikowa|52.99|3|2025|10476|Mieszkanie|1|0|1|1|0|nan|0|1|0|primary
7651|INPRO S.A. - Koncept - mieszkanie 3-pok. 60.84 m2|Gdynia Dąbrowa, Serdecznikowa|60.84|3|2024|10908|Mieszkanie|1|0|1|1|0|3|0|1|0|primary
7652|INPRO S.A. - Koncept - mieszkanie 3-pok. 69.31 m2|Gdynia Dąbrowa, Serdecznikowa|69.31|3|2024|10908|Mieszkanie|1|1|1|1|0|4|0|1|0|primary
7653|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 43.26 m2|Gdynia Dąbrowa, Serdecznikowa|43.26|2|2025|11016|Mieszkanie|1|1|1|1|0|4|0|1|0|primary
7654|INPRO S.A. - OPTIMA - mieszkanie 3-pok. 61.71 m2 łazienka i oddzielna toaleta|Gdynia Dąbrowa, Serdecznikowa|61.71|3|2025|10368|Mieszkanie|1|1|1|1|0|2|0|1|0|primary
7655|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 52.69 m2 garderoba|Gdynia Dąbrowa, Serdecznikowa|52.69|2|2025|10908|Mieszkanie|1|1|1|1|0|4|0|1|0|primary
7656|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 42.42 m2 ogródek|Gdynia Dąbrowa, Serdecznikowa|42.4|2|2025|10584|Mieszkanie|1|0|1|1|0|nan|0|1|0|primary
7657|INPRO S.A. - Koncept - mieszkanie 3-pok. 69.31 m2|Gdynia Dąbrowa, Serdecznikowa|69.31|3|2024|10908|Mieszkanie|1|1|1|1|0|4|0|1|0|primary
7658|INPRO S.A. - OPTIMA - mieszkanie 3-pok. 61.71 m2 łazienka i oddzielna toaleta|Gdynia Dąbrowa, Serdecznikowa|61.71|3|2025|10476|Mieszkanie|1|1|1|1|0|3|0|1|0|primary
7659|INPRO S.A. - Koncept - mieszkanie 4-pok. 89.20 m2|Gdynia Dąbrowa, Serdecznikowa|89.|4|2024|10800|Mieszkanie|1|1|1|1|0|3|0|1|0|primary
7660|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 42.62 m2|Gdynia Dąbrowa, Serdecznikowa|42.6|2|2025|11016|Mieszkanie|1|1|1|1|0|4|0|1|0|primary
7661|INPRO S.A. - Koncept - mieszkanie 4-pok. 89.20 m2|Gdynia Dąbrowa, Serdecznikowa|89.|4|2024|10584|Mieszkanie|1|1|1|1|0|1|0|1|0|primary
7662|INPRO S.A. - Koncept - mieszkanie 3-pok. 64.80 m2|Gdynia Dąbrowa, Serdecznikowa|64.8|3|2024|10800|Mieszkanie|1|0|1|1|0|2|0|1|0|primary
7663|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 47.22 m2 garderoba|Gdynia Dąbrowa, Serdecznikowa|47.|2|2025|10908|Mieszkanie|1|1|1|1|0|4|0|1|0|primary
7664|INPRO S.A. - OPTIMA - mieszkanie 3-pok. 65.17 m2 łazienka i oddzielna toaleta|Gdynia Dąbrowa, Serdecznikowa|65.17|3|2025|10476|Mieszkanie|1|1|1|1|0|3|0|1|0|primary
7665|INPRO S.A. - OPTIMA - mieszkanie 3-pok. 52.93 m2|Gdynia Dąbrowa, Serdecznikowa|52.93|3|2025|1069|Mieszkanie|1|1|1|1|0|4|0|1|0|primary
7666|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 46.36 m2 garderoba|Gdynia Dąbrowa, Serdecznikowa|46.36|2|2025|10908|Mieszkanie|1|1|1|1|0|4|0|1|0|primary
7667|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 45.31 m2 ogródek|Gdynia Dąbrowa, Serdecznikowa|45.31|2|2025|10584|Mieszkanie|1|0|1|1|0|nan|0|1|0|primary
7668|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 42.58 m2 ogródek|Gdynia Dąbrowa, Serdecznikowa|42.58|2|2025|10800|Mieszkanie|1|0|1|1|0|nan|0|1|0|primary
7669|INPRO S.A. - Koncept - mieszkanie 4-pok. 89.74 m2 ogródek|Gdynia Dąbrowa, Serdecznikowa|89.74|4|2024|10908|Mieszkanie|1|0|1|1|0|nan|1|1|0|primary
7670|INPRO S.A. - Koncept - mieszkanie 2-pok. 47.06 m2|Gdynia Dąbrowa, Serdecznikowa|47.06|2|2024|11124|Mieszkanie|1|0|1|1|0|1|0|1|0|primary
7671|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 44.97 m2|Gdynia Dąbrowa, Serdecznikowa|44.97|2|2025|10908|Mieszkanie|1|1|1|1|0|3|0|1|0|primary
7672|INPRO S.A. - Koncept - mieszkanie 2-pok. 45.69 m2|Gdynia Dąbrowa, Serdecznikowa|45.69|2|2024|11556|Mieszkanie|1|0|1|1|0|4|0|1|0|primary
7673|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 45.31 m2|Gdynia Dąbrowa, Serdecznikowa|45.31|2|2025|11016|Mieszkanie|1|1|1|1|0|4|0|1|0|primary
7674|INPRO S.A. - OPTIMA - mieszkanie 3-pok. 65.17 m2 ogródek, łazienka i oddzielna toaleta|Gdynia Dąbrowa, Serdecznikowa|65.17|3|2025|1069|Mieszkanie|1|0|1|1|0|nan|0|1|0|primary
7675|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 42.42 m2|Gdynia Dąbrowa, Serdecznikowa|42.4|2|2025|11016|Mieszkanie|1|1|1|1|0|4|0|1|0|primary
7676|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 50.85 m2 duży ogródek, garderoba|Gdynia Dąbrowa, Serdecznikowa|50.85|2|2025|10800|Mieszkanie|1|0|1|1|0|nan|0|1|0|primary
7677|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 42.58 m2|Gdynia Dąbrowa, Serdecznikowa|42.58|2|2025|11016|Mieszkanie|1|1|1|1|0|4|0|1|0|primary
7678|INPRO S.A. - Koncept - mieszkanie 2-pok. 47.14 m2|Gdynia Dąbrowa, Serdecznikowa|47.14|2|2024|11556|Mieszkanie|1|0|1|1|0|4|0|1|0|primary
7679|INPRO S.A. - Koncept - mieszkanie 3-pok. 64.80 m2|Gdynia Dąbrowa, Serdecznikowa|64.8|3|2024|1069|Mieszkanie|1|0|1|1|0|2|0|1|0|primary
7680|INPRO S.A. - OPTIMA - mieszkanie 3-pok. 65.17 m2 łazienka i oddzielna toaleta|Gdynia Dąbrowa, Serdecznikowa|65.17|3|2025|10368|Mieszkanie|1|1|1|1|0|2|0|1|0|primary
7681|INPRO S.A. - Koncept - mieszkanie 3-pok. 69.31 m2|Gdynia Dąbrowa, Serdecznikowa|69.31|3|2024|10800|Mieszkanie|1|1|1|1|0|3|0|1|0|primary
7682|INPRO S.A. - Koncept - mieszkanie 2-pok. 43.48 m2 taras, mieszkanie przystosowane do potrzeb osób niepełnosprawnych|Gdynia Dąbrowa, Serdecznikowa|43.48|2|2024|1123|Mieszkanie|1|0|1|1|0|nan|1|1|0|primary
7683|INPRO S.A. - Koncept - mieszkanie 3-pok. 60.84 m2|Gdynia Dąbrowa, Serdecznikowa|60.84|3|2024|1069|Mieszkanie|1|0|1|1|0|1|0|1|0|primary
7684|INPRO S.A. - Koncept - mieszkanie 3-pok. 69.31 m2 ogródek|Gdynia Dąbrowa, Serdecznikowa|69.31|3|2024|10908|Mieszkanie|1|0|1|1|0|nan|0|1|0|primary
7685|INPRO S.A. - Koncept - mieszkanie 3-pok. 64.71 m2 taras|Gdynia Dąbrowa, Serdecznikowa|64.71|3|2024|1069|Mieszkanie|1|0|1|1|0|nan|1|1|0|primary
7686|INPRO S.A. - OPTIMA - mieszkanie 3-pok. 64.27 m2 ogródek, łazienka i oddzielna toaleta|Gdynia Dąbrowa, Serdecznikowa|64.27|3|2025|10476|Mieszkanie|1|0|1|1|0|nan|0|1|0|primary
7687|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 44.66 m2|Gdynia Dąbrowa, Serdecznikowa|44.66|2|2025|11016|Mieszkanie|1|1|1|1|0|4|0|1|0|primary
7688|INPRO S.A. - Koncept - mieszkanie 4-pok. 89.86 m2|Gdynia Dąbrowa, Serdecznikowa|89.86|4|2024|10584|Mieszkanie|1|1|1|1|0|1|0|1|0|primary
7689|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 45.31 m2|Gdynia Dąbrowa, Serdecznikowa|45.31|2|2025|10800|Mieszkanie|1|1|1|1|0|2|0|1|0|primary
7690|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 52.44 m2 ogródek, garderoba|Gdynia Dąbrowa, Serdecznikowa|52.44|2|2025|10800|Mieszkanie|1|0|1|1|0|nan|0|1|0|primary
7691|INPRO S.A. - OPTIMA - mieszkanie 3-pok. 61.71 m2 łazienka i oddzielna toaleta|Gdynia Dąbrowa, Serdecznikowa|61.71|3|2025|10584|Mieszkanie|1|1|1|1|0|4|0|1|0|primary
7692|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 52.69 m2 garderoba|Gdynia Dąbrowa, Serdecznikowa|52.69|2|2025|1069|Mieszkanie|1|1|1|1|0|2|0|1|0|primary
7693|INPRO S.A. - Koncept - mieszkanie 4-pok. 89.10 m2 ogródek|Gdynia Dąbrowa, Serdecznikowa|89.1|4|2024|11016|Mieszkanie|1|0|1|1|0|nan|1|1|0|primary
7694|INPRO S.A. - Koncept - mieszkanie 4-pok. 89.20 m2|Gdynia Dąbrowa, Serdecznikowa|89.|4|2024|1069|Mieszkanie|1|1|1|1|0|2|0|1|0|primary
7695|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 51.10 m2 garderoba|Gdynia Dąbrowa, Serdecznikowa|51.1|2|2025|10908|Mieszkanie|1|1|1|1|0|4|0|1|0|primary
7696|INPRO S.A. - Koncept - mieszkanie 4-pok. 89.86 m2|Gdynia Dąbrowa, Serdecznikowa|89.86|4|2024|10908|Mieszkanie|1|1|1|1|0|4|0|1|0|primary
7697|INPRO S.A. - Koncept - mieszkanie 2-pok. 47.06 m2|Gdynia Dąbrowa, Serdecznikowa|47.06|2|2024|11340|Mieszkanie|1|0|1|1|0|2|0|1|0|primary
7698|INPRO S.A. - Koncept - mieszkanie 4-pok. 89.20 m2|Gdynia Dąbrowa, Serdecznikowa|89.|4|2024|10908|Mieszkanie|1|1|1|1|0|4|0|1|0|primary
7699|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 46.36 m2 garderoba|Gdynia Dąbrowa, Serdecznikowa|46.36|2|2025|10800|Mieszkanie|1|1|1|1|0|3|0|1|0|primary
7700|INPRO S.A. - Koncept - mieszkanie 2-pok. 48.41 m2 taras|Gdynia Dąbrowa, Serdecznikowa|48.41|2|2024|1123|Mieszkanie|1|0|1|1|0|nan|1|1|0|primary
7701|INPRO S.A. - Koncept - mieszkanie 3-pok. 64.80 m2|Gdynia Dąbrowa, Serdecznikowa|64.8|3|2024|1069|Mieszkanie|1|0|1|1|0|1|0|1|0|primary
7702|INPRO S.A. - Koncept - mieszkanie 3-pok. 69.31 m2|Gdynia Dąbrowa, Serdecznikowa|69.31|3|2024|10584|Mieszkanie|1|1|1|1|0|1|0|1|0|primary
7703|INPRO S.A. - Koncept - mieszkanie 3-pok. 60.84 m2|Gdynia Dąbrowa, Serdecznikowa|60.84|3|2024|11016|Mieszkanie|1|0|1|1|0|4|0|1|0|primary
7704|INPRO S.A. - Koncept - mieszkanie 3-pok. 69.31 m2|Gdynia Dąbrowa, Serdecznikowa|69.31|3|2024|1069|Mieszkanie|1|1|1|1|0|2|0|1|0|primary
7705|INPRO S.A. - Koncept - mieszkanie 3-pok. 69.31 m2|Gdynia Dąbrowa, Serdecznikowa|69.31|3|2024|10800|Mieszkanie|1|1|1|1|0|3|0|1|0|primary
7706|INPRO S.A. - Koncept - mieszkanie 3-pok. 64.80 m2|Gdynia Dąbrowa, Serdecznikowa|64.8|3|2024|10908|Mieszkanie|1|0|1|1|0|4|0|1|0|primary
7707|INPRO S.A. - OPTIMA - mieszkanie 3-pok. 64.20 m2 łazienka i oddzielna toaleta|Gdynia Dąbrowa, Serdecznikowa|64.|3|2025|10476|Mieszkanie|1|1|1|1|0|3|0|1|0|primary
7708|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 51.10 m2 garderoba|Gdynia Dąbrowa, Serdecznikowa|51.1|2|2025|10800|Mieszkanie|1|1|1|1|0|3|0|1|0|primary
7709|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 43.26 m2|Gdynia Dąbrowa, Serdecznikowa|43.26|2|2025|10908|Mieszkanie|1|1|1|1|0|3|0|1|0|primary
7710|INPRO S.A. - OPTIMA - mieszkanie 2-pok. 51.10 m2 garderoba|Gdynia Dąbrowa, Serdecznikowa|51.1|2|2025|1069|Mieszkanie|1|1|1|1|0|2|0|1|0|primary
7711|Duże mieszkanie pod lasem|Gdynia Dąbrowa, Serdecznikowa|88.67|3|2023|7866|Mieszkanie|0|0|0|0|1|1|0|0|0|primary
7712|Świetna lokalizacja pod lasem|Gdynia Dąbrowa, Serdecznikowa|87.44|3|2023|8086|Mieszkanie|0|0|0|0|1|1|0|0|0|primary
7713|Mieszkanie wylot na Kaszuby|Gdynia Dąbrowa, Serdecznikowa|88.67|3|2023|7866|Mieszkanie|0|0|0|0|1|1|0|0|0|primary
7714|Duży dom Gdańsk|Gdynia Dąbrowa, Serdecznikowa|125.25|4|2024|918|Dom wolnostojący|0|0|0|1|1|nan|0|0|0|primary
7715|Ostatnie mieszkanie z ogródkiem w promocji!|Gdynia Dąbrowa, Serdecznikowa|59.4|4|2024|9377|Mieszkanie|0|0|0|0|0|Parter|0|0|0|primary
7716|Na sprzedaż apartament w centrum Gdyni parking|Gdynia Dąbrowa, Serdecznikowa|45.73|2|2023|16275|Mieszkanie|0|0|0|0|0|2|0|0|0|primary
7717|Rodzinne mieszkanie  w Gdańsku na sprzedaż.|Gdynia Dąbrowa, Serdecznikowa|95.5|5|2023|7330|Mieszkanie|0|1|0|1|0|1|0|0|1|primary
7718|Dom na działke ROD wysokość 5m|Gdynia Dąbrowa, Serdecznikowa|60|3|2023|1213|Dom wolnostojący|0|0|0|0|0|nan|0|0|0|primary
7719|Dom 5x6m z tarasem bocznym 2m, bez pozwolenia|Gdynia Dąbrowa, Serdecznikowa|60|3|2023|1570|Dom wolnostojący|0|0|0|0|0|nan|0|0|0|primary
7720|Tani dom na zgłoszenie|Gdynia Dąbrowa, Serdecznikowa|70|4|2023|1668|Dom wolnostojący|0|0|0|0|0|nan|0|0|0|primary
7721|4 pokojowe I Zielona oaza na południu Gdańska|Gdynia Dąbrowa, Serdecznikowa|67.61|4|2024|11100|Mieszkanie|0|1|1|1|1|4|0|0|0|primary
7722|Tani Dom 70m2 bez pozwolenia na budowe|Gdynia Dąbrowa, Serdecznikowa|70|3|2023|2068|Dom wolnostojący|0|0|0|0|0|nan|0|0|0|primary
7723|1 pokojowe I Zielona oaza na południu Gdańska|Gdynia Dąbrowa, Serdecznikowa|27.6|1|2024|1286|Mieszkanie|0|1|1|1|1|1|0|0|0|primary
7724|Sianowska Polana   19B|Gdynia Dąbrowa, Serdecznikowa|126.23|5|2024|9110|Dom wolnostojący|0|0|0|0|0|Parter|0|0|1|primary
7725|Sianowska Polana   18A|Gdynia Dąbrowa, Serdecznikowa|126.1|4|2024|9040|Dom wolnostojący|0|0|0|0|0|Parter|0|0|1|primary
7726|Sianowska Polana   17A|Gdynia Dąbrowa, Serdecznikowa|126.1|4|2024|9120|Dom wolnostojący|0|0|0|0|0|Parter|0|0|1|primary
7727|Sianowska Polana   37A|Gdynia Dąbrowa, Serdecznikowa|127.36|5|2024|8951|Dom wolnostojący|0|0|0|0|0|Parter|0|0|1|primary
7728|Sianowska Polana   33A|Gdynia Dąbrowa, Serdecznikowa|126.23|5|2024|8873|Dom wolnostojący|0|0|0|0|0|Parter|0|0|1|primary
7729|Sianowska Polana   32A|Gdynia Dąbrowa, Serdecznikowa|126.23|5|2024|9031|Dom wolnostojący|0|0|0|0|0|Parter|0|0|1|primary
7730|Sianowska Polana   34B|Gdynia Dąbrowa, Serdecznikowa|126.1|4|2024|8961|Dom wolnostojący|0|0|0|0|0|Parter|0|0|1|primary
7731|Sianowska Polana   35B|Gdynia Dąbrowa, Serdecznikowa|126.1|4|2024|9080|Dom wolnostojący|0|0|0|0|0|Parter|0|0|1|primary
7732|Sianowska Polana   18B|Gdynia Dąbrowa, Serdecznikowa|126.23|5|2024|9031|Dom wolnostojący|0|0|0|0|0|Parter|0|0|1|primary
7733|Sianowska Polana   19A|Gdynia Dąbrowa, Serdecznikowa|126.1|4|2024|9120|Dom wolnostojący|0|0|0|0|0|Parter|0|0|1|primary
7734|Sianowska Polana   37B|Gdynia Dąbrowa, Serdecznikowa|126.1|4|2024|9080|Dom wolnostojący|0|0|0|0|0|Parter|0|0|1|primary
7735|Sianowska Polana   36A|Gdynia Dąbrowa, Serdecznikowa|126.23|5|2024|895|Dom wolnostojący|0|0|0|0|0|Parter|0|0|1|primary
7736|Mieszkanie - Gdynia Dąbrowa, 735 263 zł|Gdynia Dąbrowa, Serdecznikowa|78.56|4|2023|9359|Mieszkanie|0|0|0|0|1|1|0|0|0|primary
7737|Quercus   B2.129|Gdynia Dąbrowa, Serdecznikowa|40.65|2|2025|1154|Mieszkanie|0|0|0|0|1|5|0|0|0|primary
7738|Nowe mieszkanie blisko Śródmieścia|Gdynia Dąbrowa, Serdecznikowa|56.29|3|2023|13519|Mieszkanie|0|1|0|1|0|2|0|0|0|primary
7739|Odbiór 08-2024 - okazja - Gdynia Centrum Chylonia - m2|Gdynia Dąbrowa, Serdecznikowa|55.9|3|2024|969|Mieszkanie|0|0|0|0|0|1|0|0|0|primary
7740|Odbiór 08-2024 - okazja - Gdynia Centrum Chylonia m4|Gdynia Dąbrowa, Serdecznikowa|54.47|2|2024|9583|Mieszkanie|0|0|0|0|0|1|0|0|0|primary
7741|Odbiór 08-2024 - okazja - Gdynia Centrum Chylonia m10|Gdynia Dąbrowa, Serdecznikowa|55.93|3|2024|9691|Mieszkanie|0|0|0|0|0|3|0|0|0|primary
7742|2 pokoje   idealne pod inwestycję   Śródmieście|Gdynia Dąbrowa, Serdecznikowa|33.89|2|2024|17600|Mieszkanie|0|1|0|0|0|2|0|0|0|primary
7743|Urokliwa Inwestycja TORO w Gdyni|Gdynia Dąbrowa, Serdecznikowa|44.7|2|2023|1545|Mieszkanie|1|0|0|0|1|Parter|0|0|0|primary
7744|Aves Resort and Spa   B.2.25|Gdynia Dąbrowa, Serdecznikowa|93.23|2|2025|30627|Mieszkanie|0|1|0|0|0|2|0|0|0|primary
7745|Aves Resort and Spa   B.0.06|Gdynia Dąbrowa, Serdecznikowa|29.39|1|2025|26937|Mieszkanie|0|0|0|0|0|Parter|1|0|0|primary
7746|Aves Resort and Spa   B.1.23|Gdynia Dąbrowa, Serdecznikowa|29.68|1|2025|27675|Mieszkanie|0|1|0|0|0|1|0|0|0|primary
7747|Aves Resort and Spa   C.1.16|Gdynia Dąbrowa, Serdecznikowa|29.68|1|2025|27675|Mieszkanie|0|1|0|0|0|1|0|0|0|primary
7748|Aves Resort and Spa   B.2.26|Gdynia Dąbrowa, Serdecznikowa|74.3|1|2025|34317|Mieszkanie|0|1|0|0|0|2|0|0|0|primary
7749|Aves Resort and Spa   C.0.09|Gdynia Dąbrowa, Serdecznikowa|29.39|1|2025|26937|Mieszkanie|0|0|0|0|0|Parter|1|0|0|primary
7750|Aves Resort and Spa   C.0.13|Gdynia Dąbrowa, Serdecznikowa|29.68|1|2025|26937|Mieszkanie|0|0|0|0|0|Parter|1|0|0|primary
7751|Aves Resort and Spa   C.0.06|Gdynia Dąbrowa, Serdecznikowa|29.4|1|2025|26937|Mieszkanie|0|0|0|0|0|Parter|1|0|0|primary
7752|Aves Resort and Spa   C.2.34|Gdynia Dąbrowa, Serdecznikowa|94.76|2|2025|34317|Mieszkanie|0|1|0|0|0|2|0|0|0|primary
7753|Aves Resort and Spa   C.0.03|Gdynia Dąbrowa, Serdecznikowa|48.17|2|2025|25707|Mieszkanie|0|0|0|0|0|Parter|1|0|0|primary
7754|Aves Resort and Spa   C.2.36|Gdynia Dąbrowa, Serdecznikowa|50.45|1|2025|33087|Mieszkanie|0|1|0|0|0|2|0|0|0|primary
7755|Aves Resort and Spa   C.2.30|Gdynia Dąbrowa, Serdecznikowa|75.29|2|2025|34317|Mieszkanie|0|1|0|0|0|2|0|0|0|primary
7756|Aves Resort and Spa   C.1.18|Gdynia Dąbrowa, Serdecznikowa|65.1|2|2025|28659|Mieszkanie|0|1|0|0|0|1|0|0|0|primary
7757|Aves Resort and Spa   B.0.03|Gdynia Dąbrowa, Serdecznikowa|28.8|1|2025|26445|Mieszkanie|0|0|0|0|0|Parter|1|0|0|primary
7758|Aves Resort and Spa   C.2.31|Gdynia Dąbrowa, Serdecznikowa|69.49|2|2025|34317|Mieszkanie|0|1|0|0|0|2|0|0|0|primary
7759|Aves Resort and Spa   B.1.19|Gdynia Dąbrowa, Serdecznikowa|41.95|2|2025|29397|Mieszkanie|0|1|0|0|0|1|0|0|0|primary
7760|Aves Resort and Spa   B.0.02|Gdynia Dąbrowa, Serdecznikowa|29.63|1|2025|26445|Mieszkanie|0|0|0|0|0|Parter|1|0|0|primary
7761|Aves Resort and Spa   B.2.28|Gdynia Dąbrowa, Serdecznikowa|69.49|2|2025|34317|Mieszkanie|0|1|0|0|0|2|0|0|0|primary
7762|Aves Resort and Spa   B.1.14|Gdynia Dąbrowa, Serdecznikowa|32.71|1|2025|28659|Mieszkanie|0|0|0|0|0|1|0|0|0|primary
7763|Aves Resort and Spa   B.0.08|Gdynia Dąbrowa, Serdecznikowa|52.07|2|2025|27060|Mieszkanie|0|0|0|0|0|Parter|1|0|0|primary
