title|district|area|number_of_rooms|year_of_creation|price_for_m2_in_PLN|type_of_building|garage|balcony|internet|parking|elevator|floor|terrace|basement|garden|type_of_market|street|city|overall_price
Komfortowe - 2 pokoje - nowoczesne osiedle|Dąbrowa|53.7|2|2024|9100.0|Mieszkanie|0|1|0|0|1|1|0|0|0|primary| Serdecznikowa|gdynia|488670.0
2 pokoje 53 m2 na nowoczesnym osiedlu|Dąbrowa|53.1|2|2024|9250.0|Mieszkanie|0|1|0|0|1|4|0|0|0|primary| Serdecznikowa|gdynia|491175.0
Mieszkanie 2-pokojowe do własnej aranżacji!|Dąbrowa|53.7|2|2024|9150.0|Mieszkanie|0|1|0|0|1|2|0|0|0|primary| Serdecznikowa|gdynia|491355.0
Gotowe do odbioru!! Super cena!!|Dąbrowa|42.71|2|2024|11500.0|Mieszkanie|0|0|0|0|1|0|0|0|1|primary| Serdecznikowa|gdynia|491165.0
Bliźniak z antresolą i ogródkiem!|Dąbrowa|95.48|3|2024|823.0|Dom bliźniak|0|0|0|1|0||0|0|1|primary| Serdecznikowa|gdynia|78580.04000000001
Gotowe do odbioru!! Super cena!!|Dąbrowa|53.88|3|2024|10491.0|Mieszkanie|0|1|0|0|1|4|0|0|0|primary| Serdecznikowa|gdynia|565255.0800000001
Gotowe do odbioru!! Super cena!!|Dąbrowa|71.98|4|2024|9338.0|Mieszkanie|0|0|0|0|1|0|0|0|1|primary| Serdecznikowa|gdynia|672149.24
Dom w kamienicy z DUŻYM ogrodem, Blisko centrum|Dąbrowa|127.0|5|2024|1173.0|Dom szeregowy|1|0|0|1|0||0|0|1|primary| Serdecznikowa|gdynia|148971.0
Mieszkanie 3-pokojowe do własnej aranżacji!|Dąbrowa|59.26|3|2024|8550.0|Mieszkanie|0|1|0|0|1|3|0|0|0|primary| Serdecznikowa|gdynia|506673.0
3 pokoje - nowoczesne osiedle + parking + komórka|Dąbrowa|64.19|3|2024|8650.0|Mieszkanie|0|1|0|0|1|3|0|0|0|primary| Serdecznikowa|gdynia|555243.5
Mieszkanie 2-pokojowe do aranżacji nowe osiedle|Dąbrowa|53.7|2|2024|9050.0|Mieszkanie|0|1|0|0|1|2|0|0|0|primary| Serdecznikowa|gdynia|485985.0
Wygodne 2 pokoje, nowoczesne osiedle|Dąbrowa|48.79|2|2024|9300.0|Mieszkanie|0|1|0|0|1|4|0|0|0|primary| Serdecznikowa|gdynia|453747.0
Komfortowe 3 pokoje - nowoczesne osiedle|Dąbrowa|59.26|3|2024|8550.0|Mieszkanie|0|1|0|0|1|4|0|0|0|primary| Serdecznikowa|gdynia|506673.0
Nowoczesny dom dla wymagających|Dąbrowa|210.0|6|2023|1285.0|Dom bliźniak|0|0|0|0|0||0|0|0|primary| Serdecznikowa|gdynia|269850.0
Nowy wykończony nadmorski apartament Gdynia|Dąbrowa|47.0|2|2022|14787.0|Mieszkanie|0|0|1|0|1|0|0|0|1|primary| Serdecznikowa|gdynia|694989.0
3 pokoje w nowoczesnym budynku|Dąbrowa|64.19|3|2024|8500.0|Mieszkanie|0|1|0|0|1|1|0|0|1|primary| Serdecznikowa|gdynia|545615.0
2 pokoje gotowe_ogródek_dostepne od ręki !!!|Dąbrowa|35.55|2|2023|10686.0|Mieszkanie|1|0|1|1|1|0|0|0|1|primary| Serdecznikowa|gdynia|379887.3
Mieszkanie 3 pokojowe I Gdańsk Łostowice|Dąbrowa|56.66|3|2024|10431.0|Mieszkanie|0|1|0|1|1|3|0|0|0|primary| Serdecznikowa|gdynia|591020.46
Mieszkanie 3 pokojowe I 54 m2 I Gdańsk Łostowice|Dąbrowa|53.88|3|2024|10491.0|Mieszkanie|0|1|1|1|1|4|0|0|0|primary| Serdecznikowa|gdynia|565255.0800000001
Mieszkanie - Gdańsk Jasień|Dąbrowa|57.65|3|2024|10000.0|Mieszkanie|0|1|1|0|1|3|0|0|0|primary| Serdecznikowa|gdynia|576500.0
Mieszkanie - Gdańsk Jasień|Dąbrowa|33.24|2|2024|12801.0|Mieszkanie|0|1|1|0|1|1|0|0|0|primary| Serdecznikowa|gdynia|425505.24000000005
Mieszkanie - Gdańsk Jasień|Dąbrowa|57.65|3|2024|10087.0|Mieszkanie|0|1|1|0|1|4|0|0|0|primary| Serdecznikowa|gdynia|581515.5499999999
Mieszkanie - Gdańsk Jasień|Dąbrowa|33.24|2|2024|13147.0|Mieszkanie|0|1|1|0|1|3|0|0|0|primary| Serdecznikowa|gdynia|437006.28
Mieszkanie - Gdańsk Jasień|Dąbrowa|68.07|4|2024|9865.0|Mieszkanie|0|1|1|0|1|2|0|0|0|primary| Serdecznikowa|gdynia|671510.5499999999
Mieszkanie - Gdańsk Jasień|Dąbrowa|33.1|2|2024|13323.0|Mieszkanie|0|1|1|0|1|4|0|0|0|primary| Serdecznikowa|gdynia|440991.30000000005
Mieszkanie - Gdańsk Jasień|Dąbrowa|60.45|3|2024|11563.0|Mieszkanie|0|1|1|0|1|0|0|0|0|primary| Serdecznikowa|gdynia|698983.35
Mieszkanie - Gdańsk Jasień|Dąbrowa|60.86|3|2024|11017.0|Mieszkanie|0|1|1|0|1|4|0|0|0|primary| Serdecznikowa|gdynia|670494.62
Mieszkanie - Gdańsk Jasień|Dąbrowa|60.76|3|2024|11504.0|Mieszkanie|0|1|1|0|1|0|0|0|0|primary| Serdecznikowa|gdynia|698983.0399999999
DOKI- gotowe 4 pokoje - atrakcyjna cena !|Dąbrowa|82.38|4|2024|15356.0|Mieszkanie|0|1|0|1|0|3|0|0|0|primary| Serdecznikowa|gdynia|1265027.28
Jedyny taki dom, tak blisko centrum|Dąbrowa|135.0|4|2023|12556.0|Dom bliźniak|1|1|0|1|0||0|0|1|primary| Serdecznikowa|gdynia|1695060.0
Dom (Bliźniak) - Gdańsk Kowale|Dąbrowa|125.75|5|2023|7873.0|Dom bliźniak|1|0|1|1|0||0|0|1|primary| Serdecznikowa|gdynia|990029.75
Gotowe_zobacz na żywo_Płd-Zach.|Dąbrowa|60.35|4|2023|9313.0|Mieszkanie|0|1|1|1|1|3|0|0|0|primary| Serdecznikowa|gdynia|562039.55
Mieszkanie gdańsk, stolema, 2 pokoje, balkon|Dąbrowa|4.0|2|2025|14066.0|Mieszkanie|0|1|0|1|0|1|0|0|0|primary| Serdecznikowa|gdynia|56264.0
Odrębna kuchnia i 3 pokoje - w super promocji!|Dąbrowa|53.3|3|2024|9524.0|Mieszkanie|0|1|1|1|1|1|0|0|0|primary| Serdecznikowa|gdynia|507629.19999999995
SUPER widok na tereny zielone_szybki odbiór|Dąbrowa|39.36|2|2024|10406.0|Mieszkanie|1|1|1|1|1|3|0|0|0|primary| Serdecznikowa|gdynia|409580.16
Odbierz swój Rabat na dni otwarte|Dąbrowa|40.15|2|2024|10074.0|Mieszkanie|1|1|1|1|1|2|0|0|0|primary| Serdecznikowa|gdynia|404471.1
4 pokoje_widna kuchnia_dwie łazienki_ładny widok!|Dąbrowa|59.23|4|2024|9200.0|Mieszkanie|0|1|1|1|1|1|0|0|0|primary| Serdecznikowa|gdynia|544916.0
Okazja_15 minut do Centrum - Odbiór już w tym ROKU|Dąbrowa|60.71|4|2024|9284.0|Mieszkanie|1|1|1|1|1|2|0|0|0|primary| Serdecznikowa|gdynia|563631.64
Mieszkanie 3 pokojowe z ogródkiem. Gdynia Dąbrowa. Odbiór luty 2026|Dąbrowa|57.31|3|2026|10907.0|Mieszkanie|0|0|0|1|1|0|1|0|0|primary| Serdecznikowa|gdynia|625080.17
Apartament Premium spacerem do morza!|Dąbrowa|77.75|3|2024|14375.0|Mieszkanie|0|0|0|1|1|6|0|0|0|primary| Serdecznikowa|gdynia|1117656.25
Mieszkanie Kawalerka 2pokoje Gdańsk|Dąbrowa|34.0|2|2024|1088.0|Mieszkanie|0|1|0|0|0|1|0|0|0|primary| Serdecznikowa|gdynia|36992.0
Gdańsk Oliwa - 3 Pokoje; Taras; Ogródek|Dąbrowa|64.27|3|2024|19955.0|Mieszkanie|0|0|0|0|1|0|0|0|1|primary| Serdecznikowa|gdynia|1282507.8499999999
Gotowe do Odbioru; 3 pokoje; 2 balkony   gdynia|Dąbrowa|81.85|3|2020|19980.0|Mieszkanie|0|1|0|0|1|7|0|0|0|primary| Serdecznikowa|gdynia|1635363.0
Osiedle Premium Oliwa; 4 pokoje gotowe do odbioru|Dąbrowa|82.04|4|2023|21774.0|Mieszkanie|0|0|0|0|1|0|0|0|1|primary| Serdecznikowa|gdynia|1786338.9600000002
Letnica 4 Pokoje; 2 Łazienki; Balkony Różne Strony|Dąbrowa|87.39|4|2024|14000.0|Mieszkanie|0|1|0|0|1|1|0|0|0|primary| Serdecznikowa|gdynia|1223460.0
Gdynia Redłowo; 2 Pokoje; 7 Piętro; Nowe Osiedle|Dąbrowa|43.98|2|2024|18468.0|Mieszkanie|0|1|0|0|1|7|0|0|0|primary| Serdecznikowa|gdynia|812222.6399999999
Mieszkanie w dobrej lokalizacji !!|Dąbrowa|50.97|3|2025|10840.0|Mieszkanie|0|1|1|0|1|0|0|0|1|primary| Serdecznikowa|gdynia|552514.7999999999
Mieszkanie na start w dobrej lokalizacji !!|Dąbrowa|34.29|2|2025|12540.0|Mieszkanie|0|1|1|0|1|4|0|0|0|primary| Serdecznikowa|gdynia|429996.6
Apartament Premium 4 pokoje Antracyt Gdańsk Oliwa|Dąbrowa|117.76|4|2025|22200.0|Mieszkanie|0|0|0|0|0|1|0|0|0|primary| Serdecznikowa|gdynia|2614272.0
Apartament Premium 2 pokoje  Antracyt Gdańsk Oliwa|Dąbrowa|50.6|2|2025|24900.0|Mieszkanie|0|1|0|1|0|3|0|0|0|primary| Serdecznikowa|gdynia|1259940.0
Mieszkanie 2 pokojowe z ogródkiem   Letnica|Dąbrowa|47.44|2|2024|14300.0|Mieszkanie|0|1|1|1|1|0|0|0|0|primary| Serdecznikowa|gdynia|678392.0
Zainwestuj na Wyspie Sobieszewskiej !!|Dąbrowa|27.7|1|2023|19260.0|Mieszkanie|0|1|0|0|1|1|0|0|0|primary| Serdecznikowa|gdynia|533502.0
Przedsprzedaż  - Gdańsk, ul. Gostyńska E1|Dąbrowa|134.7|4|2026|8159.0|Dom bliźniak|0|0|0|0|0||0|0|0|primary| Serdecznikowa|gdynia|1099017.2999999998
Przedsprzedaż - Gdańsk, ul. Gostyńska D2|Dąbrowa|134.7|4|2026|8530.0|Dom bliźniak|0|0|0|0|0||0|0|0|primary| Serdecznikowa|gdynia|1148991.0
Przedsprzedaż- Gdańsk, ul. Gostyńska C2|Dąbrowa|134.7|4|2026|7120.0|Dom bliźniak|0|0|0|0|0||0|0|0|primary| Serdecznikowa|gdynia|959063.9999999999
Przedsprzedaż - Gdańsk, ul. Gostyńska C1|Dąbrowa|134.7|4|2026|6971.0|Dom bliźniak|0|0|0|0|0||0|0|0|primary| Serdecznikowa|gdynia|938993.7
Przedsprzedaż - Gdańsk, ul. Gostyńska B2|Dąbrowa|134.7|4|2026|7045.0|Dom bliźniak|0|0|0|0|0||0|0|0|primary| Serdecznikowa|gdynia|948961.4999999999
Przedsprzedaż - Gdańsk, ul. Gostyńska B1|Dąbrowa|134.7|4|2026|6971.0|Dom bliźniak|0|0|0|0|0||0|0|0|primary| Serdecznikowa|gdynia|938993.7
Przedsprzedaż - Gdańsk, ul. Gostyńska A2|Dąbrowa|134.7|4|2026|7045.0|Dom bliźniak|0|0|0|0|0||0|0|0|primary| Serdecznikowa|gdynia|948961.4999999999
Przedsprzedaż - Gdańsk, ul. Gostyńska A1|Dąbrowa|134.7|4|2026|6897.0|Dom bliźniak|0|0|0|0|0||0|0|0|primary| Serdecznikowa|gdynia|929025.8999999999
Odbiory lada moment!! Gdynia Dąbrowa|Dąbrowa|74.55|4|2025|10036.0|Mieszkanie|0|1|0|0|1|1|0|0|0|primary| Serdecznikowa|gdynia|748183.7999999999
Unikatowa inwestycja/szybkie wydanie|Dąbrowa|77.39|4|2024|22296.0|Mieszkanie|1|0|0|1|0|0|0|0|1|primary| Serdecznikowa|gdynia|1725487.44
Funkcjonalne pierwsze mieszkanie Gdynia Dąbrowa|Dąbrowa|43.3|2|2026|12356.0|Mieszkanie|0|0|0|0|0|0|0|0|1|primary| Serdecznikowa|gdynia|535014.7999999999
Słoneczny apartament nad morzem Gdańsk Brzeźno|Dąbrowa|48.54|2|2026|16470.0|Mieszkanie|0|1|0|1|0|3|0|0|0|primary| Serdecznikowa|gdynia|799453.7999999999
Piękne mieszkanie w super lokalizacji|Dąbrowa|38.67|2|2026|12934.0|Mieszkanie|0|0|0|0|0|0|0|0|1|primary| Serdecznikowa|gdynia|500157.78
Mieszkanie 2-pokojowe, Gdynia Pogórze - Gotowe!|Dąbrowa|59.24|2|2023|9600.0|Mieszkanie|0|1|1|1|1|1|0|0|0|primary| Serdecznikowa|gdynia|568704.0
Przestronne mieszkanie Piecki Migowo|Dąbrowa|77.1|4|2024|1155.0|Mieszkanie|0|1|1|1|1|2|0|0|0|primary| Serdecznikowa|gdynia|89050.5
Przestronny, słoneczny apartament   3 pokoje|Dąbrowa|85.07|3|2024|16686.0|Mieszkanie|0|1|1|1|1|5|0|0|0|primary| Serdecznikowa|gdynia|1419478.0199999998
Atrakcyjne mieszkanie   parter   OGRÓD|Dąbrowa|40.0|2|2024|18119.0|Mieszkanie|0|0|0|0|0|0|0|0|0|primary| Serdecznikowa|gdynia|724760.0
Atrakcyjne mieszkanie na Morenie|Dąbrowa|57.63|3|2024|12025.0|Mieszkanie|0|1|1|1|1|1|0|0|0|primary| Serdecznikowa|gdynia|693000.75
Słoneczne mieszkanie przy al. Adamowicza|Dąbrowa|93.31|4|2024|13370.0|Mieszkanie|0|1|1|1|1|3|0|0|0|primary| Serdecznikowa|gdynia|1247554.7
Duży, wygodny dom w sercu Kiełpina Górnego|Dąbrowa|174.8|6|2025|8294.0|Dom bliźniak|1|0|0|0|0||0|0|0|primary| Serdecznikowa|gdynia|1449791.2000000002
4 pokoje + duże poddasze, 2 miejsca parkingowe|Dąbrowa|82.41|4|2025|9101.0|Mieszkanie|1|0|0|0|0|1|0|0|0|primary| Serdecznikowa|gdynia|750013.4099999999
Atrakcyjne 3 pokoje Gdańsk Łostowice|Dąbrowa|56.0|3|2024|10554.0|Mieszkanie|0|0|0|0|0|4|0|0|0|primary| Serdecznikowa|gdynia|591024.0
Totalny hit cenowy - super promocja|Dąbrowa|56.49|3|2024|9051.0|Mieszkanie|1|1|1|1|1|1|0|0|0|primary| Serdecznikowa|gdynia|511290.99
Ogródek ponad 30m2_duża łazienka_słoneczne|Dąbrowa|38.8|2|2025|10207.0|Mieszkanie|0|0|1|1|1|0|0|0|1|primary| Serdecznikowa|gdynia|396031.6
Jedyna inwestycja z odbiorem kluczy w tym roku|Dąbrowa|37.79|2|2024|10913.0|Mieszkanie|1|1|1|1|1|2|0|0|0|primary| Serdecznikowa|gdynia|412402.27
Z ogrodem_Odbierz już w tym roku_rezerwuj dziś|Dąbrowa|41.75|2|2024|10254.0|Mieszkanie|1|0|1|1|1|0|0|0|1|primary| Serdecznikowa|gdynia|428104.5
Najtańsze 3 pok mieszkanie w Gdańsku_z ogródkiem|Dąbrowa|50.81|3|2025|9457.0|Mieszkanie|1|0|1|1|1|0|0|0|1|primary| Serdecznikowa|gdynia|480510.17000000004
Super promocja_szybki odbiór_6,5km od Centrum|Dąbrowa|35.04|2|2024|11221.0|Mieszkanie|1|1|1|1|1|3|0|0|0|primary| Serdecznikowa|gdynia|393183.83999999997
Seaport live in Gdynia Twoje nowe mieszkanie|Dąbrowa|71.4|3|2023|15010.0|Mieszkanie|0|1|1|1|1|1|0|0|0|primary| Serdecznikowa|gdynia|1071714.0
Wiśniowa Aleja -nowe osiedle, 3 pokoje z ogrodem!|Dąbrowa|69.63|3|2024|10613.0|Mieszkanie|0|0|1|1|1|0|0|0|1|primary| Serdecznikowa|gdynia|738983.19
Seaport live in Gdynia Twoje nowe mieszkanie|Dąbrowa|58.0|3|2023|14983.0|Mieszkanie|0|1|1|1|1|1|0|0|0|primary| Serdecznikowa|gdynia|869014.0
Seaport live in Gdynia Twoje nowe mieszkanie|Dąbrowa|50.0|2|2023|15560.0|Mieszkanie|0|0|1|1|1|0|0|0|1|primary| Serdecznikowa|gdynia|778000.0
Gdańsk, Łostowice, Mieszkanie 3 pokoje|Dąbrowa|59.0|3|2024|10000.0|Mieszkanie|0|0|0|0|0|3|0|0|0|primary| Serdecznikowa|gdynia|590000.0
Kawalerka w centrum! wyprzedaż|Dąbrowa|27.0|1|2025|16118.0|Mieszkanie|0|0|1|1|1|1|0|0|0|primary| Serdecznikowa|gdynia|435186.0
Słoneczne mieszanie blisko centrum z dużą loggią|Dąbrowa|43.98|2|2023|18645.0|Mieszkanie|1|1|0|1|0|7|0|0|0|primary| Serdecznikowa|gdynia|820007.1
Słoneczne mieszanie blisko centrum z dużą loggią|Dąbrowa|85.07|3|2023|16463.0|Mieszkanie|1|1|0|1|0|4|0|0|0|primary| Serdecznikowa|gdynia|1400507.41
Nowy Etap w sprzedaży!! Gdynia Dąbrowa|Dąbrowa|50.55|3|2026|11783.0|Mieszkanie|0|1|0|0|1|2|0|0|0|primary| Serdecznikowa|gdynia|595630.65
Nowy Etap w sprzedaży!! Gdynia Dąbrowa|Dąbrowa|40.86|2|2026|13719.0|Mieszkanie|0|1|0|0|1|5|0|0|0|primary| Serdecznikowa|gdynia|560558.34
Nowe mieszkanie Gdańsk - Jasień|Dąbrowa|57.63|3|2024|11886.0|Mieszkanie|1|1|0|1|0|1|0|0|0|primary| Serdecznikowa|gdynia|684990.18
Gdańsk, Wrzeszcz, Aniołki, mieszkanie z ogrodem|Dąbrowa|42.87|2|2024|19900.0|Mieszkanie|0|0|0|0|1|0|0|0|0|primary| Serdecznikowa|gdynia|853113.0
Gdańsk,Wrzeszcz,Aniołki, Nowe mieszkanie z ogrodem|Dąbrowa|40.43|2|2024|19900.0|Mieszkanie|0|0|0|1|0|0|0|0|1|primary| Serdecznikowa|gdynia|804557.0
Mieszkanie - Gdynia Grabówek, 846 000 zł|Dąbrowa|64.61|3|2023|13094.0|Mieszkanie|1|1|1|0|1|3|0|0|0|primary| Serdecznikowa|gdynia|846003.34
Mieszkanie - Gdynia Grabówek, 780 000 zł|Dąbrowa|59.08|3|2023|1320.0|Mieszkanie|1|1|1|0|1|3|0|0|0|primary| Serdecznikowa|gdynia|77985.59999999999
Mieszkanie - Gdynia Grabówek, 687 000 zł|Dąbrowa|52.47|3|2023|13093.0|Mieszkanie|1|0|1|0|1|0|0|0|0|primary| Serdecznikowa|gdynia|686989.71
Atrakcyjne Mieszkania Gdańsk Jasień - Nowa Pólnica M15|Dąbrowa|66.63|4|2025|13500.0|Mieszkanie|1|1|1|0|0|3|0|0|0|primary| Serdecznikowa|gdynia|899504.9999999999
Atrakcyjne Mieszkania Gdańsk Jasień - Nowa Pólnica M10|Dąbrowa|36.27|2|2025|13600.0|Mieszkanie|1|1|1|0|0|2|0|0|0|primary| Serdecznikowa|gdynia|493272.00000000006
Atrakcyjne Mieszkania Gdańsk Jasień - Nowa Pólnica M06|Dąbrowa|36.38|2|2025|13000.0|Mieszkanie|1|0|1|0|0|1|0|0|1|primary| Serdecznikowa|gdynia|472940.00000000006
Atrakcyjne Mieszkania Gdańsk Jasień - Nowa Pólnica M02|Dąbrowa|36.03|2|2025|12200.0|Mieszkanie|1|0|1|0|0|0|0|0|1|primary| Serdecznikowa|gdynia|439566.0
Mieszkanie 4 pokojowe I Wyjątkowa architektura|Dąbrowa|88.7|4|2024|7918.0|Mieszkanie|0|1|1|1|0|1|0|0|0|primary| Serdecznikowa|gdynia|702326.6
2 pokojowe I Zielona oaza na południu Gdańska|Dąbrowa|33.86|2|2024|11900.0|Mieszkanie|0|1|1|1|1|2|0|0|0|primary| Serdecznikowa|gdynia|402934.0
Mieszkanie w cichej okolicy|Dąbrowa|38.68|2|2026|12674.0|Mieszkanie|0|0|0|1|0|0|0|0|0|primary| Serdecznikowa|gdynia|490230.32
Mieszkanie z pięknym widokiem|Dąbrowa|41.68|2|2026|12969.0|Mieszkanie|0|1|0|0|1|4|0|0|0|primary| Serdecznikowa|gdynia|540547.92
130m2, dwupoziomowe mieszkanie w Redłowie. Taras, ogródek + 2 balkony|Dąbrowa|129.87|4|2024|12420.0|Mieszkanie|0|1|0|0|1|0|1|0|0|primary| Serdecznikowa|gdynia|1612985.4000000001
Seaport live in Gdynia Twoje nowe mieszkanie|Dąbrowa|37.0|2|2023|14973.0|Mieszkanie|0|1|1|1|1|1|0|0|0|primary| Serdecznikowa|gdynia|554001.0
Seaport live in Gdynia Twoje nowe mieszkanie|Dąbrowa|63.0|3|2023|15201.0|Mieszkanie|0|1|1|1|1|1|0|0|0|primary| Serdecznikowa|gdynia|957663.0
Seaport live in Gdynia Twoje nowe mieszkanie|Dąbrowa|50.0|2|2023|14940.0|Mieszkanie|0|1|1|1|1|1|0|0|0|primary| Serdecznikowa|gdynia|747000.0
Seaport live in Gdynia Twoje nowe mieszkanie|Dąbrowa|34.26|2|2023|15120.0|Mieszkanie|0|1|1|1|1|1|0|0|0|primary| Serdecznikowa|gdynia|518011.19999999995
INPRO S.A. - OPTIMA - mieszkanie 4-pok. 82.89 m2 duży ogródek, garderoba, dwie łazienki|Dąbrowa|82.89|4|2024|9504.0|Mieszkanie|1|0|1|1|0||0|1|0|primary| Serdecznikowa|gdynia|787786.56
Łostowice 3 pok. 2 piętro z balkonem|Dąbrowa|59.1|3|2024|9839.0|Mieszkanie|0|1|0|0|1|2|0|0|0|primary| Serdecznikowa|gdynia|581484.9
Przestronne mieszkanie z dużym balkonem|Dąbrowa|67.68|3|2024|10800.0|Mieszkanie|0|1|0|1|0|1|0|0|0|primary| Serdecznikowa|gdynia|730944.0000000001
Rodzinne słoneczne mieszkanie Gdynia cena|Dąbrowa|74.55|4|2025|10446.0|Mieszkanie|0|1|0|1|0|1|0|0|0|primary| Serdecznikowa|gdynia|778749.2999999999
Dobrze doświetlone mieszkanie + dwa balkony|Dąbrowa|74.55|4|2025|10036.0|Mieszkanie|0|1|0|0|0|1|0|0|0|primary| Serdecznikowa|gdynia|748183.7999999999
Przestronny domek z ogrodem i widokiem na rzekę!!|Dąbrowa|129.6|4|2024|617.0|Dom szeregowy|1|0|0|1|0||0|0|1|primary| Serdecznikowa|gdynia|79963.2
Mieszkanie + taras 75m2|Dąbrowa|65.5|3|2025|12163.0|Mieszkanie|0|0|0|0|0|0|0|0|1|primary| Serdecznikowa|gdynia|796676.5
Doskonałe dla rodziny z dziećmi|Dąbrowa|50.56|3|2025|11481.0|Mieszkanie|0|0|0|1|0|1|0|0|0|primary| Serdecznikowa|gdynia|580479.36
Idealne mieszkanie dla rodziny z dziećmi|Dąbrowa|57.31|3|2025|10907.0|Mieszkanie|0|0|0|1|0|0|0|0|1|primary| Serdecznikowa|gdynia|625080.17
Dla rodziny z dziećmi|Dąbrowa|50.55|3|2025|12377.0|Mieszkanie|0|0|0|1|0|4|0|0|0|primary| Serdecznikowa|gdynia|625657.35
Mieszkanie na start|Dąbrowa|40.86|2|2025|12747.0|Mieszkanie|0|0|0|0|0|1|0|0|0|primary| Serdecznikowa|gdynia|520842.42
Doskonałe mieszkanie dla rodziny z dziećmi|Dąbrowa|57.58|3|2025|10949.0|Mieszkanie|0|1|0|1|0|2|0|0|0|primary| Serdecznikowa|gdynia|630443.4199999999
Doskonała oferta jako pierwsze mieszkanie|Dąbrowa|41.68|2|2025|12494.0|Mieszkanie|0|1|0|0|0|2|0|0|0|primary| Serdecznikowa|gdynia|520749.92
Nowe mieszkanie dla rodziny z dziećmi|Dąbrowa|50.55|3|2025|11783.0|Mieszkanie|0|0|0|1|0|2|0|0|0|primary| Serdecznikowa|gdynia|595630.65
Doskonałe mieszkanie dla rodziny z dziećmi|Dąbrowa|59.45|3|2025|12197.0|Mieszkanie|0|1|0|1|0|4|0|0|0|primary| Serdecznikowa|gdynia|725111.65
Idealne dla rodziny|Dąbrowa|57.59|3|2025|11208.0|Mieszkanie|0|1|0|1|0|3|0|0|0|primary| Serdecznikowa|gdynia|645468.7200000001
Doskonale mieszkanie dla studenta|Dąbrowa|40.86|2|2025|13233.0|Mieszkanie|0|1|0|0|0|3|0|0|0|primary| Serdecznikowa|gdynia|540700.38
Doskonałe miejsce na pierwsze mieszkanie|Dąbrowa|36.77|2|2025|13595.0|Mieszkanie|0|0|0|0|0|0|0|0|1|primary| Serdecznikowa|gdynia|499888.15
Idealne miejsce na na pierwsze mieszkanie|Dąbrowa|41.44|2|2025|12204.0|Mieszkanie|0|0|0|0|0|0|0|0|1|primary| Serdecznikowa|gdynia|505733.75999999995
Idealne mieszkanie dla rodziny|Dąbrowa|55.25|3|2025|12954.0|Mieszkanie|0|1|0|1|0|5|0|0|0|primary| Serdecznikowa|gdynia|715708.5
Zamieszkaj w okolicy pięknego lasu|Dąbrowa|53.6|2|2024|13335.0|Mieszkanie|0|0|0|0|0|4|0|0|0|primary| Serdecznikowa|gdynia|714756.0
Z antresolą od zachodu - Cichy Zakątek|Dąbrowa|45.43|2|2024|11000.0|Mieszkanie|0|1|1|0|1|3|0|0|0|primary| Serdecznikowa|gdynia|499730.0
Dwu poziomowe mieszkanie -  Cichy Zakątek|Dąbrowa|58.5|3|2024|9500.0|Mieszkanie|0|0|1|0|1|3|0|0|0|primary| Serdecznikowa|gdynia|555750.0
Od południa z ogrodem ponad 30m2 - Cichy Zakątek|Dąbrowa|37.87|2|2024|12500.0|Mieszkanie|0|0|1|0|1|0|0|0|1|primary| Serdecznikowa|gdynia|473374.99999999994
Kompaktowe 3 pokoje z balkonem -  Cichy Zakątek|Dąbrowa|51.31|3|2024|11000.0|Mieszkanie|0|1|1|0|1|1|0|0|0|primary| Serdecznikowa|gdynia|564410.0
Z salonem i tarasem od południa -  Cichy Zakątek|Dąbrowa|44.65|3|2024|11196.0|Mieszkanie|0|0|1|0|1|1|0|0|0|primary| Serdecznikowa|gdynia|499901.39999999997
Seaport live in Gdynia Twoje nowe mieszkanie|Dąbrowa|37.0|2|2023|15000.0|Mieszkanie|0|1|1|1|1|2|0|0|0|primary| Serdecznikowa|gdynia|555000.0
Mieszkanie z przepiękną antresolą blisko natury|Dąbrowa|88.0|4|2024|7983.0|Mieszkanie|0|1|0|0|0|1|0|0|0|primary| Serdecznikowa|gdynia|702504.0
Mieszkanie 2 pokojowe gotowe do odbioru!!|Dąbrowa|32.6|2|2024|13519.0|Mieszkanie|0|1|0|1|0|1|0|0|0|primary| Serdecznikowa|gdynia|440719.4
Gotowiec inwestycyjny w centrum Gdańska!!|Dąbrowa|30.0|2|2023|19967.0|Mieszkanie|0|1|0|0|0|1|0|0|0|primary| Serdecznikowa|gdynia|599010.0
INPRO S.A. - RYTM -  Gotowe do odbioru mieszkanie 2-pok. 48.46 m2 garderoba|Dąbrowa|48.46|2|2024|12420.0|Mieszkanie|1|1|1|1|0|1|0|1|0|primary| Serdecznikowa|gdynia|601873.2
"3 pokoje wykończone ""Pod Klucz"""|Dąbrowa|6.0|3|2024|10887.0|Mieszkanie|0|1|0|1|0|1|0|1|0|primary| Serdecznikowa|gdynia|65322.0
Powrót oferty! najtańsze w Gdańsku 4 pokoje_gotowe|Dąbrowa|55.98|4|2023|9266.0|Mieszkanie|0|0|1|1|1|1|0|0|0|primary| Serdecznikowa|gdynia|518710.68
3 pokoje poniżej 500tyś_15min/6,5km do Centrum|Dąbrowa|49.61|3|2024|10063.0|Mieszkanie|0|1|1|1|0|2|0|0|0|primary| Serdecznikowa|gdynia|499225.43
Uroczy apartament z ogródkiem.|Dąbrowa|45.0|2|2024|23069.0|Mieszkanie|0|1|1|1|1|0|0|0|0|primary| Serdecznikowa|gdynia|1038105.0
