title|address|price[PLN]|area[m^2]|rooms|floor|market|build year|parking|building_type
Mieszkanie, ul. Myśliwska|Myśliwska, Piecki-Migowo, Gdańsk, pomorskie|699 000 zł|53,20 m²|3|2|wtórny|2011|w garażu podziemnym|blok mieszkalny; rok budowy: 2011
Mieszkanie, ul. Bajana|Bajana, Zaspa, Gdańsk, pomorskie|779 000 zł|65,40 m²|3|4|wtórny|-|parking publiczny / na ulicy|blok mieszkalny
Mieszkanie, ul. Kołobrzeska|Kołobrzeska, Przymorze, Gdańsk, pomorskie|685 000 zł|45 m²|2|parter|wtórny|1970|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1970
Mieszkanie, ul. Aldony|Aldony, Wrzeszcz, Gdańsk, pomorskie|629 000 zł|37,91 m²|2|3|wtórny|2007|parking publiczny / na ulicy|kamienica; rok budowy: 2007
Mieszkanie, ul. Dmowskiego|Dmowskiego, Wrzeszcz, Gdańsk, pomorskie|1 175 000 zł|78,80 m²|3|2|wtórny|1967|przynależne na ulicy|kamienica; rok budowy: 1967 (blok w starym budownictwie)
Mieszkanie, ul. Kielasa|Kielasa, Orunia Górna, Gdańsk, pomorskie|665 000 zł|69,70 m²|3|1|wtórny|2008|przynależne na ulicy|blok mieszkalny; rok budowy: 2008
Nowe mieszkanie Górny Sopot, ul. Aleja Niepodległości 736|Aleja Niepodległości 736, Górny Sopot, Sopot, pomorskie|2 337 500 zł|106,25 m²|5|2|pierwotny (oferta dewelopera)|||apartamentowiec
Nowe mieszkanie Górny Sopot, ul. Aleja Niepodległości 736|Aleja Niepodległości 736, Górny Sopot, Sopot, pomorskie|1 003 950 zł|43,65 m²|5|2|pierwotny (oferta dewelopera)|||apartamentowiec
Nowe mieszkanie Górny Sopot, ul. Aleja Niepodległości 736|Aleja Niepodległości 736, Górny Sopot, Sopot, pomorskie|1 506 825 zł|66,97 m²|4|parter|pierwotny (oferta dewelopera)|||apartamentowiec
Mieszkanie, ul. Seredyńskiego|Seredyńskiego, Śródmieście, Gdańsk, pomorskie|750 000 zł|66,33 m²|6|3|wtórny|1930|parking publiczny / na ulicy|kamienica; rok budowy: 1930 (blok w starym budownictwie)
Mieszkanie, ul. Kielasa|Kielasa, Łostowice, Gdańsk, pomorskie|665 000 zł|69,70 m²|3|1|wtórny|2008|przynależne na ulicy|blok mieszkalny; rok budowy: 2008
Mieszkanie, ul. Podwale Staromiejskie|Podwale Staromiejskie, Śródmieście, Gdańsk, pomorskie|1 199 000 zł|107 m²|3|1|wtórny|1965|garaż wolnostojący|kamienica; rok budowy: 1965
Mieszkanie, ul. Kasztanowa|Kasztanowa, Kowale, Gdańsk, pomorskie|637 293 zł|95,52 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|przynależne na ulicy|
Nowe mieszkanie Łostowice, ul. Wielkopolska 51|Wielkopolska 51, Łostowice, Gdańsk, pomorskie|469 165 zł|40,65 m²|2|5|pierwotny (oferta dewelopera)|||blok mieszkalny
Nowe mieszkanie Łostowice, ul. Wielkopolska 51|Wielkopolska 51, Łostowice, Gdańsk, pomorskie|450 625 zł|40,66 m²|2|parter|pierwotny (oferta dewelopera)|||blok mieszkalny
Nowe mieszkanie Łostowice, ul. Wielkopolska 51|Wielkopolska 51, Łostowice, Gdańsk, pomorskie|480 495 zł|43 m²|2|parter|pierwotny (oferta dewelopera)|||blok mieszkalny
Mieszkanie, ul. Przytulna|Przytulna, Kiełpinek, Gdańsk, pomorskie|719 000 zł|64 m²|3|1|wtórny|2012|w garażu podziemnym|blok mieszkalny; rok budowy: 2012 (blok w nowym budownictwie)
Mieszkanie, ul. Bora-Komorowskiego|Bora-Komorowskiego, Przymorze, Gdańsk, pomorskie|737 000 zł|50 m²|3|parter|wtórny|1962|przynależne na ulicy|blok mieszkalny; rok budowy: 1962 (blok w starym budownictwie)
Mieszkanie, ul. Jagiellonki|Jagiellonki, Chełm, Gdańsk, pomorskie|770 000 zł|70 m²|3|parter|wtórny|2006|przynależne na ulicy|blok mieszkalny; rok budowy: 2006
Mieszkanie, Aleja Grunwaldzka|Aleja Grunwaldzka, Wrzeszcz, Gdańsk, pomorskie|584 999 zł|35 m²|1|2|wtórny|1960|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1960 (blok w starym budownictwie)
Mieszkanie, ul. Piastowska|Piastowska, Przymorze, Gdańsk, pomorskie|479 000 zł|22,49 m²|2|4|wtórny|1970|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1970
Mieszkanie, ul. Niepołomicka|Niepołomicka, Łostowice, Gdańsk, pomorskie|809 000 zł|67,24 m²|4|2|wtórny|2021|przynależne na ulicy|blok mieszkalny; rok budowy: 2021
Nowe mieszkanie Orunia Górna - Gdańsk Południe, ul. Topazowa 2|Topazowa 2, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie||57,69 m²|2|3|pierwotny (oferta dewelopera)|||blok mieszkalny
Nowe mieszkanie Orunia Górna - Gdańsk Południe, ul. Topazowa 2|Topazowa 2, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie||79,96 m²|2|3|pierwotny (oferta dewelopera)|||blok mieszkalny
Nowe mieszkanie Orunia Górna - Gdańsk Południe, ul. Topazowa 2|Topazowa 2, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie||80,21 m²|4|2|pierwotny (oferta dewelopera)|||blok mieszkalny
Mieszkanie, ul. Kasztanowa|Kasztanowa, Kowale, Gdańsk, pomorskie|485 000 zł|58,10 m²|3|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|przynależne na ulicy|blok mieszkalny
Mieszkanie, ul. Kasztanowa|Kasztanowa, Kowale, Gdańsk, pomorskie|722 349 zł|87,03 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|przynależne na ulicy|blok mieszkalny
Mieszkanie, ul. Kasztanowa|Kasztanowa, Kowale, Gdańsk, pomorskie|453 277 zł|53,87 m²|3|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|przynależne na ulicy|blok mieszkalny
Mieszkanie, ul. Sukiennicza|Sukiennicza, Śródmieście, Gdańsk, pomorskie|1 249 000 zł|77 m²|3|2|wtórny|1907|parking publiczny / na ulicy|kamienica; rok budowy: 1907
Mieszkanie, ul. Startowa|Startowa, Zaspa, Gdańsk, pomorskie|750 000 zł|50 m²|3|3|wtórny|1980|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1980
Apartament, ul. Jaglana|Jaglana, Stare Miasto, Gdańsk, pomorskie|999 000 zł|47 m²|2|4|wtórny|2017|w garażu podziemnym|apartamentowiec; rok budowy: 2017 (blok w nowym budownictwie)
Mieszkanie, ul. Morenowe Wzgórze|Morenowe Wzgórze, Piecki-Migowo, Gdańsk, pomorskie|579 000 zł|48 m²|2|5|wtórny|2011|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2011 (blok w nowym budownictwie)
Mieszkanie, ul. Letnicka|Letnicka, Letnica, Gdańsk, pomorskie|1 069 000 zł|54,59 m²|3|4|wtórny|2022|w garażu podziemnym|blok mieszkalny; rok budowy: 2022
Mieszkanie, Aleja Legionów|Aleja Legionów, Wrzeszcz Dolny, Gdańsk, pomorskie|624 000 zł|45,65 m²|2|3|wtórny|1950|parking publiczny / na ulicy|kamienica; rok budowy: 1950
Mieszkanie Gdańsk|Orunia Górna, Gdańsk, pomorskie|486 700 zł|52 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|blok mieszkalny; rok budowy: 2024
Kawalerka Gdańsk|Orunia Górna, Gdańsk, pomorskie|323 600 zł|27 m²|1|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na terenie ogrodzonym|blok mieszkalny; rok budowy: 2024
Mieszkanie Gdańsk|Orunia Górna, Gdańsk, pomorskie|410 000 zł|41 m²|2|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|blok mieszkalny; rok budowy: 2024
Mieszkanie|Kadetów, Matarnia, Gdańsk, pomorskie|679 000 zł|65 m²|3|3|wtórny|1992|parking strzeżony w pobliżu|blok mieszkalny; rok budowy: 1992
Mieszkanie, ul. Havla|Havla, Orunia Górna, Gdańsk, pomorskie|445 000 zł|30 m²|1|parter|wtórny|2019|przynależne na ulicy|blok mieszkalny; rok budowy: 2019
Mieszkanie, ul. Leskiego|Leskiego, Jasień, Gdańsk, pomorskie|435 000 zł|31 m²|2|3|wtórny|2013|przynależne na ulicy|blok mieszkalny; rok budowy: 2013
Mieszkanie, ul. Pohulanka|Pohulanka, Chełm, Gdańsk, pomorskie|784 000 zł|40,50 m²|2|5|wtórny|2013|w garażu podziemnym|blok mieszkalny; rok budowy: 2013
Mieszkanie, ul. Dulin'a|Dulin'a, Gdańsk, pomorskie|569 000 zł|42,60 m²|2|1|wtórny|2024|garaż|blok mieszkalny; rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. Potęgowska|Potęgowska, Jasień, Gdańsk, pomorskie|530 000 zł|41,40 m²|2|1|wtórny|2016|garaż|blok mieszkalny; rok budowy: 2016
Apartament, ul. Kotwiczników|Kotwiczników, Stare Miasto, Gdańsk, pomorskie|2 190 000 zł|117,54 m²|4|1|wtórny|2018|w garażu podziemnym|apartamentowiec; rok budowy: 2018 (blok w nowym budownictwie)
Mieszkanie|Matejki, Wrzeszcz, Gdańsk, pomorskie|1 579 000 zł|130,18 m²|5|2|wtórny|1910|przynależne na ulicy|kamienica; rok budowy: 1910
Mieszkanie|Guderskiego, Jasień, Gdańsk, pomorskie|519 000 zł|40,26 m²|2|3|wtórny|2010|przynależne na ulicy|blok mieszkalny; rok budowy: 2010
Mieszkanie, ul. Zeusa|Zeusa, Kowale, Gdańsk, pomorskie|520 000 zł|40,04 m²|2|1|wtórny|2018|parking strzeżony w pobliżu|blok mieszkalny; rok budowy: 2018 (blok w nowym budownictwie)
Mieszkanie, ul. Sobótki|Sobótki, Wrzeszcz, Gdańsk, pomorskie|896 000 zł|74,67 m²|2|3|wtórny|1958|garaż wolnostojący|kamienica; rok budowy: 1958
Mieszkanie, ul. Pomorska|Pomorska, Przymorze, Gdańsk, pomorskie|799 000 zł|64 m²|4|4|wtórny|1971|przynależne na ulicy|blok mieszkalny; rok budowy: 1971 (blok w starym budownictwie)
Mieszkanie, ul. Pomorska|Pomorska, Żabianka, Gdańsk, pomorskie|648 000 zł|47,30 m²|3|2|wtórny|1970|przynależne na ulicy|blok mieszkalny; rok budowy: 1970
Mieszkanie, ul. Słonimskiego|Słonimskiego, Strzyża, Gdańsk, pomorskie|879 500 zł|41 m²|2|3|wtórny|2011|w garażu podziemnym|blok mieszkalny; rok budowy: 2011
Mieszkanie, ul. Jasińskiego|Jasińskiego, Jasień, Gdańsk, pomorskie|688 000 zł|53,82 m²|3|-|wtórny|2023|tak|blok mieszkalny; rok budowy: 2023
Mieszkanie, ul. Rajska|Rajska, Śródmieście, Gdańsk, pomorskie|1 760 000 zł|60,56 m²|2|4|wtórny|2019|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2019 (blok w nowym budownictwie)
Nowe mieszkanie ul. Powstańców Warszawy 79|Powstańców Warszawy 79, Pruszcz Gdański, pomorskie|635 000 zł|68,15 m²|4|1|pierwotny (oferta dewelopera)|||blok mieszkalny
Nowe mieszkanie ul. Powstańców Warszawy 79|Powstańców Warszawy 79, Pruszcz Gdański, pomorskie|514 000 zł|55,16 m²|3|2|pierwotny (oferta dewelopera)|||blok mieszkalny
Nowe mieszkanie ul. Powstańców Warszawy 79|Powstańców Warszawy 79, Pruszcz Gdański, pomorskie|635 000 zł|67,87 m²|4|1|pierwotny (oferta dewelopera)|||blok mieszkalny
Mieszkanie, ul. Spichrzowa|Spichrzowa, Śródmieście, Gdańsk, pomorskie|1 999 000 zł|102 m²|5|4|wtórny|2000|garaż|rok budowy: 2000
Mieszkanie, ul. Grubby|Grubby, Łostowice, Gdańsk, pomorskie|520 000 zł|41,43 m²|2|parter|wtórny|2016|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2016
Mieszkanie, ul. Lema|Lema, Piecki-Migowo, Gdańsk, pomorskie|650 000 zł|45 m²|2|4|wtórny|2015|w garażu podziemnym|blok mieszkalny; rok budowy: 2015
Mieszkanie|Zakole, Stogi, Gdańsk, pomorskie|789 900 zł|62,05 m²|3|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|blok mieszkalny; rok budowy: 2024
Nowe mieszkanie Orunia Górna - Gdańsk Południe, ul. Kazimierza Wielkiego|Kazimierza Wielkiego, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie||55,28 m²|3|1|pierwotny (oferta dewelopera)|||apartamentowiec
Nowe mieszkanie Orunia Górna - Gdańsk Południe, ul. Kazimierza Wielkiego|Kazimierza Wielkiego, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie||70,69 m²|3|3|pierwotny (oferta dewelopera)|||apartamentowiec
Nowe mieszkanie Orunia Górna - Gdańsk Południe, ul. Kazimierza Wielkiego|Kazimierza Wielkiego, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie||38,83 m²|2|1|pierwotny (oferta dewelopera)|||apartamentowiec
Mieszkanie, Aleja Grunwaldzka|Aleja Grunwaldzka, Wrzeszcz, Gdańsk, pomorskie|1 100 000 zł|74 m²|3|2|wtórny|1948|-|kamienica; rok budowy: 1948 (blok w starym budownictwie)
Mieszkanie, ul. Makuszyńskiego|Makuszyńskiego, Wrzeszcz, Gdańsk, pomorskie|770 000 zł|62 m²|4|4|wtórny|1976|przynależne na ulicy|blok mieszkalny; rok budowy: 1976
Mieszkanie, ul. Gdańska|Gdańska, Brzeźno, Gdańsk, pomorskie|875 000 zł|76,98 m²|3|4|wtórny|1976|przynależne na ulicy|blok mieszkalny; rok budowy: 1976
Mieszkanie, ul. Kobieli|Kobieli, Brzeźno, Gdańsk, pomorskie|2 570 000 zł|137,24 m²|4|parter|wtórny|2022|garaż wolnostojący|rok budowy: 2022
Mieszkanie, ul. Pułaskiego|Pułaskiego, Brzeźno, Gdańsk, pomorskie|990 000 zł|52,80 m²|3|2|wtórny|1977|przynależne na ulicy|blok mieszkalny; rok budowy: 1977 (blok w starym budownictwie)
Mieszkanie, ul. Pileckiego|Pileckiego, Wrzeszcz, Gdańsk, pomorskie|1 880 000 zł|110 m²|5|parter|wtórny|1906|garaż wolnostojący|kamienica; rok budowy: 1906 (blok w starym budownictwie)
Nowe mieszkanie Młyniec A, ul. Pilotów 21|Pilotów 21, Młyniec A, Gdańsk, pomorskie|1 473 713 zł|86,47 m²|4|5|pierwotny (oferta dewelopera)|||blok mieszkalny
Nowe mieszkanie Młyniec A, ul. Pilotów 21|Pilotów 21, Młyniec A, Gdańsk, pomorskie|1 317 817 zł|73,64 m²|3|5|pierwotny (oferta dewelopera)|||blok mieszkalny
Nowe mieszkanie Młyniec A, ul. Pilotów 21|Pilotów 21, Młyniec A, Gdańsk, pomorskie|800 684 zł|42,59 m²|2|5|pierwotny (oferta dewelopera)|||blok mieszkalny
Mieszkanie, ul. Bulońska|Bulońska, Gdańsk, pomorskie|799 000 zł|73 m²|5|1|wtórny|1980|przynależne na ulicy|blok mieszkalny (blok z płyty); rok budowy: 1980
Mieszkanie, ul. Baczyńskiego|Baczyńskiego, Wrzeszcz, Gdańsk, pomorskie|649 000 zł|45,90 m²|2|4|wtórny|1973|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1973
Mieszkanie, ul. Chłopska|Chłopska, Przymorze, Gdańsk, pomorskie|799 000 zł|69,40 m²|4|12|wtórny|1980|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1980 (blok w starym budownictwie)
Mieszkanie, ul. Reformacka|Reformacka, Chełm, Gdańsk, pomorskie|819 000 zł|78,50 m²|4|3|wtórny|1990|-|blok mieszkalny; rok budowy: 1990
Kawalerka, ul. Hokejowa|Hokejowa, Chełm, Gdańsk, pomorskie|435 000 zł|25,03 m²|1|2|wtórny|2018|-|blok mieszkalny; rok budowy: 2018 (blok w nowym budownictwie)
Mieszkanie, ul. Zamiejska|Zamiejska, Chełm, Gdańsk, pomorskie|729 000 zł|74 m²|6|4|wtórny|1991|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1991
Mieszkanie|Barbary, Śródmieście, Gdańsk, pomorskie|2 765 000 zł|105 m²|4|5|wtórny|2018|w garażu podziemnym|apartamentowiec; rok budowy: 2018
Mieszkanie, ul. Niepołomicka|Niepołomicka, Gdańsk, pomorskie|600 000 zł|44,46 m²|3|3|wtórny|2019|tak|blok mieszkalny; rok budowy: 2019
Mieszkanie|Aleja Grunwaldzka, Wrzeszcz, Gdańsk, pomorskie|579 000 zł|48 m²|3|4|wtórny|1930|parking publiczny / na ulicy|kamienica; rok budowy: 1930
Mieszkanie Gdańsk|Gdańsk, pomorskie|702 500 zł|90 m²|4|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|dom wielorodzinny; rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. Zamiejska|Zamiejska, Chełm, Gdańsk, pomorskie|709 000 zł|64 m²|5|1|wtórny|1991|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1991
Mieszkanie Gdańsk|Kowale, Gdańsk, pomorskie|549 225 zł|63,14 m²|3|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|parking publiczny / na ulicy|dom wielorodzinny; rok budowy: 2025
Mieszkanie Gdańsk|Kowale, Gdańsk, pomorskie|848 227 zł|126,62 m²|5|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|przynależne na ulicy|dom wielorodzinny; rok budowy: 2025
Mieszkanie, ul. Turzycowa|Turzycowa, Jasień, Gdańsk, pomorskie|619 000 zł|39,32 m²|2|3|wtórny|2021|przynależne na ulicy|blok mieszkalny; rok budowy: 2021
Mieszkanie, ul. Burzyńskiego|Burzyńskiego, Zaspa-Rozstaje, Gdańsk, pomorskie|850 000 zł|63,80 m²|3|6|wtórny|1980|-|blok mieszkalny; rok budowy: 1980
Mieszkanie, ul. Myśliwska|Myśliwska, Piecki-Migowo, Gdańsk, pomorskie|960 000 zł|74,87 m²|4|3|wtórny|2011|w garażu podziemnym|blok mieszkalny; rok budowy: 2011 (blok w nowym budownictwie)
Mieszkanie, ul. Szara|Szara, Siedlce, Gdańsk, pomorskie|450 000 zł|30,94 m²|1|6|wtórny|1980|tak|blok mieszkalny; rok budowy: 1980
Mieszkanie, ul. Pastelowa|Pastelowa, Łostowice, Gdańsk, pomorskie|422 500 zł|36,25 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|możliwość wykupienia|blok mieszkalny; rok budowy: 2025
Mieszkanie Gdańsk|Letnica, Gdańsk, pomorskie|757 000 zł|58 m²|2|8|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|garaż|blok mieszkalny; rok budowy: 2024
Mieszkanie Gdańsk|Łostowice, Gdańsk, pomorskie|653 954 zł|68 m²|4|parter|wtórny|2024|garaż|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Stryjewskiego|Stryjewskiego, Stogi, Gdańsk, pomorskie|440 000 zł|34,65 m²|2|4|wtórny|1968|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1968
Mieszkanie Gdańsk|Wrzeszcz, Gdańsk, pomorskie|899 000 zł|87,28 m²|3|parter|wtórny|1920|garaż wolnostojący|kamienica; rok budowy: 1920
Mieszkanie, ul. Kilińskiego|Kilińskiego, Wrzeszcz, Gdańsk, pomorskie|679 000 zł|30,10 m²|2|parter|wtórny|1910|przynależne na ulicy|kamienica; rok budowy: 1910
Mieszkanie|Dunikowskiego, Brzeźno, Gdańsk, pomorskie|717 000 zł|47,96 m²|2|2|wtórny|1975|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1975
Mieszkanie, ul. Oliwska|Oliwska, Nowy Port, Gdańsk, pomorskie|995 000 zł|79,59 m²|3|1|wtórny|1903|przynależne na ulicy|kamienica; rok budowy: 1903 (blok w starym budownictwie)
Mieszkanie, ul. Szara|Szara, Siedlce, Gdańsk, pomorskie|779 000 zł|66 m²|3|1|wtórny|1979|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1979 (blok w starym budownictwie)
Mieszkanie, ul. Królewskie Wzgórze|Królewskie Wzgórze, Gdańsk, pomorskie|550 000 zł|29,93 m²|1|1|wtórny|2019|przynależne na ulicy|blok mieszkalny; rok budowy: 2019
Mieszkanie, ul. Królewskie Wzgórze|Królewskie Wzgórze, Gdańsk, pomorskie|550 000 zł|29,93 m²|1|1|wtórny|2019|przynależne na ulicy|blok mieszkalny; rok budowy: 2019
Nowe mieszkanie Orunia Górna - Gdańsk Południe, ul. Wielkopolska 66|Wielkopolska 66, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie||67,83 m²|4|1|pierwotny (oferta dewelopera)|||blok mieszkalny
Nowe mieszkanie Orunia Górna - Gdańsk Południe, ul. Wielkopolska 66|Wielkopolska 66, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie||42,71 m²|2|parter|pierwotny (oferta dewelopera)|||blok mieszkalny
Nowe mieszkanie Orunia Górna - Gdańsk Południe, ul. Wielkopolska 66|Wielkopolska 66, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie||71,67 m²|4|1|pierwotny (oferta dewelopera)|||blok mieszkalny
Apartament, ul. Jaglana|Jaglana, Wyspa Spichrzów, Gdańsk, pomorskie|870 000 zł|34,70 m²|2|5|wtórny|2017|tak|apartamentowiec; rok budowy: 2017
Mieszkanie, ul. Leśna Góra|Leśna Góra, Niedźwiednik, Gdańsk, pomorskie|749 000 zł|61 m²|3|4|wtórny|1982|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1982
Mieszkanie, ul. Lawendowe Wzgórze|Lawendowe Wzgórze, Jasień, Gdańsk, pomorskie|530 000 zł|37,17 m²|2|4|wtórny|2016|przynależne na ulicy|blok mieszkalny; rok budowy: 2016
Mieszkanie, Aleja Grunwaldzka|Aleja Grunwaldzka, Żabianka, Gdańsk, pomorskie|549 000 zł|40,40 m²|2|1|wtórny|1970|przynależne na ulicy|blok mieszkalny; rok budowy: 1970
Nowe mieszkanie ul. Siostry Faustyny 1|Siostry Faustyny 1, Kowale, pomorskie|568 197 zł|63,14 m²|3|parter|pierwotny (oferta dewelopera)|||dom wielorodzinny
Nowe mieszkanie ul. Siostry Faustyny 1|Siostry Faustyny 1, Kowale, pomorskie|568 197 zł|63,14 m²|3|parter|pierwotny (oferta dewelopera)|||dom wielorodzinny
Nowe mieszkanie ul. Siostry Faustyny 1|Siostry Faustyny 1, Kowale, pomorskie|874 361 zł|126,62 m²|4|1|pierwotny (oferta dewelopera)|||dom wielorodzinny
Apartament Gdańsk|Wyspa Spichrzów, Gdańsk, pomorskie|386 845 zł|29,78 m²|1|3|wtórny|2024|garaż|apartamentowiec; rok budowy: 2024
Apartament Gdańsk|Wyspa Spichrzów, Gdańsk, pomorskie|489 294 zł|38,50 m²|2|1|wtórny|2024|możliwość wykupienia|apartamentowiec; rok budowy: 2024
Mieszkanie, ul. Okulickiego|Okulickiego, Orunia Górna, Gdańsk, pomorskie|599 000 zł|54,90 m²|2|3|wtórny|2006|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2006
Apartament, ul. Jelitkowski Dwór|Jelitkowski Dwór, Gdańsk, pomorskie|1 640 000 zł|84 m²|4|-|wtórny|2002|w garażu podziemnym|apartamentowiec; rok budowy: 2002
Mieszkanie, ul. Górka|Górka, Śródmieście, Gdańsk, pomorskie|1 250 000 zł|111,70 m²|4|3|wtórny|1860|parking publiczny / na ulicy|kamienica; rok budowy: 1860 (blok w starym budownictwie)
Apartament, ul. Magellana|Magellana, Wrzeszcz, Gdańsk, pomorskie|1 000 000 zł|83,74 m²|4|2|wtórny|2024|w garażu podziemnym|apartamentowiec; rok budowy: 2024
Nowe mieszkanie Stare Miasto, ul. Wiosny Ludów|Wiosny Ludów, Stare Miasto, Gdańsk, pomorskie||39,71 m²|2|4|pierwotny (oferta dewelopera)|||apartamentowiec
Nowe mieszkanie Stare Miasto, ul. Wiosny Ludów|Wiosny Ludów, Stare Miasto, Gdańsk, pomorskie||76,95 m²|3|4|pierwotny (oferta dewelopera)|||apartamentowiec
Nowe mieszkanie Stare Miasto, ul. Wiosny Ludów|Wiosny Ludów, Stare Miasto, Gdańsk, pomorskie||125,24 m²|4|2|pierwotny (oferta dewelopera)|||apartamentowiec
Mieszkanie, ul. Malczewskiego|Malczewskiego, Siedlce, Gdańsk, pomorskie|675 000 zł|46 m²|2|2|wtórny|2013|w garażu podziemnym|apartamentowiec; rok budowy: 2013
Kawalerka, ul. Lawendowe Wzgórze|Lawendowe Wzgórze, Jasień, Gdańsk, pomorskie|409 000 zł|25 m²|1|5|wtórny|2016|przynależne na terenie ogrodzonym|blok mieszkalny; rok budowy: 2016
Mieszkanie, ul. Srebrna|Srebrna, Orunia Górna, Gdańsk, pomorskie|1 049 000 zł|90 m²|4|4|wtórny|2016|przynależne na ulicy|rok budowy: 2016 (blok w nowym budownictwie)
Mieszkanie, ul. Dąbka|Dąbka, Ujeścisko-Łostowice, Gdańsk, pomorskie|589 000 zł|44 m²|2|parter||-|-|blok mieszkalny
