title|address|price[PLN]|area[m^2]|rooms|floor|market|build year|parking|building_type
Apartament Gdańsk|Brzeźno, Gdańsk, pomorskie|1 150 000 zł|52 m²|3|parter|wtórny|2019|w garażu podziemnym|apartamentowiec; rok budowy: 2019
Apartament Gdańsk|Sobieszewo, Gdańsk, pomorskie|725 725 zł|41,54 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2021|przynależne na ulicy|apartamentowiec; rok budowy: 2021
Mieszkanie, ul. Bolesława Chrobrego|Bolesława Chrobrego, Wrzeszcz, Gdańsk, pomorskie|608 900 zł|48,30 m²|3|3|wtórny|1958|parking publiczny / na ulicy|kamienica; rok budowy: 1958
Mieszkanie, ul. Polanki|Polanki, Oliwa, Gdańsk, pomorskie|1 806 277 zł|77,26 m²|4|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|garaż wolnostojący|blok mieszkalny; rok budowy: 2023
Mieszkanie, ul. Myśliwska|Myśliwska, Piecki-Migowo, Gdańsk, pomorskie|769 000 zł|57 m²|3|1|wtórny|2012|garaż|rok budowy: 2012 (blok w nowym budownictwie)
Mieszkanie, ul. Cygańska Góra|Cygańska Góra, Suchanino, Gdańsk, pomorskie|852 624 zł|44,70 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023
Apartament Gdańsk|Letnica, Gdańsk, pomorskie|1 199 000 zł|63,25 m²|3|4|wtórny|2022|w garażu podziemnym|apartamentowiec; rok budowy: 2022
Apartament, ul. Obrońców Wybrzeża|Obrońców Wybrzeża, Przymorze, Gdańsk, pomorskie|1 140 000 zł|57,07 m²|3|3|wtórny|2018|w garażu podziemnym|apartamentowiec; rok budowy: 2018
Mieszkanie, ul. Deotymy|Deotymy, Wrzeszcz, Gdańsk, pomorskie|549 000 zł|32,12 m²|2|2|wtórny|1930|parking publiczny / na ulicy|kamienica; rok budowy: 1930
Mieszkanie Gdańsk|Siedlce, Gdańsk, pomorskie|962 551 zł|60,83 m²|4|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|tak|blok mieszkalny; rok budowy: 2025
Mieszkanie, ul. Partyzantów|Partyzantów, Wrzeszcz, Gdańsk, pomorskie|649 900 zł|50 m²|3|parter|wtórny|1950|przynależne na ulicy|kamienica; rok budowy: 1950
Mieszkanie, ul. Politechniczna|Politechniczna, Wrzeszcz, Gdańsk, pomorskie|749 000 zł|46,95 m²|3|10|wtórny|1970|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1970
Apartament, ul. Starowiejska|Starowiejska, Brzeźno, Gdańsk, pomorskie|945 000 zł|40,74 m²|2|11|wtórny|2024|w garażu podziemnym|apartamentowiec; rok budowy: 2024
Mieszkanie, ul. Bolesława Krzywoustego|Bolesława Krzywoustego, Oliwa, Gdańsk, pomorskie|1 483 234 zł|62,06 m²|3|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2022|w garażu podziemnym|rezydencja; rok budowy: 2022 (blok w nowym budownictwie)
Mieszkanie, ul. Hynka|Hynka, Zaspa, Gdańsk, pomorskie|650 000 zł|50 m²|3|1|wtórny|1992|garaż|kamienica; rok budowy: 1992
Mieszkanie, ul. Wyrobka|Wyrobka, Gdańsk, pomorskie|699 000 zł|62,70 m²|3|7|wtórny|1980|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1980
Mieszkanie, ul. Kraśnięta|Kraśnięta, Gdańsk, pomorskie|694 788 zł|57,29 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|parking publiczny / na ulicy|
Mieszkanie, ul. Potęgowska|Potęgowska, Jasień, Gdańsk, pomorskie|680 000 zł|60,76 m²|3|parter|wtórny|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023
Mieszkanie, Aleja Wojska Polskiego|Aleja Wojska Polskiego, Strzyża, Gdańsk, pomorskie|1 649 000 zł|134,32 m²|5|1|wtórny|1945|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1945
Mieszkanie, ul. Słabego|Słabego, Matarnia, Gdańsk, pomorskie|720 000 zł|48,30 m²|2|2|wtórny|2017|w garażu podziemnym|blok mieszkalny; rok budowy: 2017
Mieszkanie, ul. Wróbla|Wróbla, Dolne Miasto, Gdańsk, pomorskie|780 000 zł|49,60 m²|2|3|wtórny|-|parking publiczny / na ulicy|kamienica
Apartament, ul. Popiełuszki|Popiełuszki, Śródmieście, Gdańsk, pomorskie|1 334 556 zł|82,38 m²|4|5|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|w garażu podziemnym|apartamentowiec; rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie, ul. Borkowska|Borkowska, Maćkowy, Gdańsk, pomorskie|486 576 zł|39,24 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Bliźniąt|Bliźniąt, Osowa, Gdańsk, pomorskie|715 000 zł|64,70 m²|4|2|wtórny|2001|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2001
Apartament, ul. Partyzantów|Partyzantów, Wrzeszcz, Gdańsk, pomorskie|2 149 000 zł|138 m²|3|12|wtórny|2014|w garażu podziemnym|apartamentowiec; rok budowy: 2014
Mieszkanie, ul. Piastowska|Piastowska, Przymorze, Gdańsk, pomorskie|559 000 zł|32 m²|2|2|wtórny|1975|przynależne na ulicy|blok mieszkalny; rok budowy: 1975
Mieszkanie, ul. Lema|Lema, Gdańsk, pomorskie|629 000 zł|42 m²|2|1|wtórny|2018|w garażu podziemnym|blok mieszkalny; rok budowy: 2018
Mieszkanie, ul. Czerska|Czerska, Maćkowy, Gdańsk, pomorskie|441 487 zł|43,03 m²|2|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2024
Apartament, ul. Kempingowa|Kempingowa, Wyspa Sobieszewska, Gdańsk, pomorskie|421 000 zł|27,52 m²|1|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|garaż|apartamentowiec; rok budowy: 2024
Mieszkanie, ul. Jaśkowa Dolina|Jaśkowa Dolina, Wrzeszcz, Gdańsk, pomorskie|775 786 zł|43,34 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|blok mieszkalny; rok budowy: 2024 (blok w nowym budownictwie)
Apartament, ul. Starowiejska|Starowiejska, Letnica, Gdańsk, pomorskie|1 319 940 zł|73,33 m²|4|17|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|garaż|apartamentowiec; rok budowy: 2024
Mieszkanie, ul. Heweliusza|Heweliusza, Śródmieście, Gdańsk, pomorskie|998 000 zł|42,30 m²|2|3|wtórny|-|parking publiczny / na ulicy|
Mieszkanie Gdańsk|Łostowice, Gdańsk, pomorskie|525 500 zł|51,89 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|parking publiczny / na ulicy|
Mieszkanie, ul. Nowosądecka|Nowosądecka, Ujeścisko, Gdańsk, pomorskie|489 000 zł|35,87 m²|2|parter|wtórny|2009|parking publiczny / na ulicy|rok budowy: 2009
Apartament, ul. Chmielna|Chmielna, Śródmieście, Gdańsk, pomorskie|1 279 080 zł|38,76 m²|1|2|wtórny|2024|parking publiczny / na ulicy|apartamentowiec; rok budowy: 2024
Kawalerka, ul. Bora-Komorowskiego|Bora-Komorowskiego, Przymorze, Gdańsk, pomorskie|395 000 zł|22 m²|1|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|parking publiczny / na ulicy|blok mieszkalny
Mieszkanie, ul. Łagiewniki|Łagiewniki, Śródmieście, Gdańsk, pomorskie|649 000 zł|50,80 m²|3|3|wtórny|1960|przynależne na ulicy|blok mieszkalny; rok budowy: 1960 (blok w starym budownictwie)
Apartament, ul. Nadwiślańska|Nadwiślańska, Sobieszewo, Gdańsk, pomorskie|549 000 zł|26,87 m²|1|2||2022|garaż|apartamentowiec; rok budowy: 2022
Mieszkanie, ul. Kowalska|Kowalska, Śródmieście, Gdańsk, pomorskie|811 000 zł|43,86 m²|2|3|wtórny|1954|parking publiczny / na ulicy|kamienica; rok budowy: 1954
Mieszkanie, ul. Władysława Jagiełły|Władysława Jagiełły, Święty Wojciech, Gdańsk, pomorskie|770 830 zł|64,37 m²|3|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|blok mieszkalny; rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, Aleja Grunwaldzka|Aleja Grunwaldzka, Wrzeszcz, Gdańsk, pomorskie|595 000 zł|45,40 m²|2|2|wtórny|1911|parking publiczny / na ulicy|kamienica; rok budowy: 1911
Mieszkanie, ul. Lęborska|Lęborska, Przymorze, Gdańsk, pomorskie|1 198 000 zł|59,41 m²|3|1|wtórny|2008|w garażu podziemnym|blok mieszkalny; rok budowy: 2008
Mieszkanie, ul. Słupska|Słupska, Przymorze, Gdańsk, pomorskie|1 920 000 zł|108,90 m²|4|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|parking publiczny / na ulicy|rok budowy: 2024
Mieszkanie, ul. Wejhera|Wejhera, Żabianka, Gdańsk, pomorskie|649 000 zł|42,92 m²|3|1|wtórny|-|przynależne na ulicy|
Apartament Gdańsk|Westerplatte, Gdańsk, pomorskie|456 189 zł|36,93 m²|2|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|apartamentowiec; rok budowy: 2024
Mieszkanie, ul. Leszczynowa|Leszczynowa, Jasień, Gdańsk, pomorskie|745 602 zł|76,89 m²|4|parter|wtórny|2025|w garażu podziemnym|blok mieszkalny; rok budowy: 2025
Mieszkanie, ul. Brzozowa|Brzozowa, Wrzeszcz Górny, Gdańsk, pomorskie|765 000 zł|32 m²|2|parter|wtórny|1910|przynależne na ulicy|kamienica; rok budowy: 1910
Mieszkanie, ul. Hokejowa|Hokejowa, Łostowice, Gdańsk, pomorskie|549 000 zł|44,61 m²|2|2|wtórny|2008|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2008
Mieszkanie, ul. Osińskiego|Osińskiego, Kiełpinek, Gdańsk, pomorskie|679 000 zł|42 m²|2|2|wtórny|2024|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2024
Mieszkanie|Stankiewicza, Kokoszki, Gdańsk, pomorskie|663 472 zł|67,93 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2022|-|dom wielorodzinny; rok budowy: 2022 (blok w nowym budownictwie)
Mieszkanie Gdańsk|Jasień, Gdańsk, pomorskie|576 500 zł|58 m²|3|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|przynależne na terenie ogrodzonym|blok mieszkalny; rok budowy: 2025
Mieszkanie, ul. Mickiewicza|Mickiewicza, Wrzeszcz, Gdańsk, pomorskie|900 000 zł|96,60 m²|4|2|wtórny|1910|parking publiczny / na ulicy|kamienica; rok budowy: 1910
Mieszkanie, ul. Makuszyńskiego|Makuszyńskiego, Wrzeszcz Dolny, Gdańsk, pomorskie|770 000 zł|68 m²|4|4|wtórny|1976|przynależne na ulicy|blok mieszkalny (blok z płyty); rok budowy: 1976
Mieszkanie, ul. Dąbka|Dąbka, Zakoniczyn, Gdańsk, pomorskie|468 479 zł|45,22 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie, ul. Powstańców Warszawskich|Powstańców Warszawskich, Suchanino, Gdańsk, pomorskie|730 000 zł|64 m²|4|4|wtórny|1975|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1975
Mieszkanie, ul. Deotymy|Deotymy, Wrzeszcz, Gdańsk, pomorskie|590 000 zł|33 m²|2|parter|wtórny|1930|przynależne na ulicy|blok mieszkalny; rok budowy: 1930
Mieszkanie, ul. Jesionowa|Jesionowa, Wrzeszcz, Gdańsk, pomorskie|1 180 000 zł|93,10 m²|4|3|wtórny|-|parking publiczny / na ulicy|
Mieszkanie Gdańsk|Borkowo, Gdańsk, pomorskie|526 000 zł|51,47 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|przynależne na ulicy|
Mieszkanie, ul. Dworska|Dworska, Brzeźno, Gdańsk, pomorskie|750 000 zł|54 m²|3|2|wtórny|1980|-|blok mieszkalny; rok budowy: 1980
Mieszkanie, Aleja Pawła Adamowicza|Aleja Pawła Adamowicza, Dolina, Gdańsk, pomorskie|1 182 764 zł|92,97 m²|4|parter|wtórny|-|parking publiczny / na ulicy|
Apartament, ul. Sobieszewska|Sobieszewska, Sobieszewo, Gdańsk, pomorskie|947 715 zł|43,58 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|garaż|apartamentowiec; rok budowy: 2024
Mieszkanie|Siennicka, Śródmieście, Gdańsk, pomorskie|590 000 zł|52,80 m²|2|1|wtórny|1936|parking publiczny / na ulicy|kamienica; rok budowy: 1936
Mieszkanie, ul. Jaśkowa Dolina|Jaśkowa Dolina, Wrzeszcz, Gdańsk, pomorskie|768 180 zł|43,40 m²|2|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Dąbka|Dąbka, Zakoniczyn, Gdańsk, pomorskie|561 397 zł|55,12 m²|2|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023
Mieszkanie, ul. Starowiejska|Starowiejska, Letnica, Gdańsk, pomorskie|1 139 000 zł|64 m²|3|12|wtórny|2023|w garażu podziemnym|rok budowy: 2023
Mieszkanie, ul. Powstańców Warszawskich|Powstańców Warszawskich, Suchanino, Gdańsk, pomorskie|665 000 zł|52,97 m²|3|2|wtórny|1977|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1977 (blok w starym budownictwie)
Mieszkanie, ul. Irysowa|Irysowa, Kokoszki, Gdańsk, pomorskie|769 000 zł|75,67 m²|4|2|wtórny|2010|w garażu podziemnym|blok mieszkalny; rok budowy: 2010
Mieszkanie, ul. Wajdeloty|Wajdeloty, Wrzeszcz, Gdańsk, pomorskie|630 000 zł|48 m²|2|parter|wtórny|1870|przynależne na ulicy|kamienica; rok budowy: 1870
Apartament, ul. Stępkarska|Stępkarska, Wyspa Spichrzów, Gdańsk, pomorskie|1 290 000 zł|49,04 m²|2|1|wtórny|2021|w garażu podziemnym|apartamentowiec; rok budowy: 2021
Mieszkanie, ul. Subisława|Subisława, Żabianka, Gdańsk, pomorskie|510 000 zł|33 m²|1|parter|wtórny|1990|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1990
Kawalerka, ul. Ogarna|Ogarna, Śródmieście, Gdańsk, pomorskie|575 000 zł|24,50 m²|1|1|wtórny|1965|parking publiczny / na ulicy|kamienica; rok budowy: 1965 (blok w starym budownictwie)
Mieszkanie Gdańsk|Maćkowy, Gdańsk, pomorskie|495 000 zł|54 m²|3|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023 (blok w nowym budownictwie)
Mieszkanie, ul. Sochaczewska|Sochaczewska, Wrzeszcz, Gdańsk, pomorskie|799 000 zł|82 m²|3|parter|wtórny|1965|przynależne na ulicy|blok mieszkalny; rok budowy: 1965
Apartament Gdańsk|Westerplatte, Gdańsk, pomorskie|417 092 zł|34,25 m²|1|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|apartamentowiec; rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. Lęborska|Lęborska, Przymorze, Gdańsk, pomorskie|830 000 zł|44,13 m²|2|parter|wtórny|2014|w garażu podziemnym|blok mieszkalny; rok budowy: 2014
Mieszkanie, ul. Wajdeloty|Wajdeloty, Wrzeszcz, Gdańsk, pomorskie|850 000 zł|69 m²|2|2|wtórny|1895|parking publiczny / na ulicy|rok budowy: 1895 (blok w starym budownictwie)
Kawalerka, ul. Długi Targ|Długi Targ, Stare Miasto, Gdańsk, pomorskie|620 000 zł|26,20 m²|1|3|wtórny|1952|parking publiczny / na ulicy|kamienica; rok budowy: 1952 (blok w starym budownictwie)
Mieszkanie, ul. Andersa|Andersa, Gdańsk, pomorskie|1 249 000 zł|75,73 m²|4|parter|wtórny|2021|przynależne na ulicy|blok mieszkalny; rok budowy: 2021
Mieszkanie, ul. Bydgoska|Bydgoska, Przymorze, Gdańsk, pomorskie|511 900 zł|37,57 m²|2|4|wtórny|1971|przynależne na ulicy|blok mieszkalny; rok budowy: 1971 (blok w starym budownictwie)
Mieszkanie, ul. Lawendowe Wzgórze|Lawendowe Wzgórze, Jasień, Gdańsk, pomorskie|699 000 zł|59,54 m²|3|parter|wtórny|2015|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2015 (blok w nowym budownictwie)
Kawalerka, ul. Świętojańska|Świętojańska, Śródmieście, Gdańsk, pomorskie|575 000 zł|27,19 m²|1|3|wtórny|1960|parking publiczny / na ulicy|rok budowy: 1960 (blok w starym budownictwie)
Mieszkanie, ul. Starowiejska|Starowiejska, Letnica, Gdańsk, pomorskie|1 020 000 zł|65 m²|3|1|wtórny|2022|parking publiczny / na ulicy|apartamentowiec; rok budowy: 2022
Mieszkanie, ul. Zeusa|Zeusa, Kowale, Gdańsk, pomorskie|699 000 zł|53 m²|3|2|wtórny|2018|parking publiczny / na ulicy|rok budowy: 2018 (blok w nowym budownictwie)
Mieszkanie, ul. Myśliwskie Wzgórze|Myśliwskie Wzgórze, Gdańsk, pomorskie|599 000 zł|42,10 m²|2|4|wtórny|2015|w garażu podziemnym|blok mieszkalny; rok budowy: 2015 (blok w nowym budownictwie)
Mieszkanie, ul. Potęgowska|Potęgowska, Gdańsk, pomorskie|665 500 zł|68,07 m²|4|1|wtórny|2024|parking publiczny / na ulicy|rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie|Stankiewicza, Kokoszki, Gdańsk, pomorskie|683 869 zł|66,26 m²|3|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2022|-|dom wielorodzinny; rok budowy: 2022
Mieszkanie, ul. Niepołomicka|Niepołomicka, Łostowice, Gdańsk, pomorskie|639 000 zł|53,46 m²|3|2|wtórny|2016|przynależne na ulicy|blok mieszkalny; rok budowy: 2016 (blok w nowym budownictwie)
Mieszkanie, ul. Rzęsna|Rzęsna, Rudniki, Gdańsk, pomorskie|354 000 zł|47 m²|2|3|wtórny|1975|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1975
Mieszkanie, ul. Subisława|Subisława, Żabianka, Gdańsk, pomorskie|489 000 zł|31 m²|1|10|wtórny|1975|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1975
Mieszkanie, ul. Brzozowa|Brzozowa, Wrzeszcz, Gdańsk, pomorskie|639 000 zł|33,10 m²|2|parter|wtórny|1910|przynależne na ulicy|kamienica; rok budowy: 1910 (blok w starym budownictwie)
Mieszkanie, ul. Jaśkowa Dolina|Jaśkowa Dolina, Wrzeszcz, Gdańsk, pomorskie|1 379 800 zł|177,14 m²|6|2|wtórny|1930|przynależne na ulicy|kamienica; rok budowy: 1930
Mieszkanie, ul. Jaworzniaków|Jaworzniaków, Zakoniczyn, Gdańsk, pomorskie|637 000 zł|49,37 m²|2|parter|wtórny|2015|przynależne na ulicy|blok mieszkalny; rok budowy: 2015
Mieszkanie|Toruńska, Dolne Miasto, Gdańsk, pomorskie|1 300 000 zł|93,85 m²|4|3|wtórny|1900|przynależne na ulicy|kamienica; rok budowy: 1900 (blok w starym budownictwie)
Mieszkanie, ul. Makuszyńskiego|Makuszyńskiego, Wrzeszcz, Gdańsk, pomorskie|770 000 zł|62 m²|4|4|wtórny|1974|-|blok mieszkalny; rok budowy: 1974
Mieszkanie, ul. Współczesna|Współczesna, Wrzeszcz Górny, Gdańsk, pomorskie|929 000 zł|78,30 m²|3|4|wtórny|1991|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1991
Mieszkanie, ul. Władysława Jagiełły|Władysława Jagiełły, Łostowice, Gdańsk, pomorskie|575 000 zł|53,28 m²|3|3|wtórny|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023
Mieszkanie, ul. Mostek|Mostek, Śródmieście, Gdańsk, pomorskie|673 440 zł|36,80 m²|2|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|parking publiczny / na ulicy|apartamentowiec; rok budowy: 2024
Mieszkanie, ul. Lektykarska|Lektykarska, Stare Miasto, Gdańsk, pomorskie|825 000 zł|38,49 m²|2|1|wtórny|1960|parking publiczny / na ulicy|kamienica; rok budowy: 1960 (blok w starym budownictwie)
Mieszkanie, ul. Rytelska|Rytelska, Łostowice, Gdańsk, pomorskie|459 548 zł|35,08 m²|2|2|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|garaż wolnostojący|blok mieszkalny; rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. 3 Maja|3 Maja, Śródmieście, Gdańsk, pomorskie|179 000 €|44 m²|2|3|wtórny|1955|parking publiczny / na ulicy|kamienica; rok budowy: 1955 (blok w starym budownictwie)
Mieszkanie Gdańsk|Jasień, Gdańsk, pomorskie|576 200 zł|60 m²|3|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2023|w garażu podziemnym|blok mieszkalny; rok budowy: 2023
Mieszkanie|Aleja Grunwaldzka, Oliwa, Gdańsk, pomorskie|699 000 zł|56,20 m²|3|2|wtórny|1970|przynależne na terenie ogrodzonym|blok mieszkalny; rok budowy: 1970
Mieszkanie, ul. Husa|Husa, Oliwa, Gdańsk, pomorskie|1 130 000 zł|71 m²|3|1|wtórny|1926|-|kamienica; rok budowy: 1926
Mieszkanie, ul. Dolne Migowo|Dolne Migowo, Gdańsk, pomorskie|1 360 000 zł|83 m²|4|2|wtórny|-|garaż w bryle budynku|blok mieszkalny
Mieszkanie, ul. Pastelowa|Pastelowa, Łostowice, Gdańsk, pomorskie|450 000 zł|35,44 m²|2|4|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|w garażu podziemnym|blok mieszkalny; rok budowy: 2024
Mieszkanie, ul. Reformacka|Reformacka, Chełm, Gdańsk, pomorskie|849 000 zł|76,40 m²|4|3|wtórny|-|parking publiczny / na ulicy|blok mieszkalny
Mieszkanie, ul. Pastelowa|Pastelowa, Łostowice, Gdańsk, pomorskie|424 500 zł|37,10 m²|2|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2025|garaż|blok mieszkalny; rok budowy: 2025 (blok w nowym budownictwie)
Mieszkanie, ul. Szpaki|Szpaki, Stogi, Gdańsk, pomorskie|439 000 zł|42,20 m²|2|4|wtórny|1969|przynależne na ulicy|blok mieszkalny; rok budowy: 1969
Mieszkanie, ul. Rzęsna|Rzęsna, Rudniki, Gdańsk, pomorskie|320 000 zł|27,60 m²|2|4|wtórny|1983|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1983 (blok w starym budownictwie)
Mieszkanie Gdańsk|Orunia Górna, Gdańsk, pomorskie|588 853 zł|61,14 m²|3|3|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|-|przynależne na ulicy|
Apartament, ul. Jaglana|Jaglana, Śródmieście, Gdańsk, pomorskie|980 000 zł|39 m²|2|3|wtórny|2017|tak|apartamentowiec; rok budowy: 2017
Mieszkanie|Stokłosy, Kokoszki, Gdańsk, pomorskie|712 000 zł|87,91 m²|4|1|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|przynależne na ulicy|dom wielorodzinny; rok budowy: 2024 (blok w nowym budownictwie)
Mieszkanie, ul. Kaczyńskiego|Kaczyńskiego, Przymorze, Gdańsk, pomorskie|620 000 zł|45 m²|2|3|wtórny|1968|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 1968
Mieszkanie, ul. Wielkopolska|Wielkopolska, Łostowice, Gdańsk, pomorskie|491 165 zł|42,71 m²|2|parter|pierwotny (zobacz inne nowe mieszkania w Gdańsku)|2024|parking publiczny / na ulicy|blok mieszkalny; rok budowy: 2024 (blok w nowym budownictwie)
Apartament, ul. Sienna Grobla|Sienna Grobla, Śródmieście, Gdańsk, pomorskie|950 000 zł|37 m²|2|2|wtórny|2023|parking publiczny / na ulicy|apartamentowiec; rok budowy: 2023
Apartament, ul. Bolesława Krzywoustego|Bolesława Krzywoustego, Oliwa, Gdańsk, pomorskie|1 950 000 zł|79,40 m²|4|parter|wtórny|2012|przynależne na ulicy|apartamentowiec; rok budowy: 2012
Apartament, ul. Obrońców Wybrzeża|Obrońców Wybrzeża, Przymorze, Gdańsk, pomorskie|1 389 000 zł|70,16 m²|3|3|wtórny|2019|garaż|apartamentowiec; rok budowy: 2019 (blok w nowym budownictwie)
