title|address|price[PLN]|area[m^2]|rooms|floor|market|addition|parking|elevator|build year|internet|buiiding_type|basement
Dwustronne mieszkanie 76m2 Działki Leśne (3pok)|ul. Śląska, Działki Leśne, Gdynia, pomorskie|799000.0|76.0|3|5|wtórny|||nie|1938|0.0|blok|0.0
mieszkanie z dużym balkonem, ogrodem i garażem !!!|ul. Kwiatowa, Wyspa Sobieszewska, Gdańsk, pomorskie|799000.0|83.8|4|1|wtórny|balkon, ogródek|garaż/miejsce parkingowe|nie|1986|0.0|blok|1.0
Trzypokojowe mieszkanie blisko morza!|ul. płk. Stanisława Dąbka, Oksywie, Gdynia, pomorskie|459000.0|52.68|3|3|wtórny|balkon||nie|1980|0.0|blok|1.0
"Wyjątkowy apartament blisko lasu | Wysoki standard"|ul. Janki Bryla, Wiczlino, Gdynia, pomorskie|849000.0|59.0|2|1|wtórny|balkon|garaż/miejsce parkingowe|tak|2016|1.0|apartamentowiec|0.0
2 pokoje z ogrodem! Cicha okolica!|ul. Olimpijska, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|499000.0|50.0|2|parter|wtórny|ogródek, taras||nie|2007|0.0|blok|1.0
Ma sprzedaż trzypokojowe mieszkanie 500 M od plaży|ul. Ikara, Babie Doły, Gdynia, pomorskie|600000.0|59.42|3|2|wtórny|balkon||nie|1973|1.0|blok|1.0
Idealne mieszkanie dla Ciebie|Dąbrowa, Gdynia, pomorskie|705959.0|75.83|4|parter|pierwotny|ogródek|garaż/miejsce parkingowe|tak|2024|0.0|blok|0.0
Przestronne 2 pokoje w kameralnej inwestycji!|Dąbrowa, Gdynia, pomorskie|518321.0|42.15|2|4|pierwotny|balkon, ogródek|garaż/miejsce parkingowe|tak|2025|0.0|blok|0.0
3 pokoje - wydanie czerwiec 2024 r|ul. Pastelowa, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|591000.0|56.72|3|4|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|1.0
Zamieszkaj lub zainwestuj - apartament w centrum!|ul. św. Piotra, Śródmieście, Gdynia, pomorskie|587328.0|34.96|1|parter|pierwotny|balkon|garaż/miejsce parkingowe|tak|2023|1.0|apartamentowiec|0.0
Zamieszkaj lub zainwestuj - apartament w centrum!|ul. św. Piotra, Śródmieście, Gdynia, pomorskie|798399.0|40.02|2|5|pierwotny|balkon|garaż/miejsce parkingowe|tak|2023|1.0|apartamentowiec|0.0
Apartament 6 min. od morza!|ul. św. Piotra, Śródmieście, Gdynia, pomorskie|865016.0|53.15|2|3|pierwotny||garaż/miejsce parkingowe|tak|2023|1.0|apartamentowiec|0.0
2 pokoje Po generalnym remoncie Umeblowane Chełm|ul. Wincentego Witosa, Chełm, Gdańsk, pomorskie|549000.0|35.0|2|6|wtórny|balkon||tak|1977|0.0|blok|1.0
nowe mieszkanie do odbioru blisko Ucm, Śródmieścia|ul. Powstańców Warszawskich, Siedlce, Gdańsk, pomorskie|1092150.0|72.81|3|parter|pierwotny|ogródek, taras|garaż/miejsce parkingowe|tak|2024|0.0|blok|0.0
blisko Śródmieścia, świetnie skomunikowane|ul. Powstańców Warszawskich, Siedlce, Gdańsk, pomorskie|775360.0|48.46|1|parter|pierwotny|ogródek, taras|garaż/miejsce parkingowe|tak|2024|0.0|blok|0.0
Centrum, 10 min. do Skm,3 min Zkm. 15 min do morza|Działki Leśne, Gdynia, pomorskie|740000.0|68.0|3|6|wtórny|balkon||nie||1.0|blok|1.0
Apartament/4 pok/Fort Forest|ul. Czesława Niemena, Wiczlino, Gdynia, pomorskie|1350000.0|92.94|4|1|wtórny|balkon|garaż/miejsce parkingowe|tak|2018|1.0|apartamentowiec|1.0
MIeszkanie przy plaży z widokiem na morze|ul. Parkowa, Dolny Sopot - Grunwaldzka, Dolny Sopot, Sopot, pomorskie|1850000.0|80.0|2|3|wtórny||garaż/miejsce parkingowe|nie|1905|0.0|kamienica|1.0
Kameralne mieszkanie w spokojnej okolicy, od zaraz|ul. Stokłosy, Kokoszki, Gdańsk, pomorskie|712000.0|87.45|4||pierwotny|balkon|garaż/miejsce parkingowe|nie|2024|1.0||0.0
Mieszkanie 2-pokojowe! Klucze marzec!!!|ul. Aleksandra Dulin'a, Ujeścisko-Łostowice, Gdańsk, pomorskie|434928.0|41.82|2|3|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
Kawalerka - Jasień|prof. Jerzego Stankiewicza, Jasień, Gdańsk, pomorskie|390000.0|30.26|1|2|wtórny|||nie|2024|0.0||0.0
Apartament inwestycyjny w samym centrum Gdańska|ul. Mostek, Śródmieście, Gdańsk, pomorskie|495472.0|27.68|1||pierwotny|ogródek, taras|garaż/miejsce parkingowe|tak|2024|1.0|apartamentowiec|0.0
Gdańsk Brzeźno Dworska 22 pas nadmorski|ul. Dworska 22, Brzeźno, Gdańsk, pomorskie|687000.0|52.0|3|1|wtórny||garaż/miejsce parkingowe|nie|1964|0.0|blok|0.0
Mieszkanie B9 Wieżycka Folwark 61.83m2|ul. Wieżycka, Ujeścisko-Łostowice, Gdańsk, pomorskie|599415.0|61.83|3|2|pierwotny|balkon||tak|2025|0.0||0.0
Mieszkanie C11 Wieżycka Folwark 78.42m2|ul. Wieżycka, Ujeścisko-Łostowice, Gdańsk, pomorskie|769407.0|78.42|3|3|pierwotny|balkon||tak|2025|0.0||0.0
Mieszkanie C10 Wieżycka Folwark 53.76m2|ul. Wieżycka, Ujeścisko-Łostowice, Gdańsk, pomorskie|527459.0|53.76|2|3|pierwotny|balkon||tak|2025|0.0||0.0
Mieszkanie C9 Wieżycka Folwark 52.70m2|ul. Wieżycka, Ujeścisko-Łostowice, Gdańsk, pomorskie|510904.0|52.7|2|2|pierwotny|balkon||tak|2025|0.0||0.0
Mieszkanie C8 Wieżycka Folwark 46.01m2|ul. Wieżycka, Ujeścisko-Łostowice, Gdańsk, pomorskie|456795.0|46.01|2|2|pierwotny|balkon||tak|2025|0.0||0.0
Wysoki standard/3 pokoje/Zajezdnia Wrzeszcz|ul. Grudziądzka, Wrzeszcz Dolny, Gdańsk, pomorskie|1399000.0|61.21|3|1|wtórny|balkon|garaż/miejsce parkingowe|tak|2020|0.0|apartamentowiec|0.0
2 pokoje 10/11p ładny widok wolne od zaraz|Brodwino, Sopot, pomorskie|439000.0|30.0|2|10|wtórny|||tak|1970|1.0|blok|1.0
2-pokojowe mieszkanie 37m2 + balkon Bez Prowizji|ul. Kartuska, Siedlce, Gdańsk, pomorskie|631189.0|37.09|2|3||balkon|garaż/miejsce parkingowe|||||
Mieszkanie C6 Wieżycka Folwark 52.72m2|ul. Wieżycka, Ujeścisko-Łostowice, Gdańsk, pomorskie|504940.0|52.72|2|1|pierwotny|balkon||tak|2025|0.0||0.0
Mieszkanie C5 Wieżycka Folwark 46.01m2|ul. Wieżycka, Ujeścisko-Łostowice, Gdańsk, pomorskie|451421.0|46.01|2|1|pierwotny|balkon||tak|2025|0.0||0.0
Mieszkanie C4 Wieżycka Folwark 61.83m2|ul. Wieżycka, Ujeścisko-Łostowice, Gdańsk, pomorskie|592193.0|61.83|3|1|pierwotny|balkon||tak|2025|0.0||0.0
Mieszkanie C1 Wieżycka Folwark 61.83m2|ul. Wieżycka, Ujeścisko-Łostowice, Gdańsk, pomorskie|606637.0|61.83|3|parter|pierwotny|ogródek, taras||tak|2025|0.0||0.0
Mieszkanie B10 Wieżycka Folwark 53.74m2|ul. Wieżycka, Ujeścisko-Łostowice, Gdańsk, pomorskie|527263.0|53.74|2|3|pierwotny|balkon||tak|2025|0.0||0.0
"Rezydencja Marina | Przy Parku Reagana"|ul. Czarny Dwór, Przymorze Wielkie, Gdańsk, pomorskie|1950000.0|83.0|2|1|wtórny|balkon|garaż/miejsce parkingowe|tak|2014|1.0|apartamentowiec|0.0
3-pokojowy apartament 60m2 + balkon Bez Prowizji|ul. Kardynała Wyszyńskiego, Śródmieście, Gdynia, pomorskie|1326244.0|60.11|3|5||balkon|garaż/miejsce parkingowe|||||
2 pokoje 10/11p ładny widok wolne od zaraz|Brodwino, Sopot, pomorskie|439000.0|30.0|2|10|wtórny|||tak|1970|1.0|blok|1.0
Mieszkanie A6 Wieżycka Folwark 61.83m2|ul. Wieżycka, Ujeścisko-Łostowice, Gdańsk, pomorskie|592193.0|61.83|3|1|pierwotny|balkon||tak|2025|0.0||0.0
Mieszkanie A4 Wieżycka Folwark 52.71m2|ul. Wieżycka, Ujeścisko-Łostowice, Gdańsk, pomorskie|504844.0|52.71|2|1|pierwotny|balkon||tak|2025|0.0||0.0
Mieszkanie A3 Wieżycka Folwark 61.83m2|ul. Wieżycka, Ujeścisko-Łostowice, Gdańsk, pomorskie|584971.0|61.83|3|parter|pierwotny|ogródek, taras||tak|2025|0.0||0.0
Mieszkanie B11 Wieżycka Folwark 77.16m2|ul. Wieżycka, Ujeścisko-Łostowice, Gdańsk, pomorskie|757045.0|77.16|4|3|pierwotny|balkon||tak|2025|0.0||0.0
Mieszkanie B10 Wieżycka Folwark 53.75m2|ul. Wieżycka, Ujeścisko-Łostowice, Gdańsk, pomorskie|527361.0|53.75|2|3|pierwotny|balkon||tak|2025|0.0||0.0
Młode miasto Gdańsk|ul. Antoniego Madalińskiego, Orunia-Św. Wojciech-Lipce, Gdańsk, pomorskie|640204.0|55.19|3|2|pierwotny|balkon|garaż/miejsce parkingowe|nie||0.0||0.0
Gdańsk Chełm blisko Śródmieścia|ul. Antoniego Madalińskiego, Orunia-Św. Wojciech-Lipce, Gdańsk, pomorskie|433625.0|34.69|2|3|pierwotny|balkon|garaż/miejsce parkingowe|tak||0.0||0.0
Dwupokojowy Apartament Z Ogródkiem|Siedlce, Gdańsk, pomorskie|786420.0|38.55|2|parter|pierwotny|ogródek|garaż/miejsce parkingowe|tak||0.0||0.0
Mieszkanie w kameralnej inwestycji na Suchaninie|ul. Cygańska Góra, Suchanino, Gdańsk, pomorskie|1916219.0|97.25|5|1|pierwotny|balkon||nie|2023|1.0||0.0
Mieszkanie - Gdańsk Zakoniczyn|ul. Kazimierza Porębskiego, Ujeścisko-Łostowice, Gdańsk, pomorskie|579000.0|48.0|2|2|wtórny|balkon||nie|2011|0.0|blok|1.0
Czteropokojowy Apartament Z Ogrodem|Siedlce, Gdańsk, pomorskie|1604979.0|106.29|4|parter|pierwotny|ogródek|garaż/miejsce parkingowe|tak||0.0||0.0
4 pokoje, nowa, stylowa iwestycja|ul. Smolna, Świemirowo, Sopot, pomorskie|237743788.0|114.4|4|parter|pierwotny|ogródek|garaż/miejsce parkingowe|tak|2023|1.0|apartamentowiec|0.0
Kompaktowe mieszkanie z ogrodem|ul. Płocka, Ujeścisko-Łostowice, Gdańsk, pomorskie|589000.0|40.49|2|1|wtórny|ogródek|garaż/miejsce parkingowe|tak|2015|1.0|blok|0.0
Trzypokojowy apartament z antresolą|Siedlce, Gdańsk, pomorskie|97411898.0|58.46|3|2|pierwotny||garaż/miejsce parkingowe|tak||0.0||0.0
Mieszkanie - Gdańsk Morena|ul. Stanisława Lema, Piecki-Migowo, Gdańsk, pomorskie|649000.0|39.01|2|2|wtórny|balkon|garaż/miejsce parkingowe|tak|2018|0.0||0.0
Duże mieszkanie z potencjałem|ul. Wróbla, Śródmieście, Gdańsk, pomorskie|1126900.0|113.83|3|1|wtórny|||nie|1900|0.0|kamienica|1.0
Słoneczne M2 do zamieszkania lub pod inwestycję!|ul. Bohaterów Starówki Warszawskiej, Redłowo, Gdynia, pomorskie|630000.0|53.02|2|4|wtórny|balkon||nie|1970|0.0|blok|1.0
Kawalerka z widokiem na morze|ul. Henryka Sienkiewicza, Kamienny Potok, Sopot, pomorskie|399000.0|25.2|1|4|wtórny|||tak|1970|0.0|blok|1.0
Atrakcyjny apartament na Starym Mieście|ul. Szeroka, Śródmieście, Gdańsk, pomorskie|1195000.0|56.3|2|1|wtórny|balkon|garaż/miejsce parkingowe|tak|2012|1.0|apartamentowiec|0.0
Apartament nad Motławą - wydanie od ręki|ul. Kamienna Grobla, Śródmieście, Gdańsk, pomorskie|1350000.0|87.05|3|4|wtórny|balkon|garaż/miejsce parkingowe|tak|2021|1.0|apartamentowiec|0.0
3-pok. mieszkanie Altus Gdynia Redłowo|ul. Legionów, Redłowo, Gdynia, pomorskie|995000.0|60.68|3|5|wtórny|balkon|garaż/miejsce parkingowe|tak|2012|1.0|apartamentowiec|1.0
Przestronne, jasne, ciche, 2-pokojowe, nas Chełmie|ul. Henryka Hubertusa Jabłońskiego, Chełm, Gdańsk, pomorskie|585000.0|49.5|2|1|wtórny|||nie||1.0|blok|1.0
Po remoncie, przestronne, 3-pokojowe, na Morenie|ul. Zofii Nałkowskiej, Piecki-Migowo, Gdańsk, pomorskie|599000.0|56.1|3|1|wtórny|||tak|1978|1.0|blok|1.0
Kawalerka w prestiżowej inwestycji Atrium Oliva|ul. Artura Grottgera, Oliwa, Gdańsk, pomorskie|995007.0|42.43|2|1|pierwotny|||tak|2023|1.0|apartamentowiec|0.0
3 niezależne pokoje - blisko tramwaj|ul. Marcina Dragana, Chełm, Gdańsk, pomorskie|649000.0|63.4|3|4|wtórny|||nie|1986|1.0|blok|1.0
Mieszkanie D54 Osiedle Srebrniki 38.2m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|611200.0|38.2|2|4|pierwotny|balkon||tak|2025|0.0|apartamentowiec|0.0
Mieszkanie D53 Osiedle Srebrniki 39.94m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|639040.0|39.94|2|4|pierwotny|balkon||tak|2025|0.0|apartamentowiec|0.0
Mieszkanie C19 Osiedle Srebrniki 66.99m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|1085238.0|66.99|3|4|pierwotny|balkon||tak|2025|0.0|apartamentowiec|0.0
Mieszkanie D50 Osiedle Srebrniki 52.19m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|819383.0|52.19|2|3|pierwotny|balkon||tak|2025|0.0|apartamentowiec|0.0
Mieszkanie z potencjałem przy samym lesie|ul. Swarzewska, Chylonia, Gdynia, pomorskie|419000.0|44.5|2|parter|wtórny|balkon||nie||0.0|blok|1.0
"Lokale inwestycyjne >30m2 | PREMIUM | Zarezerwuj"|Śródmieście, Gdańsk, pomorskie|560375.0|37.21|2|3|pierwotny|balkon|garaż/miejsce parkingowe|tak||0.0|apartamentowiec|0.0
Mieszkanie Rozewska|ul. Rozewska, Chylonia, Gdynia, pomorskie|525000.0|53.0|3|4|wtórny|balkon||tak|1980|0.0|blok|1.0
Mieszkanie D49 Osiedle Srebrniki 84.73m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|1245531.0|84.73|4|3|pierwotny|balkon||tak|2025|0.0|apartamentowiec|0.0
Mieszkanie D45 Osiedle Srebrniki 62.76m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|910020.0|62.76|3|3|pierwotny|balkon||tak|2025|0.0|apartamentowiec|0.0
Mieszkanie D46 Osiedle Srebrniki 39.94m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|627058.0|39.94|2|3|pierwotny|balkon||tak|2025|0.0|apartamentowiec|0.0
Mieszkanie D47 Osiedle Srebrniki 38.2m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|599740.0|38.2|2|3|pierwotny|balkon||tak|2025|0.0|apartamentowiec|0.0
Mieszkanie C18 Osiedle Srebrniki 63.82m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|925390.0|63.82|3|3|pierwotny|balkon||tak|2025|0.0|apartamentowiec|0.0
"Mieszkanie z dużym potencjałem | Wrzeszcz"|ul. Sochaczewska, Wrzeszcz Dolny, Gdańsk, pomorskie|799000.0|131.3|3|parter|wtórny|taras|garaż/miejsce parkingowe|nie|1965|1.0|blok|1.0
Ciepłe i słoneczne mieszkanie na os. Fikakowo|ul. Damroki, Wielki Kack, Gdynia, pomorskie|849000.0|71.36|3|1|wtórny|balkon|garaż/miejsce parkingowe|nie|1999|1.0|blok|1.0
4-pokojowe mieszkanie 93m2 + balkon Bezpośrednio|ul. Janki Bryla, Wiczlino, Gdynia, pomorskie|936577.0|93.28|4|1||balkon|garaż/miejsce parkingowe|||||
"Lokale inwestycyjne >30m2 | PREMIUM | Zarezerwuj"|Śródmieście, Gdańsk, pomorskie|560375.0|37.21|2|3|pierwotny|balkon|garaż/miejsce parkingowe|tak||0.0|apartamentowiec|0.0
Apartament Premium gotowy do zamieszkania Gdynia|ul. Legionów, Redłowo, Gdynia, pomorskie|1788000.0|68.38|3|8|wtórny|balkon|garaż/miejsce parkingowe|tak|2023|1.0|apartamentowiec|0.0
Mieszkanie C4 Osiedle Srebrniki 53.55m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|792540.0|53.55|2|parter|pierwotny|balkon||tak|2025|0.0|apartamentowiec|0.0
Mieszkanie C3 Osiedle Srebrniki 42.32m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|639032.0|42.32|2|parter|pierwotny|balkon||tak|2024|0.0|apartamentowiec|0.0
Mieszkanie B52 Osiedle Srebrniki 62.76m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|910020.0|62.76|3|4|pierwotny|balkon||tak|2024|0.0|apartamentowiec|0.0
Mieszkanie C1 Osiedle Srebrniki 77.29m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|1066602.0|77.29|4|parter|pierwotny|balkon||tak|2024|0.0|apartamentowiec|0.0
Mieszkanie B53 Osiedle Srebrniki 39.94m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|627058.0|39.94|2|4|pierwotny|balkon||tak|2024|0.0|apartamentowiec|0.0
Komfortowy nadmorski apartament z dwoma tarasami|ul. Bursztynowa, Jelitkowo, Gdańsk, pomorskie|3500000.0|107.0|4|3|wtórny|taras|garaż/miejsce parkingowe|nie|2017|0.0|blok|0.0
Mieszkanie w kamienicy 3,5m, wysoki standard|ul. Gerarda Denhoffa, Grabówek, Gdynia, pomorskie|1050000.0|74.29|3|2|wtórny|||nie|1931|0.0|kamienica|0.0
Widok na Zatokę oraz Sopot i Gdynię|al. gen. Józefa Hallera, Brzeźno, Gdańsk, pomorskie|920000.0|51.53|2|9|wtórny|balkon|garaż/miejsce parkingowe|nie|2019|0.0||0.0
1-pokojowy apartament 35m2 + balkon Bez Prowizji|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|913761.0|35.01|1|3||balkon|garaż/miejsce parkingowe|||||
3 pokojowe mieszkanie po remoncie z 150m2 ogrodem!|ul. Janiny Porazińskiej, Karwiny, Gdynia, pomorskie|699000.0|55.73|3|parter|wtórny|balkon, ogródek, taras||nie|1986|0.0|blok|1.0
Sprzedam mieszkanie na Starówce Gdańsk Centrum|ul. Grobla III, Śródmieście, Gdańsk, pomorskie|999999.0|72.05|3|2|wtórny||garaż/miejsce parkingowe|nie||1.0|kamienica|1.0
Mieszkanie B36 Osiedle Srebrniki 51.21m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|768150.0|51.21|2|1|pierwotny|balkon||tak|2024|0.0|apartamentowiec|0.0
Mieszkanie B32 Osiedle Srebrniki 39.52m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|592800.0|39.52|2|1|pierwotny|balkon||tak|2024|0.0|apartamentowiec|0.0
Mieszkanie B31 Osiedle Srebrniki 62.24m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|858912.0|62.24|3|1|pierwotny|balkon||tak|2024|0.0|apartamentowiec|0.0
Mieszkanie B34 Osiedle Srebrniki 53.36m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|784392.0|53.36|2|1|pierwotny|balkon||tak|2024|0.0|apartamentowiec|0.0
Mieszkanie B35 Osiedle Srebrniki 83.3m2|ul. Magellana, Wrzeszcz Górny, Gdańsk, pomorskie|1166200.0|83.3|4|1|pierwotny|balkon||tak|2024|0.0|apartamentowiec|0.0
Nadmorski Park gotowy apartament - zamieszkaj tu|al. gen. Józefa Hallera, Brzeźno, Gdańsk, pomorskie|2107000.0|67.0|3|parter|wtórny|balkon, ogródek, taras|garaż/miejsce parkingowe|tak|2021|1.0|apartamentowiec|1.0
Nadmorski Park premium apartament z ogródkiem|al. gen. Józefa Hallera, Brzeźno, Gdańsk, pomorskie|2164000.0|69.0|3|parter|wtórny|balkon, ogródek||tak|2021|1.0|apartamentowiec|1.0
Nadmorski Park najlepszy adres Gdańsk zamieszaj tu|al. gen. Józefa Hallera, Brzeźno, Gdańsk, pomorskie|2185000.0|70.0|3|parter|wtórny|balkon, ogródek, taras|garaż/miejsce parkingowe|tak|2021|1.0|apartamentowiec|1.0
Mieszkanie trzypokojowe/ podwyższony standard/nowe|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|646000.0|55.0|3|1|wtórny|balkon|garaż/miejsce parkingowe|tak|2021|0.0||0.0
Okazja dla inwestora, 10 mieszkań w pakiecie|Ujeścisko-Łostowice, Gdańsk, pomorskie|646000.0|55.0|3|1|wtórny|balkon|garaż/miejsce parkingowe|tak|2021|0.0|blok|0.0
3-Pok. Mieszkanie / Słoneczne / Oddzielna Kuchnia|Letnica, Gdańsk, pomorskie|1050000.0|65.55|3|5|wtórny|balkon|garaż/miejsce parkingowe|tak|2019|0.0|apartamentowiec|0.0
Quercus - B2.34|ul. Wielkopolska, Ujeścisko-Łostowice, Gdańsk, pomorskie|457835.0|41.0|2|3|pierwotny|||tak|2025|0.0||0.0
Mieszkanie z ogrodem oraz garażem do remontu|ul. Leona Wyczółkowskiego, Siedlce, Gdańsk, pomorskie|1099000.0|78.0|3|parter|wtórny||garaż/miejsce parkingowe|nie||1.0||1.0
Słoneczne trzy pokoje z ogrodem ul. Guderskiego|ul. Konrada Guderskiego, Ujeścisko-Łostowice, Gdańsk, pomorskie|649000.0|53.4|3|parter|wtórny|ogródek, taras||nie|2008|1.0|blok|1.0
Mieszkanie - Gdynia Oksywie|ul. Benisławskiego, Oksywie, Gdynia, pomorskie|530000.0|52.7|3|2|wtórny|balkon|garaż/miejsce parkingowe|tak|1980|0.0|blok|1.0
1-pokojowy apartament 27m2 Bezpośrednio|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|719304.0|27.88|1|1|||garaż/miejsce parkingowe|||||
3 pokoje w apartamentowcu blisko morza i Skm Hit|Aleja Rzeczypospolitej, Przymorze Małe, Gdańsk, pomorskie|1075000.0|58.82|3|1|wtórny|balkon|garaż/miejsce parkingowe|tak|2015|0.0|apartamentowiec|0.0
Słoneczne i kameralne z balkonem, umeblowane|ul. Zeusa, Kowale, Kolbudy, gdański, pomorskie|459000.0|39.61|2|1|wtórny|balkon|garaż/miejsce parkingowe|nie|2015|1.0|blok|0.0
Mieszkanie 2-pokojowe! Klucze luty!!!|ul. Aleksandra Dulin'a, Ujeścisko-Łostowice, Gdańsk, pomorskie|443040.0|42.6|2|3|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
Na sprzedaż piękny apartament przy samej plaży!|ul. Floriana Ceynowy, Dolny Sopot - Haffnera, Dolny Sopot, Sopot, pomorskie|1999000.0|71.88|2|parter|wtórny|ogródek|garaż/miejsce parkingowe|nie|1910|1.0|kamienica|1.0
Mieszkanie 3 pokojowe - Myśliwska, Gdańsk Morena|ul. Myśliwska, Piecki-Migowo, Gdańsk, pomorskie|729000.0|53.2|3|2|wtórny|balkon|garaż/miejsce parkingowe|tak|2011|0.0|blok|1.0
Apartament C2 z prywatnym tarasem na dachu|ul. Turystyczna, Wyspa Sobieszewska, Gdańsk, pomorskie|86503550.0|62.3|2|1|pierwotny|balkon, taras|garaż/miejsce parkingowe|nie|2023|1.0|apartamentowiec|0.0
Mieszkanie - Sopot Dolny|ul. Grunwaldzka, Dolny Sopot - Grunwaldzka, Dolny Sopot, Sopot, pomorskie|1890000.0|101.76|3|3|wtórny|balkon||tak|1910|1.0|kamienica|1.0
Mieszkanie na sprzedaż w centrum sopotu|ul. 3 Maja, Karlikowo, Sopot, pomorskie|1199000.0|62.31|3|1|wtórny|ogródek||nie|1900|1.0|kamienica|1.0
Przestronne, czteropokojowe mieszkanie w Gdańsku.|ul. Ptasia, Chełm, Gdańsk, pomorskie|879000.0|88.61|4|1|wtórny|balkon|garaż/miejsce parkingowe|tak|2023|1.0|blok|0.0
1-pokojowy apartament 31m2 Bez Prowizji|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|794325.0|31.15|1|parter|||garaż/miejsce parkingowe|||||
1-pokojowy apartament 47m2 + 3 balkony|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|1239056.0|47.84|1|4||balkon|garaż/miejsce parkingowe|||||
1-pokojowy apartament 30m2 + 2 balkony|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|808794.0|30.87|1|3||balkon|garaż/miejsce parkingowe|||||
Nowe wykończone 3 pokoje blisko Orunia Góna|ul. Platynowa, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|749500.0|53.55|3|3|wtórny|||nie|2023|0.0||0.0
Mały Kack, Strzelców - słoneczne 3 pokoje !!!|ul. Strzelców, Mały Kack, Gdynia, pomorskie|1170000.0|66.18|3|3|wtórny|balkon|garaż/miejsce parkingowe|tak|2016|1.0|apartamentowiec|0.0
komfortowe dwa pokoje na Jasieniu|Jasień, Gdańsk, pomorskie|598000.0|46.6|2|parter|wtórny|||tak|2012|0.0|blok|0.0
Kawalerka nad samym morzem!|ul. Bitwy pod Płowcami, Karlikowo, Sopot, pomorskie|659000.0|33.6|1|parter|wtórny|||nie|1934|0.0|kamienica|0.0
Mieszkanie w trakcie remontu na Piastowskiej!|ul. Piastowska, Przymorze Wielkie, Gdańsk, pomorskie|689000.0|46.0|2|1|wtórny|||tak|1971|0.0|blok|0.0
Mieszkanie blisko centrum z działką 608 m2|ul. Leona Wyczółkowskiego, Siedlce, Gdańsk, pomorskie|1099000.0|78.8|3|parter|wtórny|ogródek, taras|garaż/miejsce parkingowe|nie|1976|0.0|szeregowiec|1.0
Apartament Kamienica ul.Długa !|ul. Długa, Śródmieście, Gdańsk, pomorskie|1350000.0|70.0|4|1|wtórny|||nie|1890|1.0|kamienica|0.0
Ukończona inwestycja, Dostępność natychmiastowa.|ul. Nike, Osowa, Gdańsk, pomorskie|671136.0|69.91|3|parter|pierwotny|balkon|garaż/miejsce parkingowe|tak|2022|0.0|blok|1.0
4-pokojowe mieszkanie z pięknym widokiem|ul. Powstańców Warszawskich, Suchanino, Gdańsk, pomorskie|750000.0|63.56|4|4|wtórny|||nie|1982|0.0|blok|0.0
przytulny apartament z użytkowym poddaszem, Tesoro|Pogórze, Kosakowo, pucki, pomorskie|1250000.0|81.19|4|1|wtórny|balkon, taras|garaż/miejsce parkingowe|nie|2020|1.0||0.0
4 pokojowe mieszkanie na Ujeścisku|ul. Łódzka, Ujeścisko-Łostowice, Gdańsk, pomorskie|799000.0|78.2|4|2|wtórny|balkon|garaż/miejsce parkingowe|nie|1998|0.0|blok|0.0
Piękny apartament w Sopocie • Wirtualny Spacer|ul. Władysława Łokietka, Karlikowo, Sopot, pomorskie|1849000.0|80.9|3|1|wtórny|balkon|garaż/miejsce parkingowe|nie||0.0||0.0
Apartament z ogródkiem Gdańsk Jaśkowa Dolina|ul. Jaśkowa Dolina, Wrzeszcz Górny, Gdańsk, pomorskie|1500000.0|70.87|3|parter|wtórny|ogródek, taras|garaż/miejsce parkingowe|tak|2013|1.0|apartamentowiec|0.0
Pino Resort – 5.09|ul. Turystyczna 90, Wyspa Sobieszewska, Gdańsk, pomorskie|1302570.0|64.0|2|parter|pierwotny|balkon, ogródek||nie|2024|0.0||0.0
