title|address|price[PLN]|area[m^2]|rooms|floor|market|addition|parking|elevator|build year|internet|buiiding_type|basement
347 000 Netto 5min Wyspa Spichrzów+Dod BONUS 26-27|Śródmieście, Gdańsk, pomorskie|426845.0|27.68|1|parter|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|apartamentowiec|0.0
Kawalerka na sprzedaż - Żabianka|ul. Gospody, Żabianka, Gdańsk, pomorskie|489000.0|30.9|1|7|wtórny|||tak|1975|0.0|blok|1.0
1-pokojowy apartament 27m2 + 2 balkony|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|721512.0|27.33|1|4||balkon|garaż/miejsce parkingowe|||||
1-pokojowy apartament 53m2 + balkon Bezpośrednio|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|1367040.0|53.4|1|2||balkon|garaż/miejsce parkingowe|||||
1-pokojowy apartament 27m2 + balkon Bez Prowizji|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|729960.0|27.65|1|4||balkon|garaż/miejsce parkingowe|||||
Wymarzone Mieszkanie Na Zaspie ! Blisko Morza !|Zaspa-Rozstaje, Gdańsk, pomorskie|1850000.0|121.2|4|5|wtórny|||tak|2007|0.0|blok|0.0
Piekny apartament typu Loft do zamieszkania.|ul. Augustyna Krauzego, Wiczlino, Gdynia, pomorskie|879000.0|82.0|3|3|wtórny|balkon|garaż/miejsce parkingowe|nie|2022|0.0||0.0
1-pokojowe mieszkanie 93m2 Bez Pośredników|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|2166318.0|93.02|1|2|||garaż/miejsce parkingowe|||||
"2-POZIOMOWE | 3 balkony | 2 ŁAZIENKI | Duży garaż"|ul. Jeziorowa, Jasień, Gdańsk, pomorskie|1299999.0|111.0|4|1|wtórny|balkon, taras|garaż/miejsce parkingowe|nie|2015|1.0|apartamentowiec|0.0
Pino Resort – 6.41|ul. Turystyczna 90, Wyspa Sobieszewska, Gdańsk, pomorskie|995070.0|47.0|2|1|pierwotny|balkon||nie|2024|0.0||0.0
Zamieszkaj lub zainwestuj - apartament w centrum!|ul. św. Piotra, Śródmieście, Gdynia, pomorskie|842940.0|53.52|2|1|pierwotny||garaż/miejsce parkingowe|tak|2023|1.0|apartamentowiec|0.0
4 pokojowe mieszkanie 74m2 w Inwestycji Premium|Dąbrowa, Gdynia, pomorskie|748153.0|74.55|4|1|pierwotny|||tak||0.0||0.0
4 pokojowe mieszkanie 82m2 w Inwestycji Premium|Dąbrowa, Gdynia, pomorskie|865527.0|82.36|4|4|pierwotny|||tak||0.0||0.0
3 pokojowe mieszkanie 61m2 w Inwestycji Premium|Dąbrowa, Gdynia, pomorskie|710712.0|61.28|3|5|pierwotny|||tak||0.0||0.0
Piękne mieszkanie w samym centrum!|ul. 3 Maja, Śródmieście, Gdynia, pomorskie|799000.0|55.0|3|4|wtórny|balkon|garaż/miejsce parkingowe|tak||0.0||1.0
Słoneczne mieszkanie 3 pokojowe z ogródkiem!!!|ul. Kryształowa, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|699000.0|62.12|3|parter|wtórny|||tak|2017|0.0||0.0
Apartament w bardzo wysokim standardzie na Już!!!|ul. Niepołomicka, Ujeścisko-Łostowice, Gdańsk, pomorskie|960000.0|83.0|4|3|wtórny|balkon||nie|2022|0.0||0.0
Gdańsk ul. Toruńska 15 2 pokoje 2 łazienki|ul. Toruńska 15, Śródmieście, Gdańsk, pomorskie|1120000.0|63.6|2|6|wtórny|balkon|garaż/miejsce parkingowe|tak|2013|1.0|apartamentowiec|0.0
Gdańsk 1-pokojowe komfortowe|ul. Lawendowe Wzgórze, Jasień, Gdańsk, pomorskie|430000.0|30.0|1|6|wtórny|balkon|garaż/miejsce parkingowe|tak|2016|1.0|blok|1.0
1-pokojowy apartament 34m2 Bezpośrednio|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|906975.0|34.75|1|3|||garaż/miejsce parkingowe|||||
"Pas nadmorski | Do wprowadzenia"|ul. Piastowska, Przymorze Wielkie, Gdańsk, pomorskie|635000.0|38.0|2|4|wtórny|||nie|1970|1.0|blok|1.0
Centrum Sopotu 3 min molo ! Super Cena !|ul. Bohaterów Monte Cassino, Centrum, Dolny Sopot, Sopot, pomorskie|1959000.0|90.0|4|3|wtórny||garaż/miejsce parkingowe|nie||0.0|kamienica|0.0
Quercus - B2.56|ul. Wielkopolska, Ujeścisko-Łostowice, Gdańsk, pomorskie|460925.0|40.0|2|5|pierwotny|||tak|2025|0.0||0.0
Apartament na Wyspie Gdańsk B2/10|ul. Klimatyczna 88, Wyspa Sobieszewska, Gdańsk, pomorskie|513000.0|40.63|2|1|pierwotny|balkon|garaż/miejsce parkingowe|nie|2024|1.0|apartamentowiec|0.0
Mieszkanie na sprzedaż, Gdańsk Orunia Górna|ul. bpa Hieronima Rozrażewskiego, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|1049000.0|96.3|4|3|wtórny|balkon||nie|1997|0.0|blok|0.0
3 Pokoje W Pełni Wyposażone Idealne Dla Rodziny|ul. Lawendowe Wzgórze, Jasień, Gdańsk, pomorskie|620000.0|50.0|3|parter|wtórny|ogródek|garaż/miejsce parkingowe|tak|2017|0.0|blok|0.0
Wyjątkowy apartament - Doki -|ks. Jerzego Popiełuszki, Młyniska, Gdańsk, pomorskie|2175000.0|79.0|3|1|wtórny|balkon, ogródek, taras|garaż/miejsce parkingowe|tak|2023|0.0|apartamentowiec|0.0
Mieszkanie na Obłużu z 2 ogródkami|ul. Podgórska, Obłuże, Gdynia, pomorskie|620000.0|59.5|3|parter|wtórny|balkon, ogródek||tak|1978|0.0|blok|1.0
Promocja !! 9429.75/m2|Ujeścisko-Łostowice, Gdańsk, pomorskie|549000.0|58.22|3||pierwotny|||nie||0.0||0.0
Mieszkanie z potencjałem we Wrzeszczu|ul. Sochaczewska, Wrzeszcz Dolny, Gdańsk, pomorskie|799000.0|82.0|3||wtórny|taras||nie||0.0|blok|1.0
Najlepszy widok w Gdańsku!|Aleja Gen. Józefa Hallera, Wrzeszcz Dolny, Gdańsk, pomorskie|2155520.0|112.76|5|9|pierwotny|balkon|garaż/miejsce parkingowe|nie|2026|0.0||0.0
Mieszkanie Z Ogrodem|ul. Złota Karczma, Matarnia, Gdańsk, pomorskie|630000.0|54.8|2|parter|wtórny|balkon, ogródek||nie|1986|0.0||1.0
Idealne dla rodziny z dziećmi|ul. Bulońska, Piecki-Migowo, Gdańsk, pomorskie|694788.0|57.29|3|1|pierwotny|balkon|garaż/miejsce parkingowe|nie|2025|0.0||0.0
Mieszkanie w Gdańsku dla rodziny|ul. Bulońska, Piecki-Migowo, Gdańsk, pomorskie|790390.0|60.37|3|1|pierwotny|balkon|garaż/miejsce parkingowe|nie|2025|0.0||0.0
Idealne dla rodziny z dziećmi|ul. Bulońska, Piecki-Migowo, Gdańsk, pomorskie|869941.0|72.05|3|1|pierwotny|balkon|garaż/miejsce parkingowe|nie|2025|0.0||0.0
Atrakcyjne mieszkanie w Gdańsku|ul. Bulońska, Piecki-Migowo, Gdańsk, pomorskie|632912.0|44.17|2|1|pierwotny|balkon|garaż/miejsce parkingowe|nie|2025|0.0||0.0
Idealna inwestycja w Gdańsku|Aleja Gen. Józefa Hallera, Wrzeszcz Dolny, Gdańsk, pomorskie|887739.0|51.86|2|8|pierwotny|balkon|garaż/miejsce parkingowe|nie|2026|0.0||0.0
2pok. Mieszkanie Gdynia WielkiKack ul.Nowodworcowa|ul. Nowodworcowa, Wielki Kack, Gdynia, pomorskie|593400.0|46.0|2|parter|pierwotny|taras|garaż/miejsce parkingowe|tak|2024|0.0|blok|1.0
Portova, 4 pok, 2 balkony,2 miejsca w hali,komórka|ul. Węglowa, Śródmieście, Gdynia, pomorskie|2990000.0|103.76|4|8|wtórny||garaż/miejsce parkingowe|tak|2020|0.0|apartamentowiec|0.0
Piekne mieszkanie z ogródkiem w Gdańsku|ul. Bulońska, Piecki-Migowo, Gdańsk, pomorskie|596742.0|44.32|1|parter|pierwotny|balkon, ogródek|garaż/miejsce parkingowe|nie|2025|0.0||0.0
Prestiżowe mieszkanie w Gdańsku|Aleja Gen. Józefa Hallera, Wrzeszcz Dolny, Gdańsk, pomorskie|1274172.0|69.81|3|9|pierwotny|balkon|garaż/miejsce parkingowe|nie|2026|0.0||0.0
Piękne mieszkanie dla rodziny z dziećmi|ul. Bulońska, Piecki-Migowo, Gdańsk, pomorskie|881944.0|80.12|4|1|pierwotny|balkon|garaż/miejsce parkingowe|nie|2025|0.0||0.0
Doskonała inwestycja w Gdańsku|Aleja Gen. Józefa Hallera, Wrzeszcz Dolny, Gdańsk, pomorskie|966222.0|61.7|3|2|pierwotny|balkon|garaż/miejsce parkingowe|nie|2026|0.0||0.0
Idealna inwestycja w Gdańsku|Aleja Gen. Józefa Hallera, Wrzeszcz Dolny, Gdańsk, pomorskie|892942.0|56.63|3|2|pierwotny|balkon|garaż/miejsce parkingowe|nie|2026|0.0||0.0
Idealna inwestycja w Gdańsku|Aleja Gen. Józefa Hallera, Wrzeszcz Dolny, Gdańsk, pomorskie|812560.0|48.54|2|4|pierwotny|balkon|garaż/miejsce parkingowe|nie|2026|0.0||0.0
Słoneczne mieszkanie nad morzem - Brzeźno|Brzeźno, Gdańsk, pomorskie|390000.0|24.6|2|2|wtórny|||nie||0.0||0.0
1-pokojowy apartament 30m2 + balkon|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|814440.0|30.85|1|4||balkon|garaż/miejsce parkingowe|||||
1-pokojowy apartament 28m2 + balkon|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|763224.0|28.91|1|4||balkon|garaż/miejsce parkingowe|||||
1-pokojowy apartament 34m2 Bez Prowizji|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|902097.0|34.83|1|2|||garaż/miejsce parkingowe|||||
Nowe budownictwo, hala, komórka, wykończone|ul. Kapitańska, Grabówek, Gdynia, pomorskie|640000.0|42.1|2|2|wtórny|balkon|garaż/miejsce parkingowe|tak|2020|0.0|apartamentowiec|0.0
Gdańsk-mieszkanie blisko plaży.|ul. Starowiejska, Letnica, Gdańsk, pomorskie|1110000.0|62.47|3|8|wtórny||garaż/miejsce parkingowe|tak|2023|1.0|apartamentowiec|0.0
2pokoje niski blok doskonała lokalizacja Chełm|ul. Witolda Grabowskiego, Chełm, Gdańsk, pomorskie|599000.0|53.4|2|1|wtórny|balkon||nie|1985|0.0||1.0
Zamieszkaj na Dolnym Mieście|ul. Wróbla, Śródmieście, Gdańsk, pomorskie|1126900.0|113.83|3|1|wtórny|||nie|1900|0.0|kamienica|1.0
Pino Resort – 6.32|ul. Turystyczna 90, Wyspa Sobieszewska, Gdańsk, pomorskie|848085.0|38.0|2|1|pierwotny|balkon||nie|2024|0.0||0.0
"Gdańsk 2-pokojowy apartament na wyspie | A3_16"|ul. Klimatyczna 88, Wyspa Sobieszewska, Gdańsk, pomorskie|528000.0|40.9|2|2|pierwotny|balkon|garaż/miejsce parkingowe|nie|2024|0.0|apartamentowiec|0.0
Nowoczesne apartamenty na Wyspie Spichrzów|ul. Toruńska, Śródmieście, Gdańsk, pomorskie|683330.0|30.99|1|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|apartamentowiec|0.0
2 pokoje w najpiękniejszej dzielnicy Gdańska1|ul. Jana Bażyńskiego, Oliwa, Gdańsk, pomorskie|1141850.0|47.54|2|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
Mały Kack * nowa cena * tylko 10 900 za m2!|Mały Kack, Gdynia, pomorskie|1050000.0|96.34|3|parter|pierwotny|ogródek, taras|garaż/miejsce parkingowe|tak|2022|1.0|apartamentowiec|0.0
Blisko Gdańska i Gdyni mieszkanie blisko obwodnicy|Dąbrowa, Gdynia, pomorskie|533343.0|42.15|2|parter|pierwotny|balkon||nie|2025|0.0||0.0
Mieszkanie z tarasem, z widokiem na morze i las!|ul. Andaluzyjska, Oksywie, Gdynia, pomorskie|999000.0|115.22|4|2|wtórny|||nie|2012|0.0||0.0
Mieszkanie 4 pokojowe blisko morza|ul. Władysława Broniewskiego, Brzeźno, Gdańsk, pomorskie|850000.0|73.4|4|4|wtórny|balkon|garaż/miejsce parkingowe|nie|1990|0.0|blok|1.0
Kawalerka Gdańsk oddzielna kuchnia patio|ul. Na Zaspę, Nowy Port, Gdańsk, pomorskie|299000.0|26.0|1|parter|wtórny|ogródek||nie|1900|0.0|kamienica|0.0
3 pok. wykończone pod klucz w stylu modern 2023|Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|717570.0|53.55|3|parter|pierwotny|ogródek, taras|garaż/miejsce parkingowe|tak|2023|0.0|blok|0.0
"Jestem w trakcie remontu | Przymorze |46m²"|ul. Piastowska, Przymorze Wielkie, Gdańsk, pomorskie|620000.0|46.0|2|1|wtórny|balkon|garaż/miejsce parkingowe|nie|1971|0.0||1.0
3-pokojowe mieszkanie 65m2 + balkon|ul. Starogardzka, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|624000.0|65.03|3|2||balkon|garaż/miejsce parkingowe|||||
3 pokojowe Mieszkanie Gdynia ul.Nowodworcowa|ul. Nowodworcowa, Wielki Kack, Gdynia, pomorskie|638435.0|53.65|3|parter|pierwotny|ogródek, taras|garaż/miejsce parkingowe|tak|2024|0.0|blok|0.0
Niewielkie mieszkanie w wyremontowanej kamienicy|ul. Marii Skłodowskiej-Curie, Centrum Południe, Dolny Sopot, Sopot, pomorskie|850000.0|31.26|2|1|wtórny||garaż/miejsce parkingowe|nie||0.0||0.0
3 pokoje z halą garażową Gdańsk Karczemki|ul. Kartuska, Kokoszki, Gdańsk, pomorskie|719000.0|65.2|3|2|wtórny|balkon|garaż/miejsce parkingowe|tak|2009|1.0|blok|1.0
Mieszkanie inwestycyjne! Blisko morza! 3 pokoje|ul. Bitwy pod Płowcami, Karlikowo, Sopot, pomorskie|1083000.0|57.0|3|3|wtórny|balkon||nie|1994|0.0|blok|1.0
1-pokojowy apartament 31m2 Bez Prowizji|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|806260.0|31.01|1|2|||garaż/miejsce parkingowe|||||
1-pokojowy apartament 34m2 Bezpośrednio|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|918659.0|34.93|1|4|||garaż/miejsce parkingowe|||||
1-pokojowy apartament 39m2 Bez Prowizji|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|1023360.0|39.36|1|3|||garaż/miejsce parkingowe|||||
1-pokojowy apartament 27m2 + 2 balkony|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|715780.0|27.53|1|2||balkon|garaż/miejsce parkingowe|||||
Ostatni apartament z frontowym widokiem na Motławę|ul. Stara Stocznia, Śródmieście, Gdańsk, pomorskie|3500000.0|108.0|4|5|wtórny|taras|garaż/miejsce parkingowe|tak|2023|0.0|apartamentowiec|0.0
Pino Resort – 6.16|ul. Turystyczna 90, Wyspa Sobieszewska, Gdańsk, pomorskie|974775.0|46.0|2|parter|pierwotny|ogródek||nie|2024|0.0||0.0
Pino Resort – 6.30|ul. Turystyczna 90, Wyspa Sobieszewska, Gdańsk, pomorskie|1187565.0|57.0|2|1|pierwotny|balkon||nie|2024|0.0||0.0
Quercus - B2.3|ul. Wielkopolska, Ujeścisko-Łostowice, Gdańsk, pomorskie|691925.0|66.0|3|parter|pierwotny|||tak|2025|0.0||0.0
"Gdańsk 2-pokojowy apartament na wyspie | A2_5"|ul. Klimatyczna 88, Wyspa Sobieszewska, Gdańsk, pomorskie|491000.0|43.2|2|1|pierwotny|balkon|garaż/miejsce parkingowe|nie|2024|0.0|apartamentowiec|0.0
Mieszkanie - Gdynia Orłowo|ul. Łowicka, Mały Kack, Gdynia, pomorskie|633900.0|77.1|3|2|wtórny|balkon||nie|1970|0.0|dom wolnostojący|0.0
Mieszkanie Gdynia Witomino|ul. Wielkokacka, Witomino-Leśniczówka, Gdynia, pomorskie|509000.0|49.94|2|1|wtórny|balkon|garaż/miejsce parkingowe|tak|2003|1.0|blok|0.0
Kawalerka inwestycyjnie, blisko Starego Miasta!|ul. Długa Grobla, Śródmieście, Gdańsk, pomorskie|745000.0|35.5|1|4|wtórny||garaż/miejsce parkingowe|tak|2020|0.0||0.0
3 pokoje po remoncie generalnym|ul. Wilhelma Stryjewskiego, Stogi, Gdańsk, pomorskie|629000.0|46.9|3|4|wtórny|balkon||nie||0.0|blok|1.0
Idealne miejsce do zamieszkania w Gdańsku|ul. Jana Bażyńskiego, Oliwa, Gdańsk, pomorskie|1183981.0|50.46|2|2|pierwotny|balkon|garaż/miejsce parkingowe|nie|2024|0.0||0.0
Przestronne mieszkanie na Wzgórzu do aranżacji|Żołnierzy Dywizji Kościuszkowskiej, Wzgórze Św. Maksymiliana, Gdynia, pomorskie|860000.0|79.34|2|2|wtórny||garaż/miejsce parkingowe|nie|2004|0.0|dom wolnostojący|0.0
Mieszkanie w pasie nadmorskim na Redłowie|ul. Kaczewska, Redłowo, Gdynia, pomorskie|649000.0|38.0|2|2|wtórny|balkon|garaż/miejsce parkingowe|tak|1960|0.0|blok|0.0
1500m do plaży, 2 pokoje z potencjałem na 3|al. Aleja Jana Pawła II, Zaspa-Rozstaje, Gdańsk, pomorskie|769000.0|55.4|2|8|wtórny|balkon|garaż/miejsce parkingowe|tak|1993|1.0|blok|1.0
1-pokojowe mieszkanie 61m2 Bez Prowizji|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|1564095.0|61.16|1|parter|||garaż/miejsce parkingowe|||||
Gdańsk Oliwa Apartament 2 pokojowy|ul. Opacka, Oliwa, Gdańsk, pomorskie|145910160.0|64.8|2|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2022|0.0|apartamentowiec|0.0
Gdańsk Oliwa Apartament dwupokojowy|ul. Opacka, Oliwa, Gdańsk, pomorskie|1639548.0|64.6|2|2|pierwotny|balkon|garaż/miejsce parkingowe|tak|2022|0.0|apartamentowiec|0.0
3 pok. z balkonem na Letnicy, blisko morza|Letnica, Gdańsk, pomorskie|991800.0|68.4|3|5|pierwotny|balkon|garaż/miejsce parkingowe|tak||0.0|apartamentowiec|0.0
3 pokoje Gdańsk Brzeźno|ul. Gdańska, Brzeźno, Gdańsk, pomorskie|112154907.0|67.3|3|2|pierwotny|balkon|garaż/miejsce parkingowe|tak|2022|0.0|apartamentowiec|0.0
Gdynia Dąbrowa - idealne na pierwsze mieszkanie|ul. Rdestowa, Dąbrowa, Gdynia, pomorskie|825302.0|78.57|4|5|pierwotny|balkon, taras|garaż/miejsce parkingowe|nie|2024|0.0||0.0
Gdańsk Oliwa! Apartament 2 pokoje blisko lasu|ul. Opacka, Oliwa, Gdańsk, pomorskie|1335690.0|57.1|2|1|pierwotny|||tak|2022|1.0|apartamentowiec|0.0
4 pokoje nad morzem Nowe Orłowo|Józefa Kiedronia, Orłowo, Gdynia, pomorskie|240632872.0|84.3|3|parter|pierwotny|||tak|2012|1.0|apartamentowiec|0.0
Nowoczesny apartament w centrum Gdyni!!|ul. Węglowa, Śródmieście, Gdynia, pomorskie|134463240.0|59.3|2|> 10|pierwotny||garaż/miejsce parkingowe|tak|2021|1.0|apartamentowiec|0.0
Nowe Orłowo 4 pokoje nad morzem|Józefa Kiedronia, Orłowo, Gdynia, pomorskie|305966527.0|112.5|4|parter|pierwotny|||tak|2012|1.0|apartamentowiec|0.0
Mieszkanie na małym rodzinnym osiedlu|ul. Międzygwiezdna, Osowa, Gdańsk, pomorskie|799000.0|88.1|4|1|wtórny||garaż/miejsce parkingowe|nie|2005|0.0|blok|0.0
3-Pokojowe mieszkanie w centrum Gdańsk Wrzeszcz|ul. Romana Dmowskiego, Wrzeszcz Górny, Gdańsk, pomorskie|930000.0|76.0|3|2|wtórny|balkon|garaż/miejsce parkingowe|nie|1955|0.0|kamienica|1.0
3 Pokoje Las Idelanie Skomunikowane|ul. Podgórska, Obłuże, Gdynia, pomorskie|665000.0|53.0|3|4|wtórny|balkon|garaż/miejsce parkingowe|nie|1974|0.0|blok|0.0
11 piętro, piękny widok!|Leszczynki, Gdynia, pomorskie|917055.0|67.93|3||pierwotny|balkon|garaż/miejsce parkingowe|nie|2024|0.0||0.0
Sopot Górny-2mieszkania,weranda,ogród|ul. Armii Krajowej, Osiedle Mickiewicza, Sopot, pomorskie|1800000.0|108.9|7|1|wtórny|||nie|1900|1.0|kamienica|1.0
Mieszkanie z własnym ogrodem strona płd- zach|Ujeścisko-Łostowice, Gdańsk, pomorskie|549000.0|46.5|2|parter|wtórny|ogródek, taras|garaż/miejsce parkingowe|tak|2013|1.0|blok|1.0
3-pokojowe mieszkanie 65m2 + balkon|ul. Starogardzka, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie|624000.0|65.03|3|2||balkon|garaż/miejsce parkingowe|||||
2-pokojowe mieszkanie 37m2 + balkon Bez Prowizji|ul. Kartuska, Siedlce, Gdańsk, pomorskie|634379.0|37.09|2|4||balkon|garaż/miejsce parkingowe|||||
W pełni wyposażone 2 pok. w centrum Sopotu|ul. Józefa Czyżewskiego 5, Centrum, Dolny Sopot, Sopot, pomorskie|1459000.0|49.0|2|3|wtórny|balkon||nie||0.0|blok|1.0
"Apartament w Gdańsku | A3_20"|ul. Klimatyczna 88, Wyspa Sobieszewska, Gdańsk, pomorskie|497000.0|40.0|2|2|pierwotny|balkon|garaż/miejsce parkingowe|nie|2024|0.0|apartamentowiec|0.0
3 pok. parter Gdynia Leszczynki -565 000zł.na sprz|ul. Jana Dantyszka, Leszczynki, Gdynia, pomorskie|565000.0|52.5|3|parter|wtórny|||tak|1980|1.0|blok|1.0
1-pokojowy apartament 35m2 Bez Pośredników|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|908572.0|35.08|1|2|||garaż/miejsce parkingowe|||||
1-pokojowy apartament 27m2 + balkon Bezpośrednio|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|722800.0|27.8|1|2||balkon|garaż/miejsce parkingowe|||||
2 pokoje, 41 m2, Gdańsk - Chełm, blisko szkoły|ul. Wincentego Witosa, Chełm, Gdańsk, pomorskie|530000.0|41.1|2|3|wtórny|balkon||tak|1986|0.0|blok|1.0
Przestronne mieszkanie z antresolą|Kokoszki, Gdańsk, pomorskie|681000.0|89.13|4|parter|pierwotny|balkon|garaż/miejsce parkingowe|nie||0.0||0.0
Przestronne mieszkanie z cichej okolicy|Jasień, Gdańsk, pomorskie|409000.0|34.83|2|parter|pierwotny|balkon||nie|2025|0.0||0.0
"Gotowe 2 pokoje do aranżacji | Wiszące Ogrody"|prof. Mariana Osińskiego, Jasień, Gdańsk, pomorskie|565000.0|42.0|2|2|wtórny|balkon, taras||tak|2024|0.0|blok|1.0
3 sypialnie, oddzielna kuchnia, do negocjacji|Redłowo, Gdynia, pomorskie|1165000.0|101.5|4|5|wtórny|||tak|1997|0.0|blok|1.0
Inwestycyjne Mieszkanie W Sopocie !|ul. gen. Władysława Andersa, Górny Sopot, Sopot, pomorskie|999000.0|66.1|3|3|wtórny|||nie|1890|0.0|kamienica|1.0
1-pokojowe mieszkanie 90m2 Bez Pośredników|ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie|2063832.0|90.57|1|1|||garaż/miejsce parkingowe|||||
"Słoneczne 2pok. z dużą sypialnią | Gdańsk Oliwa"|Oliwa, Gdańsk, pomorskie|1058600.0|47.57|2|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|apartamentowiec|0.0
"Słoneczne 2pok. z dużą sypialnią | Gdańsk Oliwa"|Oliwa, Gdańsk, pomorskie|1110239.0|48.33|2|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|apartamentowiec|0.0
Mieszkanie 4 pokojowe z ogródkiem/Premium/ Oliwa|ul. Artura Grottgera, Oliwa, Gdańsk, pomorskie|1725493.0|77.39|4|parter|pierwotny|ogródek, taras|garaż/miejsce parkingowe|tak|2024|0.0|apartamentowiec|0.0
Słoneczne 3-pokojowe mieszkanie w Oliwie|al. Aleja Grunwaldzka, Oliwa, Gdańsk, pomorskie|699000.0|52.23|3|2|wtórny|||nie||0.0|kamienica|1.0
Przytulne mieszkanie na Gdańskim Śródmieściu!|ul. Wygon, Śródmieście, Gdańsk, pomorskie|605000.0|43.91|2|parter|wtórny||garaż/miejsce parkingowe|nie|1936|0.0||1.0
Gdańsk dobra lok. Słoneczne 3pok. dla rodziny|Piecki-Migowo, Gdańsk, pomorskie|790390.0|60.37|3|1|pierwotny|balkon|garaż/miejsce parkingowe|tak|2025|0.0|blok|0.0
Apartament w inwestycji z basenem|ul. Chmielna, Śródmieście, Gdańsk, pomorskie|900000.0|46.2|2|1|wtórny|||tak|2018|0.0|apartamentowiec|0.0
2 pokoje - niskie opłaty|ul. gen. Mariusza Zaruskiego, Wiczlino, Gdynia, pomorskie|520000.0|41.12|2|2|wtórny|balkon||tak|2016|0.0|blok|0.0
2-pokojowe mieszkanie 40m2 + ogródek Bezpośrednio|ul. Zbożowa, Cisowa, Gdynia, pomorskie|467449.0|40.19|2|2||ogródek|garaż/miejsce parkingowe|||||
Pino Resort – 5.05|ul. Turystyczna 90, Wyspa Sobieszewska, Gdańsk, pomorskie|1380060.0|70.0|2|parter|pierwotny|balkon, ogródek||nie|2024|0.0||0.0
Mieszkanie - Gdynia Chylonia|ul. Chylońska, Chylonia, Gdynia, pomorskie|469000.0|38.0|2|parter|wtórny|||nie|1980|0.0||0.0
Mieszkanie - Gdynia Karwiny|ul. Buraczana, Karwiny, Gdynia, pomorskie|449000.0|36.0|2|3|wtórny|balkon||nie|1980|0.0||0.0
Mieszkanie - Gdynia Chylonia|ul. Gniewska, Chylonia, Gdynia, pomorskie|489000.0|45.0|2|2|wtórny|||nie|1990|0.0||0.0
Mieszkanie - Gdynia Witomino Radiostacja|ul. Nauczycielska, Witomino-Radiostacja, Gdynia, pomorskie|479000.0|35.0|2|1|wtórny|||nie|1980|0.0||0.0
Pod inwestycję i do zamieszkania|ul. Siennicka, Przeróbka, Gdańsk, pomorskie|558960.0|27.4|1|4|pierwotny|balkon|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
Mieszkaj i zarabiaj - Twój komfort blisko Oliwy|al. Wojska Polskiego, Strzyża, Gdańsk, pomorskie|1649000.0|134.32|5|1|wtórny|balkon||nie|1945|0.0|blok|1.0
Prestiżowo, 2 loggie, sąsiedztwo Kępy Redłowskiej|ul. Legionów, Redłowo, Gdynia, pomorskie|1515996.0|93.58|4|8|pierwotny||garaż/miejsce parkingowe|tak|2024|0.0|apartamentowiec|0.0
kup jedno_Zrób Dwa_Idealna oferta dla Inwestora|Siedlce, Gdańsk, pomorskie|1033714.0|69.09|2|3|pierwotny|ogródek, taras|garaż/miejsce parkingowe|tak|2024|1.0|blok|0.0
Nowe mieszkanie do wykończenia! Widok na las!|Demptowo, Gdynia, pomorskie|499000.0|41.83|2|1|wtórny|balkon|garaż/miejsce parkingowe|tak|2023|1.0|blok|0.0
Batorego/Władysława IV - w sercu Gdyni|ul. Władysława IV, Śródmieście, Gdynia, pomorskie|797616.0|55.39|2|3|wtórny|||tak||1.0|blok|1.0
Piękne mieszkanie w bardzo dobrej lokalizacji !!!|ul. Chwarznieńska, Witomino-Leśniczówka, Gdynia, pomorskie|429000.0|29.3|2|3|wtórny|balkon||nie|1970|0.0|blok|0.0
Tuż przy Wyspie Spichrzów- gotowe pod inwestycję|ul. Długie Ogrody, Śródmieście, Gdańsk, pomorskie|740000.0|51.0|2|1|wtórny||garaż/miejsce parkingowe|nie||1.0|kamienica|1.0
