title|area|number_of_rooms|floor|type_of_market|parking|elevator|year_of_creation|internet|type_of_building|basement|price_for_m2_in_PLN|balcony|garden|terrace|street|district|city|latitude|longtitude
2 pokoje w apartamentowcu blisko molo w Brzeźnie|48.15|2.0|4-7|secondary|0|1|2016.0|0.0|Apartment|0.0|19917.0|0|0|0| jana pawła ii|zaspa|gdansk|54.175986|18.692105
Gdańsk Łostowice, ul. Złota 1/2|36.75|1.0|0|secondary|0|0|2006.0|0.0|Apartment|0.0|10857.0|0|0|0| złota 1|ujeścisko-łostowice|gdansk|54.313026|18.597918
Okazja mieszkanie 3 pokojowe z balkonem do remontu|60.4|3.0|0|secondary|1|0|1980.0|1.0|Apartment|1.0|826.0|1|1|0| stanisława kosko|obłuże|gdynia|54.561018|18.505375
Ciche mieszkanie w  w centrum Gdyni!|77.0|3.0|1-3|secondary|0|0|1936.0|1.0|Apartment|1.0|23377.0|1|1|0| juliusza słowackiego|śródmieście|gdynia|54.512906|18.541982
Kowale, 3pok, 72m2, 2 miejsca park. w cenie.,las|7.0|3.0|1-3|secondary|1|0|2008.0|1.0|Apartment|1.0|929.0|1|1|0| apollina|ujeścisko-łostowice|gdansk|54.305793|18.570657
Dwupokojowe mieszkanie Invest Komfort|38.0|2.0|1-3|secondary|0|1|2020.0|0.0|Apartment|0.0|25250.0|0|0|0| węglowa|śródmieście|gdynia|54.5198415|18.538188
2 pokoje blisko garnizonu|51.0|2.0|0|secondary|0|0|1970.0|1.0|Apartment|1.0|12529.0|1|0|0| partyzantów|wrzeszcz|gdansk|54.381786|18.606236
Wspaniała komunikacja i przestronne mieszkanie Zamieszkaj we Wrzeszczu|67.0|4.0|1-3|secondary|0|0|1952.0|1.0|Apartment|1.0|12985.0|0|0|0| grunwaldzka 59|wrzeszcz|gdansk|54.389321|18.631112
Apartament 4 pokojowy w Gdyni Redłowo na nowoczesn|104.7|4.0|1-3|secondary|1|1|2015.0|1.0|Apartment|1.0|18625.0|1|0|0| powstania wielkopolskiego|redłowo|gdynia|54.491826|18.550099
Mieszkanie - Gdańsk Letnica|63.0|3.0|1-3|secondary|0|1|2023.0|0.0|Apartment|0.0|1.0|1|0|0| letnicka|letnica|gdansk|54.40164|18.647512
Salon z aneksem kuchennym+sypialnia+miejsce parkingowe w hali|39.3|2.0|0|secondary|1|1|2021.0|0.0|Apartment|0.0|13995.0|0|0|1| druskiennicka|mały kack|gdynia|54.477285|18.522244
2 pokoje, garderoba, winda -gotowe do zamieszkania|46.0|2.0|1-3|secondary|0|1|2010.0|0.0|Apartment|0.0|13674.0|0|0|0| nieborowska|ujeścisko-łostowice|gdansk|54.333711|18.591182
Dwustronne mieszkanie 76m2 Działki Leśne (3pok)|76.0|3.0|4-7|secondary|0|0|1938.0|0.0|Apartment|0.0|10513.0|0|0|0| śląska|działki leśne|gdynia|54.514401|18.53274
Mieszkanie z dużym balkonem, ogrodem i garażem !!!|83.8|4.0|1-3|secondary|1|0|1986.0|0.0|Apartment|1.0|9534.0|1|1|0| kwiatowa|wyspa sobieszewska|gdansk|54.344312|18.825662
Rezerwacja zajezdnia Wrzeszcz 3 pok balkon garaż|64.87|3.0|4-7|secondary|1|1|2021.0|1.0|Apartment|0.0|1973.0|1|0|0| grudziądzka|wrzeszcz|gdansk|54.381786|18.606236
Nowoczesne mieszkanie 3-pokojowe - Letnica, 65,9m2|65.89|3.0|1-3|secondary|1|1|2019.0|0.0|Apartment|0.0|16619.0|0|0|0| starowiejska|letnica|gdansk|54.394982|18.646767
Mieszkanie na morenie pod samym lasem|75.0|4.0|1-3|secondary|0|0|1980.0|0.0|Apartment|0.0|10667.0|0|0|0| krzysztofa kolumba|piecki-migowo|gdansk|54.361224|18.578836
3 ustawne pokoje   Wiczlino   Bez PCC!|57.15|3.0|1-3|secondary|1|1|2024.0|1.0|Apartment|0.0|10849.0|1|0|0| leona staniszewskiego|chwarzno-wiczlino|gdynia|54.495425|18.437141
Kawalerka na ul.Bitwy pod Płowcami w Sopocie|32.1|1.0|1-3|secondary|1|0|1960.0|0.0|Apartment|0.0|20530.0|0|0|0| bitwy pod płowcami|karlikowo|sopot|54.433864|18.58015
Mieszkanie w 100-letniej kamienicy|63.0|2.0|1-3|secondary|0|0|1924.0|0.0|Apartment|0.0|15873.0|0|0|0| droszyńskiego|przymorze|gdansk|54.34902|18.6518
2 pokoje Po generalnym remoncie Umeblowane Chełm|35.0|2.0|4-7|secondary|0|1|1977.0|0.0|Apartment|1.0|15685.0|1|0|0| wincentego witosa|chełm|gdansk|51.149438|23.442037
Apartament/4 pok/Fort Forest|92.94|4.0|1-3|secondary|1|1|2018.0|1.0|Apartment|1.0|14526.0|1|0|0| niemena czesława|chwarzno-wiczlino|gdynia|54.502532|18.457566
Dwupoziomowe mieszkanie na Chełmie 68m2|68.3|3.0|1-3|secondary|1|0|2006.0|0.0|Apartment|1.0|1215.0|1|0|0| wawelska|ujeścisko-łostowice|gdansk|54.333711|18.591182
Dwa pokoje z zapierającym dech w piersi widokiem!|52.8|2.0|4-7|secondary|1|0|1965.0|1.0|Apartment|1.0|11723.0|1|0|0| morska|działki leśne|gdynia|54.537343|18.474899
Słoneczna morena z własnym ogrodem ☀️☀️☀️|40.0|2.0|1-3|secondary|0|0|2016.0|0.0|Apartment|0.0|16000.0|0|0|0| prof. stefana hausbrandta|piecki-migowo|gdansk|54.34856|18.586621
3-pok.mieszkanie na Pogórzu Górnym|61.0|3.0|1-3|secondary|1|0|1982.0|0.0|Apartment|1.0|9836.0|1|0|0| gen. dywizji franciszka kleeberga|pogórze|gdynia|54.560462|18.495459
Duże mieszkanie w Centrum Gdyni blisko dworca|80.5|4.0|4-7|secondary|0|0|1928.0|0.0|Apartment|1.0|11056.0|0|0|0| śląska|działki leśne|gdynia|54.514401|18.53274
Brzeźno, 3 pok do wprowadzenia blisko morza|46.5|3.0|0|secondary|1|0|1970.0|1.0|Apartment|1.0|1417.0|0|0|0| polskiego czerwonego krzyża|brzeźno|gdansk|54.404799|18.631407
Kawalerka z widokiem na rzekę- odbiór lipiec 2024|28.83|1.0|1-3|secondary|0|1|2024.0|0.0|Apartment|0.0|35000.0|0|0|0| chmielna|śródmieście|gdansk|54.346105|18.656253
Kawalerka z widokiem na morze|25.0|1.0|4-7|secondary|0|1|1970.0|0.0|Apartment|1.0|15833.0|0|0|0| henryka sienkiewicza|kamienny potok|sopot|54.457637|18.55226
2-pokojowe, oddzielna kuchnia, po remoncie|45.9|2.0|0|secondary|0|0|1957.0|0.0|Apartment|1.0|10871.0|0|0|0| inż. j. śmidowicza|oksywie|gdynia|54.543113|18.532522
Duże mieszkanie z potencjałem|113.83|3.0|1-3|secondary|0|0|1900.0|0.0|Apartment|1.0|9900.0|0|0|0| wróbla|śródmieście|gdansk|54.351229|18.64977
3-pok. mieszkanie altus gdynia Redłowo|60.68|3.0|4-7|secondary|1|1|2012.0|1.0|Apartment|1.0|15326.0|1|0|0| legionów|redłowo|gdynia|54.500086|18.541598
Ustawne 2 pokojowe mieszkanie, ul. Warszawska|67.0|2.0|1-3|secondary|0|0|1938.0|0.0|Apartment|1.0|10849.0|0|0|0| warszawska|działki leśne|gdynia|54.515929|18.53106
Klimatyczne mieszkanie z widokiem na park|43.91|2.0|0|secondary|1|1|2023.0|0.0|Apartment|0.0|13414.0|0|0|0| wieżycka|ujeścisko-łostowice|gdansk|54.318534|18.582584
Ciepłe i słoneczne mieszkanie na os. Fikakowo|71.36|3.0|1-3|secondary|1|0|1999.0|1.0|Apartment|1.0|11897.0|1|0|0| damroki|wielki kack|gdynia|54.467664|18.492842
Komfortowy nadmorski apartament z dwoma tarasami|107.0|4.0|1-3|secondary|1|0|2017.0|0.0|Apartment|0.0|32710.0|0|0|0| bursztynowa|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.424062|18.596767
5 minut plaza, 2 pokoje, niski blok, Żabianka|4.0|2.0|1-3|secondary|0|0|1974.0|1.0|Apartment|1.0|16404.0|0|0|0| jakuba wejhera|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.421773|18.5858
4-pokoje z widokiem na miasto blisko SKM i Riviery|69.83|4.0|4-7|secondary|0|1|1963.0|1.0|Apartment|1.0|10726.0|1|0|0| witomińska|działki leśne|gdynia|54.512713|18.532152
Mieszkanie - Gdynia Działki Leśne|60.4|3.0|1-3|secondary|1|0|1960.0|1.0|Apartment|1.0|11921.0|1|0|0| podolska|działki leśne|gdynia|54.516098|18.533411
Mieszkanie - Gdynia Dąbrowa|62.7|3.0|0|secondary|1|0|2003.0|0.0|Apartment|1.0|10300.0|0|0|0| słonecznikowa|dąbrowa|gdynia|54.472104|18.47019
Gotowe do zamieszakania, świetna lokalizacja|52.7|3.0|1-3|secondary|1|1|1980.0|0.0|Apartment|1.0|10057.0|1|0|0| benisławskiego|oksywie|gdynia|54.543019|18.536056
Orłowo - nowe, urządzone mieszkanie z ogródkiem|6.0|3.0|0|secondary|1|1|2022.0|0.0|Apartment|0.0|33710.0|1|0|0| bernadowska|orłowo|gdynia|54.475629|18.552093
3 pokoje w apartamentowcu  blisko morza i skm  hit|58.8|3.0|1-3|secondary|1|1|2015.0|0.0|Apartment|0.0|18276.0|1|0|0| aleja rzeczypospolitej|przymorze|gdansk|54.398857|18.594873
Nowe wykończone 3 pokoje blisko Orunia Góna|53.55|3.0|1-3|secondary|0|0|2023.0|0.0|Apartment|0.0|13996.0|0|0|0| platynowa|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
2 pok wysoki std widok na Starówkę Inwestycja|44.6|2.0|8+|secondary|1|1|2018.0|1.0|Apartment|0.0|19619.0|1|0|0| wałowa|śródmieście|gdansk|54.3463466|18.6662024
Piekny apartament typu Loft do zamieszkania.|8.0|3.0|1-3|secondary|1|0|2022.0|0.0|Apartment|0.0|10720.0|1|0|0| augustyna krauzego|chwarzno-wiczlino|gdynia|54.492768|18.447075
Apartament z widokiem na morze, tuż przy plaży|92.4|3.0|0|secondary|1|0|1905.0|0.0|Apartment|1.0|55000.0|1|0|0| parkowa|dolny sopot|sopot|54.4409635|18.561271
3 pokoje gdynia po generalnym remoncie jak NOWE|59.0|3.0|4-7|secondary|1|1|1979.0|0.0|Apartment|0.0|11824.0|0|0|0| benisławskiego|oksywie|gdynia|54.543019|18.536056
Mieszkanie na sprzedaż, Gdańsk Orunia Górna|96.3|4.0|1-3|secondary|0|0|1997.0|0.0|Apartment|0.0|10893.0|1|0|0| bpa hieronima rozrażewskiego|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
2pokoje niski blok doskonała lokalizacja Chełm|53.4|2.0|1-3|secondary|0|0|1985.0|0.0|Apartment|1.0|11217.0|1|0|0| witolda grabowskiego|chełm|gdansk|54.338834|18.623525
4 pokoje nowe budownictwo hala garażowa Gdynia Wiczlino|73.0|4.0|1-3|secondary|0|0|2011.0|0.0|Apartment|0.0|12315.0|0|0|0| mariusza zaruskiego|chwarzno-wiczlino|gdynia|54.492816|18.435755
Apartament na sprzedaż  gdańsk morena|65.0|3.0|0|secondary|0|0|2011.0|1.0|Apartment|1.0|13538.0|0|1|0| królewskie wzgórze|piecki-migowo|gdansk|54.349808|18.569542
Eleganckie  3 pokojowe mieszkanie w Gd Suchanino|84.5|3.0|1-3|secondary|1|1|2012.0|1.0|Apartment|0.0|16083.0|1|0|0| taborowa|suchanino|gdansk|54.355805|18.607162
Mieszkanie na sprzedaż, Gdańsk, Kokoszki, 3 pokoje, 53 mkw, za 545000 zł|53.0|3.0|1-3|secondary|0|0|1977.0|1.0|Apartment|1.0|10283.0|1|0|0| fundamentowa|kokoszki|gdansk|54.355066|18.494748
Przestronne mieszkanie w Centrum Wrzeszcza|57.9|2.0|1-3|secondary|1|0|1948.0|0.0|Apartment|1.0|12068.0|0|0|0| wojska polskiego|strzyża|gdansk|54.259453|18.633349
Kawalerka  Gdańsk oddzielna kuchnia patio|26.0|1.0|0|secondary|0|0|1900.0|0.0|Apartment|0.0|11500.0|0|1|0| na zaspę|nowy port|gdansk|54.40139|18.669861
Wyjątkowy apartament w ścisłym centrum Gdyni|112.4|4.0|4-7|secondary|1|1|2020.0|1.0|Apartment|0.0|26686.0|0|0|0| 10 lutego|śródmieście|gdynia|54.519601|18.537446
3 pokoje z halą garażową  Gdańsk Karczemki|65.0|3.0|1-3|secondary|1|1|2009.0|1.0|Apartment|1.0|11027.0|1|0|0| kartuska|kokoszki|gdansk|54.444353|18.389566
Gdynia - mieszkanie dwupoziomowe z garażem w dobre|82.09|3.0|4-7|secondary|1|0|1995.0|1.0|Apartment|1.0|8478.0|1|0|0| myśliwska|wielki kack|gdynia|54.467664|18.492842
Kawalerka inwestycyjnie, blisko Starego Miasta!|35.5|1.0|4-7|secondary|1|1|2020.0|0.0|Apartment|0.0|20986.0|0|0|0| długa grobla|śródmieście|gdansk|54.347715|18.664475
Mieszkanie na sprzedaż, Gdańsk, Łostowice, 3 pokoje, 63,45 mkw, za 720000 zł|63.45|3.0|1-3|secondary|1|1|2020.0|0.0|Apartment|0.0|11348.0|1|0|0| niepołomicka|ujeścisko-łostowice|gdansk|54.31911|18.591801
Super Oferta ! ! ! Nowe, Gotowe, słoneczne|44.0|2.0|1-3|secondary|1|1|2023.0|1.0|Apartment|0.0|11023.0|0|1|1| wieżycka|ujeścisko-łostowice|gdansk|54.333711|18.591182
Duże Mieszkanie W Centrum Oliwy!|10.0|4.0|1-3|secondary|0|0|1910.0|0.0|Apartment|0.0|12745.0|0|0|0| obrońców westerplatte|oliwa|gdansk|54.408498|18.562807
Luksus w Malowniczej Scenerii Zatoki Gdańskiej|70.9|3.0|1-3|secondary|1|1|2020.0|0.0|Apartment|0.0|52171.0|0|0|0| arkadiusza rybickiego|śródmieście|gdynia|54.522577|18.5529
Mieszkanie na małym rodzinnym osiedlu|88.1|4.0|1-3|secondary|1|0|2005.0|0.0|Apartment|0.0|9069.0|0|0|0| międzygwiezdna|osowa|gdansk|54.430298|18.470018
3 pok. parter Gdynia Leszczynki -565 000zł.na sprz|52.5|3.0|0|secondary|1|1|1980.0|1.0|Apartment|1.0|1076.0|0|0|0| jana dantyszka|leszczynki|gdynia|54.535042|18.488081
Gdańsk Przymorze mieszkanie 4 pokojowe, winda.|7.0|4.0|1-3|secondary|0|1|1973.0|1.0|Apartment|1.0|10833.0|1|0|0| obrońców wybrzeża|przymorze|gdansk|54.41007|18.596302
Słoneczne 100-metrowe mieszkanie, blisko plaży.|100.0|4.0|1-3|secondary|1|0|1903.0|0.0|Apartment|1.0|19750.0|0|0|0| bolesława chrobrego|dolny sopot|sopot|54.441099|18.57116
Gotowiec wysokie ROI|30.0|1.0|4-7|secondary|0|0|1970.0|0.0|Apartment|0.0|20000.0|0|0|0| rzeczypospolitej|przymorze|gdansk|54.34902|18.6518
Mieszkanie - Gdynia Redłowo|41.0|2.0|1-3|secondary|0|1|1970.0|1.0|Apartment|1.0|16560.0|1|0|0| bohaterów starówki warszawskiej|redłowo|gdynia|54.495287|18.547208
3 sypialnie, oddzielna kuchnia, do negocjacji|101.5|4.0|4-7|secondary|0|0|1997.0|0.0|Apartment|0.0|11478.0|0|0|0| janusza korczaka|redłowo|gdynia|54.494118|18.543134
Mieszkanie - Gdynia Karwiny|36.0|2.0|1-3|secondary|0|0|1980.0|0.0|Apartment|0.0|1247.0|1|0|0| buraczana|karwiny|gdynia|54.472093|18.496298
Mieszkanie - Gdynia Chylonia|45.0|2.0|1-3|secondary|0|0|1990.0|0.0|Apartment|0.0|10867.0|0|0|0| gniewska|chylonia|gdynia|54.540985|18.466615
Mieszkanie - Gdynia Witomino Radiostacja|35.0|2.0|1-3|secondary|0|0|1980.0|0.0|Apartment|0.0|13686.0|0|0|0| nauczycielska|witomino|gdynia|54.500979|18.504184
Mieszkanie - Gdynia Chylonia|38.0|2.0|0|secondary|0|0|1980.0|0.0|Apartment|0.0|1234.0|0|0|0| chylońska|chylonia|gdynia|54.545155|18.460712
Słoneczne 4 pokoje na Działkach Leśnych|67.3|4.0|4-7|secondary|1|1|1963.0|0.0|Apartment|0.0|11278.0|0|0|0| witomińska|działki leśne|gdynia|54.512713|18.532152
Gdańsk Chełm   3 pokoje  ogród   duży salon   parking   nowe budownictwo|64.0|3.0|0|secondary|1|0|2000.0|1.0|Apartment|0.0|12500.0|0|0|0| dąbrówki|ujeścisko-łostowice|gdansk|54.333711|18.591182
2 pokoje  w świetnej lokalizacji !|51.0|2.0|0|secondary|0|0|1970.0|0.0|Apartment|1.0|12333.0|1|0|0| partyzantów|wrzeszcz|gdansk|54.381786|18.606236
Mieszkanie z potencjałem w cichej okolicy.|63.7|3.0|1-3|secondary|0|0|1984.0|0.0|Apartment|1.0|8161.0|1|0|0| ppłk. kazimierza pruszkowskiego|pogórze|gdynia|54.561804|18.482867
Okazja   3-pokoje przy lesie   invest komfort|70.8|3.0|1-3|secondary|1|1|2007.0|0.0|Apartment|0.0|11285.0|0|0|0| wołkowyska|piecki-migowo|gdansk|54.352943|18.564712
Plac Unii, 2 pokoje, słoneczne balkon hala komórka|47.6|2.0|1-3|secondary|1|1|2021.0|1.0|Apartment|0.0|27311.0|1|0|0| władysława iv|śródmieście|gdynia|54.51567|18.538271
Gdynia - zielona okolica|82.5|3.0|0|secondary|0|0|1994.0|0.0|Apartment|0.0|8836.0|0|0|0| chabrowa 71|pustki cisowskie-demptowo|gdynia|54.539633|18.43674
Na sprzedaż dwupokojowe mieszkanie w Gdyni Redłowie|41.0|2.0|1-3|secondary|0|1|1970.0|0.0|Apartment|1.0|16317.0|0|0|0| bohaterów starówki warszawskiej|redłowo|gdynia|54.495287|18.547208
Mieszkanie 4 pok Gdynia legionów balkon1piętro|76.0|4.0|1-3|secondary|0|0|1950.0|0.0|Apartment|0.0|11184.0|0|0|0| legionów|wzgórze św. maksymiliana|gdynia|54.50296|18.542419
Dwupokojowy apartament - Królewskie Kamieniczki|48.16|2.0|0|secondary|1|1|2019.0|0.0|Apartment|0.0|26786.0|0|0|0| władysława łokietka|karlikowo|sopot|54.433407|18.579679
Prestiżowe miejsce, możliwość dokupienia garażu|141.0|4.0|0|secondary|0|0|1906.0|0.0|Apartment|1.0|22000.0|0|0|0| lipowa|dolny sopot|sopot|54.4409635|18.561271
Świetna lokalizacja-  3 pokoje na Morenie|68.21|3.0|1-3|secondary|1|0|1980.0|1.0|Apartment|1.0|10541.0|1|0|0| warneńska|piecki-migowo|gdansk|54.356106|18.584311
Apartament blisko morza   3-pok   Zaspa   okazja|65.06|3.0|4-7|secondary|1|1|2017.0|1.0|Apartment|0.0|19198.0|1|0|0| powstańców wielkopolskich|zaspa|gdansk|54.400928|18.612721
Przestronne, słoneczne 4 pokoje - Gdynia !|67.3|4.0|4-7|secondary|0|1|1963.0|0.0|Apartment|1.0|11129.0|1|0|0| witomińska|działki leśne|gdynia|54.512713|18.532152
Mieszkanie z pięknym widokiem 3 pok Gdynia centrum|69.79|3.0|4-7|secondary|1|0|1920.0|0.0|Apartment|1.0|11033.0|1|0|0| podjazd|działki leśne|gdynia|54.5193833|18.5308999
Nowa cena! Mieszkanie blisko SKM|32.4|1.0|0|secondary|0|0|1950.0|0.0|Apartment|1.0|14775.0|1|0|0| legionów|redłowo|gdynia|54.500086|18.541598
Piękne mieszkanie w Górnym Wrzeszczu|74.09|3.0|0|secondary|1|0|1910.0|1.0|Apartment|1.0|16858.0|0|0|0| grunwaldzka 3|wrzeszcz|gdansk|54.266284|18.636897
Rezerwacja!|45.8|3.0|1-3|secondary|0|0|1976.0|0.0|Apartment|0.0|10240.0|1|0|0| modra|oksywie|gdynia|54.543019|18.536056
Mieszkanie na sprzedaż, Gdańsk, Ujeścisko, 3 pokoje, 64,26 mkw, za 745000 zł|64.26|3.0|0|secondary|1|0|2005.0|0.0|Apartment|1.0|11593.0|0|0|1| wawelska|ujeścisko-łostowice|gdansk|54.333711|18.591182
Przytulne mieszkanie   2 pokoje   Gdynia Dąbrowa|55.19|2.0|1-3|secondary|1|0|1990.0|1.0|Apartment|1.0|10853.0|1|0|0| lukrecjowa|dąbrowa|gdynia|54.472624|18.466688
Nowe Komfortowe Inwestycyjne Baltic Porto Wyspa Sobieszewska Świbno|35.8|2.0|1-3|secondary|0|0|2023.0|0.0|Apartment|0.0|19821.0|0|0|0| kempingowa|wyspa sobieszewska|gdansk|54.355051|18.82563
2 pokoje idealne dla rodziny lub pod wynajemokazja|41.1|2.0|1-3|secondary|0|0|1983.0|0.0|Apartment|1.0|12384.0|0|0|0| wincentego witosa|chełm|gdansk|51.149438|23.442037
Gdańsk Chełm - nowe budownictwo|55.0|2.0|1-3|secondary|0|0|2009.0|0.0|Apartment|0.0|11636.0|0|0|0| nieborowska|ujeścisko-łostowice|gdansk|54.333711|18.591182
Spółdzielczo-własnościowe 2 pokojowe Karwiny blisko PKM|36.0|2.0|1-3|secondary|0|0|1980.0|0.0|Apartment|0.0|1247.0|0|0|0| buraczana|karwiny|gdynia|54.472093|18.496298
Mieszkanie w otulinie lasu, 15min do morza!|37.0|2.0|1-3|secondary|1|1|1977.0|0.0|Apartment|0.0|17070.0|0|0|0| tatrzańska|kamienny potok|sopot|54.454927|18.551033
Mieszkanie - Gdańsk Morena|57.63|3.0|1-3|secondary|1|1|2024.0|0.0|Apartment|0.0|11880.0|1|0|0| aleja pawła adamowicza|jasień|gdansk|54.342197|18.57028
Apartament 4 pokojowy, winda, hala garażowa!|103.0|4.0|1-3|secondary|0|1|2008.0|0.0|Apartment|0.0|17961.0|0|0|0| null|wzgórze św. maksymiliana|gdynia|54.50296|18.542419
Nowa odsłona świetności Gdańska|102.09|3.0|4-7|secondary|1|1|2020.0|1.0|Apartment|0.0|41140.0|1|0|0| chmielna|śródmieście|gdansk|54.346105|18.656253
Mieszkanie po remoncie, gotowe do wprowadzenia się|38.0|2.0|8+|secondary|0|1|1974.0|1.0|Apartment|1.0|14447.0|0|0|0| obrońców wybrzeża|przymorze|gdansk|54.41007|18.596302
3 pokoje, idealne pod najem, blisko plaży|55.0|3.0|0|secondary|1|0|2015.0|0.0|Apartment|0.0|18636.0|0|1|0| forsycji|wyspa sobieszewska|gdansk|54.355051|18.82563
Mieszkanie w Gdyni|58.0|2.0|1-3|secondary|0|0|1952.0|0.0|Apartment|0.0|14241.0|0|0|0| marsz. piłsudskiego|kamienna góra|gdynia|54.508513|18.544513
Niesamowity widok, świetna lokalizacja!|64.08|4.0|8+|secondary|1|1|2020.0|1.0|Apartment|0.0|14029.0|1|0|0| żelazna|pogórze|gdynia|54.55836|18.484087
Apartament inwestycyjny i do zamieszkania!!|60.0|3.0|0|secondary|1|1|2017.0|1.0|Apartment|0.0|23333.0|1|1|0| św. barbary|śródmieście|gdansk|54.347715|18.664475
Inwestycyjny dwupak  nad Motławą - widok na rzekę|82.75|4.0|1-3|secondary|1|1|2021.0|1.0|Apartment|0.0|18006.0|0|1|0| kamienna grobla|śródmieście|gdansk|53.841187|18.149923
Apartament z klasą, po remoncie generalnym.|73.0|3.0|1-3|secondary|0|0|1904.0|0.0|Apartment|1.0|35000.0|0|0|0| lipowa|dolny sopot|sopot|54.4409635|18.561271
Gdańsk Brzeźno Gdańska|78.0|3.0|4-7|secondary|0|0|1980.0|1.0|Apartment|1.0|1128.0|1|0|0| gdańska|brzeźno|gdansk|54.402928|18.631912
Apartament  nad Motławą - wydanie od ręki|87.05|3.0|4-7|secondary|1|1|2021.0|1.0|Apartment|0.0|15508.0|1|0|0| kamienna grobla|śródmieście|gdansk|53.841187|18.149923
Prestiż i luksus z industrialnym widokiem na rzekę|34.0|2.0|1-3|secondary|1|0|2023.0|0.0|Apartment|0.0|26441.0|0|0|0| sienna grobla|śródmieście|gdansk|54.356946|18.667037
Apartament inwestycyjny w Grano|41.79|2.0|4-7|secondary|0|0|2021.0|0.0|Apartment|0.0|32304.0|0|0|0| pszenna|śródmieście|gdansk|54.345989|18.657542
Morze i Park - luksus specjalnie dla Ciebie|43.65|2.0|1-3|secondary|1|1|2022.0|1.0|Apartment|0.0|20848.0|0|0|0| letnicka|letnica|gdansk|54.40164|18.647512
Ekskluzywne 2 pokoje - 650m od plaży|43.73|2.0|4-7|secondary|1|1|2022.0|1.0|Apartment|0.0|20809.0|0|0|0| letnicka|letnica|gdansk|54.40164|18.647512
Atrakcyjne 3 pokoje na Dolnym Mieście w Gdańsku|59.16|3.0|0|secondary|1|0|1990.0|1.0|Apartment|1.0|13860.0|0|0|0| przyokopowa|śródmieście|gdansk|54.351229|18.64977
Unikalna Inwestycja w Centrum Gdyni|79.0|4.0|0|secondary|0|0|1975.0|1.0|Apartment|1.0|37975.0|0|0|0| armii krajowej|śródmieście|gdynia|54.517541|18.540284
Apartament z  ogródkiem 10 min od Neptuna|87.05|3.0|0|secondary|1|1|2021.0|1.0|Apartment|0.0|15164.0|0|1|0| kamienna grobla|śródmieście|gdansk|53.841187|18.149923
Apartament 3 pokojowy gotowy do odbioru|86.75|3.0|1-3|secondary|1|1|2021.0|1.0|Apartment|0.0|16127.0|1|0|0| kamienna grobla|śródmieście|gdansk|53.841187|18.149923
Nowoczesne kameralne osiedle na skraju lasu|50.19|2.0|1-3|secondary|1|1|2024.0|1.0|Apartment|0.0|21939.0|1|0|0| wzgórze bernadowo|mały kack|gdynia|54.468501|18.513716
Gdańsk Maćkowy mieszkanie|83.0|4.0|1-3|secondary|0|0|2023.0|0.0|Apartment|0.0|7168.0|1|0|0| null|orunia-św. wojciech-lipce|gdansk|54.15552|18.652661
Gdańsk Maćkowy mieszkanie|54.0|3.0|1-3|secondary|0|0|2023.0|0.0|Apartment|0.0|9166.0|1|0|0| null|orunia górna - gdańsk południe|gdansk|54.486843|18.333143
Morena - mieszkanie dla Rodziny lub Inwestycja -  z potencjałem|69.0|4.0|4-7|secondary|0|0|1983.0|1.0|Apartment|1.0|9275.0|0|0|0| zabłockiego|piecki-migowo|gdansk|54.361036|18.595172
Nieruchomość z potencjałem!|97.0|3.0|1-3|secondary|0|0|1910.0|0.0|Apartment|1.0|10000.0|1|0|0| juliusza słowackiego|matarnia|gdansk|54.386336|18.437805
Mieszkanie z ogródkiem i garażem bez pośredników / Browar Gdański|75.96|4.0|0|secondary|1|1|2016.0|1.0|Apartment|0.0|20997.0|0|1|1| kilińskiego 3|wrzeszcz|gdansk|54.389478|18.630159
Nowoczesny segment w spokojnej okolicy|116.08|4.0|0|secondary|1|0|2022.0|0.0|Apartment|0.0|9390.0|0|1|0| null|ujeścisko-łostowice|gdansk|54.30924|18.561234
Letnica!! Świeżo wykończone!!|42.67|2.0|1-3|secondary|1|1|2023.0|1.0|Apartment|0.0|16991.0|1|0|0| letnicka|letnica|gdansk|54.40164|18.647512
Dwa pokoje na parterze z balkonem we Wrzeszczu oddzielna kuchnia|51.0|2.0|0|secondary|0|0|1970.0|0.0|Apartment|0.0|12333.0|1|0|0| partyzantów|wrzeszcz|gdansk|54.381786|18.606236
Jasień nowe dwa pokoje z ogrodkiem i halą przy tramwaju|4.0|2.0|0|secondary|1|1|2023.0|1.0|Apartment|0.0|14500.0|0|1|0| czereśniowa|jasień|gdansk|54.340089|18.560014
Elegancki, jasny Apartament z tarasem|65.0|3.0|1-3|secondary|1|1|2022.0|0.0|Apartment|0.0|32154.0|0|0|0| bernadowska|orłowo|gdynia|54.475629|18.552093
Spółdzielcze własnościowe, przy tramwaju|78.0|5.0|4-7|secondary|0|0|1995.0|0.0|Apartment|1.0|9295.0|1|0|0| rycerza blizbora|jasień|gdansk|54.340044|18.562996
Apartament Gdańsk Śródmieście Faktura Vat 23% wynajęty|57.0|2.0|1-3|secondary|0|0|2022.0|0.0|Apartment|0.0|20351.0|0|0|0| wilcza 1|śródmieście|gdansk|54.34412|18.647894
